group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.324,0.46,0.0
0.324,0.46,0.0
0.326,0.46,0.0
0.33,0.457,0.0
0.325,0.462,1.0
0.316,0.472,1.0
0.318,0.457,1.0
0.32,0.456,0.0
0.322,0.455,1.0
0.31,0.453,1.0
0.321,0.458,0.0
0.313,0.459,1.0
0.317,0.455,0.0
0.312,0.466,0.0
0.312,0.462,0.0
0.313,0.459,0.0
0.311,0.469,0.0
0.321,0.473,0.0
0.316,0.479,1.0
0.309,0.493,1.0
0.31,0.49,1.0
0.32,0.48,1.0
0.323,0.478,0.0
0.33,0.471,1.0
0.329,0.463,1.0
0.326,0.466,1.0
0.328,0.455,1.0
0.325,0.448,1.0
0.318,0.454,0.0
0.319,0.45,0.0
0.328,0.448,0.0
0.327,0.447,0.0
0.328,0.43,1.0
0.327,0.423,1.0
0.323,0.419,1.0
0.324,0.422,0.0
0.332,0.426,0.0
0.33,0.431,1.0
0.326,0.423,1.0
0.353,0.431,0.0
0.345,0.443,2.0
0.353,0.444,1.0
0.343,0.429,1.0
0.333,0.435,1.0
0.34,0.452,0.0
0.343,0.45,0.0
0.333,0.438,0.0
0.331,0.431,0.0
0.337,0.433,0.0
0.322,0.424,0.0
0.312,0.42,0.0
0.306,0.413,0.0
0.316,0.417,0.0
0.321,0.414,0.0
0.321,0.411,0.0
0.312,0.402,0.0
0.318,0.403,0.0
0.326,0.415,0.0
0.329,0.415,1.0
0.324,0.426,1.0
0.322,0.435,1.0
0.321,0.433,1.0
0.327,0.443,2.0
0.319,0.439,2.0
0.317,0.452,2.0
0.313,0.461,2.0
0.313,0.464,2.0
0.319,0.465,2.0
0.331,0.468,1.0
0.33,0.46,2.0
0.332,0.458,1.0
0.331,0.449,2.0
0.334,0.452,1.0
0.33,0.444,1.0
0.327,0.435,1.0
0.324,0.45,1.0
0.319,0.455,0.0
0.319,0.449,0.0
0.32,0.439,0.0
0.313,0.435,1.0
0.311,0.435,0.0
0.309,0.445,0.0
0.31,0.433,0.0
0.316,0.431,1.0
0.323,0.446,1.0
0.329,0.444,1.0
0.325,0.441,1.0
0.331,0.458,2.0
0.338,0.454,2.0
0.33,0.441,2.0
0.33,0.452,2.0
0.351,0.462,2.0
0.358,0.454,2.0
0.368,0.464,2.0
0.373,0.473,2.0
0.374,0.465,2.0
0.354,0.481,2.0
0.347,0.477,2.0
0.351,0.478,2.0
0.349,0.471,2.0
0.368,0.484,2.0
0.359,0.482,2.0
0.365,0.484,2.0
0.365,0.462,2.0
0.372,0.46,2.0
0.356,0.455,2.0
0.349,0.448,1.0
0.337,0.459,1.0
0.328,0.464,1.0
0.321,0.454,0.0
0.312,0.438,0.0
0.319,0.436,0.0
0.338,0.433,0.0
0.329,0.426,0.0
0.322,0.425,0.0
0.336,0.429,0.0
0.332,0.425,0.0
0.32,0.417,0.0
0.319,0.41,0.0
0.31,0.41,0.0
0.308,0.409,0.0
0.308,0.411,0.0
0.306,0.405,0.0
0.308,0.406,0.0
0.31,0.396,0.0
0.308,0.398,0.0
0.302,0.409,0.0
0.292,0.407,0.0
0.295,0.419,0.0
0.296,0.432,0.0
0.309,0.453,0.0
0.308,0.469,0.0
0.31,0.476,0.0
0.309,0.478,0.0
0.307,0.464,1.0
0.309,0.461,0.0
0.313,0.456,0.0
0.325,0.463,0.0
0.323,0.451,0.0
0.321,0.445,0.0
0.321,0.443,0.0
0.314,0.435,0.0
0.32,0.42,1.0
0.31,0.419,0.0
0.301,0.429,0.0
0.305,0.433,0.0
0.312,0.447,0.0
0.308,0.433,0.0
0.313,0.44,0.0
0.315,0.423,0.0
0.323,0.426,0.0
0.321,0.417,0.0
0.339,0.413,0.0
0.352,0.418,0.0
0.335,0.421,0.0
0.33,0.416,1.0
0.325,0.401,1.0
0.318,0.422,1.0
0.307,0.41,1.0
0.309,0.415,0.0
0.31,0.411,0.0
0.326,0.42,0.0
0.317,0.438,0.0
0.315,0.435,0.0
0.328,0.435,0.0
0.33,0.45,0.0
0.328,0.451,0.0
0.331,0.439,0.0
0.331,0.432,0.0
0.321,0.427,0.0
0.312,0.429,0.0
0.303,0.431,0.0
0.308,0.419,0.0
0.308,0.427,0.0
0.31,0.44,0.0
0.326,0.438,0.0
0.325,0.443,0.0
0.316,0.443,0.0
0.313,0.463,0.0
0.3,0.471,0.0
0.304,0.47,0.0
0.305,0.471,0.0
0.303,0.472,0.0
0.295,0.471,0.0
0.291,0.446,0.0
0.313,0.433,0.0
0.31,0.42,0.0
0.307,0.414,0.0
0.318,0.402,0.0
0.308,0.401,0.0
0.3,0.401,0.0
0.306,0.398,0.0
0.305,0.395,0.0
0.305,0.389,0.0
0.305,0.393,0.0
0.309,0.392,0.0
0.307,0.412,0.0
0.308,0.416,0.0
0.299,0.409,0.0
0.298,0.413,0.0
0.303,0.412,0.0
0.307,0.401,0.0
0.326,0.39,0.0
0.322,0.412,0.0
0.323,0.411,0.0
0.331,0.407,0.0
0.316,0.406,0.0
0.329,0.412,0.0
0.321,0.416,0.0
0.307,0.416,0.0
0.301,0.415,0.0
0.291,0.42,0.0
0.283,0.425,0.0
0.298,0.428,0.0
0.296,0.446,0.0
0.291,0.453,0.0
0.294,0.438,0.0
0.297,0.437,0.0
0.296,0.442,0.0
0.297,0.44,0.0
0.297,0.446,0.0
0.297,0.436,0.0
0.298,0.433,0.0
0.296,0.42,0.0
0.287,0.412,0.0
0.293,0.416,0.0
0.301,0.426,0.0
0.313,0.417,0.0
0.327,0.419,0.0
0.334,0.413,0.0
0.339,0.415,0.0
0.344,0.418,0.0
0.335,0.418,0.0
0.33,0.42,0.0
0.316,0.427,0.0
0.307,0.42,0.0
0.318,0.404,0.0
0.315,0.407,0.0
0.324,0.41,0.0
0.315,0.412,0.0
0.3,0.418,0.0
0.3,0.419,0.0
0.297,0.418,0.0
0.294,0.409,0.0
0.294,0.398,0.0
0.301,0.414,0.0
0.301,0.42,0.0
0.301,0.424,0.0
0.296,0.422,0.0
0.302,0.422,0.0
0.308,0.414,0.0
0.308,0.406,0.0
0.301,0.412,0.0
0.31,0.417,0.0
0.309,0.426,0.0
0.303,0.414,0.0
0.322,0.416,0.0
0.321,0.412,0.0
0.313,0.422,0.0
0.313,0.433,0.0
0.296,0.424,0.0
0.301,0.439,0.0
0.305,0.435,0.0
0.293,0.436,0.0
0.296,0.428,0.0
0.3,0.436,0.0
0.293,0.424,0.0
0.297,0.436,0.0
0.308,0.44,0.0
0.32,0.428,0.0
0.32,0.412,0.0
0.33,0.423,0.0
0.323,0.424,0.0
0.32,0.414,0.0
0.309,0.42,0.0
0.302,0.422,0.0
0.307,0.414,0.0
0.296,0.412,0.0
0.307,0.408,0.0
0.303,0.408,0.0
0.31,0.421,0.0
0.305,0.42,0.0
0.307,0.429,0.0
0.303,0.429,0.0
0.298,0.416,0.0
0.296,0.411,0.0
0.304,0.416,0.0
0.327,0.408,0.0
0.317,0.408,0.0
0.319,0.409,0.0
0.32,0.41,0.0
0.324,0.405,0.0
0.318,0.402,0.0
0.322,0.396,0.0
0.307,0.402,0.0
0.303,0.411,0.0
0.307,0.409,0.0
0.305,0.421,0.0
0.308,0.42,0.0
0.312,0.418,0.0
0.31,0.413,0.0
0.312,0.414,0.0
0.309,0.427,0.0
0.302,0.419,0.0
0.309,0.423,0.0
0.311,0.417,0.0
0.302,0.421,1.0
0.312,0.423,1.0
0.323,0.421,1.0
0.304,0.429,1.0
0.307,0.425,0.0
0.296,0.432,0.0
0.298,0.428,0.0
0.308,0.444,0.0
0.314,0.445,0.0
0.316,0.454,0.0
0.308,0.464,0.0
0.307,0.461,0.0
0.303,0.466,0.0
0.307,0.463,0.0
0.307,0.476,0.0
0.309,0.479,0.0
0.299,0.487,0.0
0.305,0.47,0.0
0.311,0.482,0.0
0.313,0.473,0.0
0.31,0.454,0.0
0.32,0.463,0.0
0.322,0.459,0.0
0.325,0.444,0.0
0.333,0.44,0.0
0.324,0.427,0.0
0.317,0.433,0.0
0.306,0.436,0.0
0.304,0.436,0.0
0.318,0.435,0.0
0.31,0.444,1.0
0.307,0.435,0.0
0.299,0.463,0.0
0.3,0.469,0.0
0.294,0.486,0.0
0.294,0.49,0.0
0.289,0.481,0.0
0.289,0.482,0.0
0.288,0.479,0.0
0.29,0.48,0.0
0.294,0.477,0.0
0.294,0.472,0.0
0.299,0.451,0.0
0.291,0.444,0.0
0.286,0.444,0.0
0.293,0.423,0.0
0.298,0.427,1.0
0.294,0.422,0.0
0.305,0.443,0.0
0.311,0.444,0.0
0.299,0.45,0.0
0.302,0.448,0.0
0.308,0.44,0.0
0.303,0.44,0.0
0.3,0.442,0.0
0.298,0.44,0.0
0.298,0.445,0.0
0.297,0.436,0.0
0.289,0.424,0.0
0.285,0.425,0.0
0.286,0.421,0.0
0.305,0.412,0.0
0.301,0.419,0.0
0.3,0.406,0.0
0.296,0.405,0.0
0.3,0.413,0.0
0.3,0.409,0.0
0.305,0.425,0.0
0.309,0.405,0.0
0.316,0.404,0.0
0.31,0.406,0.0
0.31,0.414,0.0
0.295,0.42,0.0
0.302,0.419,0.0
0.303,0.427,0.0
0.296,0.429,0.0
0.308,0.425,0.0
0.306,0.411,0.0
0.298,0.429,0.0
0.301,0.435,0.0
0.299,0.431,0.0
0.301,0.426,0.0
0.314,0.422,0.0
0.31,0.417,0.0
0.309,0.426,0.0
0.31,0.426,0.0
0.313,0.427,0.0
0.309,0.42,0.0
0.317,0.41,0.0
0.304,0.417,1.0
0.302,0.415,1.0
0.309,0.418,0.0
0.302,0.436,0.0
0.313,0.459,0.0
0.318,0.452,0.0
0.314,0.45,0.0
0.323,0.455,0.0
0.326,0.465,1.0
0.327,0.479,1.0
0.321,0.471,1.0
0.333,0.474,1.0
0.328,0.474,1.0
0.329,0.494,2.0
0.318,0.487,1.0
0.32,0.471,1.0
0.326,0.468,1.0
0.318,0.484,1.0
0.316,0.472,1.0
0.335,0.453,0.0
0.324,0.448,0.0
0.329,0.457,0.0
0.31,0.445,0.0
0.307,0.423,1.0
0.306,0.42,1.0
0.309,0.418,1.0
0.3,0.426,0.0
0.296,0.416,0.0
0.291,0.426,0.0
0.291,0.43,0.0
0.293,0.442,0.0
0.292,0.445,0.0
0.299,0.443,0.0
0.292,0.437,0.0
0.293,0.436,0.0
0.296,0.432,0.0
0.299,0.424,0.0
0.304,0.417,0.0
0.307,0.408,0.0
0.313,0.399,0.0
0.317,0.396,0.0
0.315,0.392,0.0
0.311,0.385,0.0
0.308,0.402,0.0
0.308,0.399,0.0
0.302,0.406,1.0
0.297,0.416,0.0
0.302,0.424,1.0
0.3,0.428,0.0
0.296,0.437,0.0
0.302,0.442,0.0
0.304,0.443,0.0
0.306,0.458,0.0
0.302,0.452,0.0
0.311,0.45,0.0
0.302,0.448,0.0
0.303,0.444,0.0
0.307,0.435,0.0
0.307,0.43,0.0
0.315,0.427,0.0
0.312,0.421,0.0
0.313,0.407,0.0
0.323,0.407,0.0
0.309,0.384,0.0
0.307,0.387,0.0
0.305,0.386,0.0
0.309,0.406,0.0
0.316,0.411,0.0
0.304,0.413,0.0
0.303,0.418,0.0
0.295,0.427,0.0
0.306,0.429,0.0
0.3,0.438,0.0
0.309,0.442,0.0
0.327,0.441,0.0
0.342,0.448,0.0
0.325,0.42,0.0
0.317,0.424,0.0
0.313,0.416,0.0
0.318,0.421,0.0
0.308,0.413,0.0
0.305,0.417,0.0
0.32,0.408,0.0
0.324,0.42,0.0
0.331,0.428,0.0
0.341,0.428,1.0
0.324,0.441,0.0
0.323,0.438,0.0
0.323,0.446,0.0
0.32,0.469,0.0
0.319,0.469,0.0
0.303,0.462,0.0
0.309,0.467,0.0
0.301,0.465,0.0
0.306,0.462,0.0
0.309,0.474,0.0
0.325,0.476,0.0
0.321,0.461,0.0
0.32,0.464,0.0
0.317,0.428,0.0
0.323,0.422,0.0
0.318,0.421,0.0
0.315,0.423,0.0
0.319,0.427,0.0
0.318,0.422,0.0
0.318,0.412,0.0
0.316,0.425,0.0
0.299,0.436,0.0
0.293,0.425,0.0
0.297,0.435,0.0
0.301,0.458,0.0
0.301,0.457,0.0
0.311,0.454,0.0
0.312,0.462,0.0
0.308,0.456,1.0
0.305,0.45,1.0
0.296,0.438,0.0
0.304,0.432,0.0
0.298,0.429,0.0
0.294,0.431,0.0
0.298,0.42,0.0
0.298,0.406,0.0
0.3,0.402,0.0
0.306,0.402,0.0
0.297,0.394,0.0
0.303,0.401,0.0
0.308,0.413,0.0
0.312,0.415,0.0
0.309,0.413,0.0
0.33,0.422,0.0
0.331,0.408,0.0
0.329,0.412,0.0
0.319,0.414,0.0
0.325,0.412,0.0
0.314,0.418,0.0
0.301,0.415,0.0
0.308,0.406,1.0
0.298,0.398,0.0
0.297,0.394,0.0
0.309,0.4,0.0
0.309,0.401,0.0
0.316,0.4,0.0
0.319,0.41,0.0
0.313,0.408,0.0
0.313,0.417,0.0
0.31,0.419,0.0
0.309,0.409,0.0
0.303,0.426,0.0
0.306,0.437,0.0
0.302,0.435,0.0
0.301,0.431,0.0
0.315,0.435,0.0
0.295,0.431,0.0
0.295,0.426,0.0
0.3,0.426,0.0
0.3,0.428,0.0
0.293,0.443,0.0
0.303,0.428,0.0
0.301,0.427,0.0
0.3,0.414,0.0
0.296,0.439,0.0
0.293,0.436,0.0
0.293,0.426,0.0
0.289,0.433,0.0
0.291,0.426,0.0
0.305,0.412,1.0
0.299,0.393,1.0
0.292,0.394,0.0
0.311,0.391,0.0
0.308,0.397,0.0
0.313,0.382,0.0
0.302,0.394,0.0
0.307,0.403,0.0
0.311,0.403,0.0
0.305,0.408,0.0
0.303,0.405,0.0
0.295,0.416,0.0
0.295,0.407,0.0
0.292,0.42,0.0
0.29,0.408,0.0
0.293,0.405,0.0
0.297,0.393,0.0
0.297,0.396,1.0
0.293,0.403,1.0
0.298,0.406,1.0
0.293,0.408,1.0
0.298,0.401,1.0
0.298,0.405,2.0
0.295,0.396,0.0
0.295,0.396,0.0
0.297,0.413,0.0
0.29,0.414,0.0
0.292,0.407,0.0
0.294,0.402,0.0
0.295,0.406,0.0
0.296,0.407,1.0
0.283,0.408,1.0
0.284,0.418,1.0
0.288,0.419,1.0
0.293,0.427,1.0
0.296,0.447,1.0
0.307,0.43,2.0
0.3,0.446,1.0
0.301,0.447,1.0
0.306,0.445,0.0
0.297,0.47,0.0
0.301,0.475,0.0
0.301,0.463,0.0
0.297,0.451,0.0
0.295,0.448,0.0
0.301,0.43,0.0
0.303,0.42,0.0
0.307,0.405,0.0
0.309,0.4,0.0
0.31,0.408,0.0
0.298,0.39,0.0
0.307,0.39,0.0
0.301,0.393,0.0
0.304,0.397,0.0
0.31,0.399,0.0
0.307,0.406,0.0
0.303,0.413,0.0
0.3,0.418,0.0
0.297,0.42,0.0
0.304,0.42,0.0
0.298,0.42,0.0
0.3,0.418,0.0
0.299,0.416,0.0
0.302,0.413,0.0
0.294,0.42,0.0
0.297,0.417,0.0
0.299,0.413,0.0
0.313,0.41,0.0
0.319,0.405,0.0
0.313,0.396,1.0
0.306,0.389,1.0
0.299,0.378,1.0
0.304,0.393,1.0
0.297,0.39,0.0
0.303,0.371,0.0
0.311,0.367,0.0
0.304,0.383,0.0
0.306,0.39,0.0
0.294,0.405,0.0
0.308,0.416,0.0
0.302,0.438,0.0
0.298,0.458,0.0
0.298,0.441,0.0
0.302,0.451,0.0
0.31,0.454,0.0
0.32,0.462,0.0
0.31,0.454,0.0
0.309,0.448,0.0
0.305,0.427,0.0
0.298,0.428,0.0
0.297,0.408,0.0
0.304,0.403,0.0
0.301,0.4,0.0
0.294,0.403,0.0
0.293,0.408,0.0
0.303,0.414,0.0
0.305,0.411,0.0
0.311,0.422,0.0
0.303,0.425,0.0
0.306,0.435,0.0
0.307,0.436,0.0
0.3,0.437,0.0
0.306,0.45,0.0
0.311,0.458,0.0
0.316,0.452,0.0
0.323,0.453,0.0
0.323,0.45,0.0
0.329,0.465,0.0
0.324,0.464,0.0
0.329,0.467,0.0
0.329,0.469,0.0
0.328,0.47,0.0
0.334,0.464,0.0
0.335,0.464,0.0
0.326,0.458,0.0
0.311,0.464,0.0
0.317,0.457,0.0
0.327,0.446,0.0
0.328,0.44,0.0
0.318,0.424,0.0
0.318,0.422,0.0
0.302,0.412,0.0
0.301,0.415,0.0
0.292,0.404,0.0
0.287,0.386,0.0
0.292,0.382,0.0
0.294,0.384,0.0
0.295,0.392,0.0
0.301,0.398,0.0
0.309,0.408,0.0
0.302,0.407,0.0
0.304,0.413,0.0
0.313,0.414,0.0
0.314,0.421,0.0
0.322,0.425,0.0
0.319,0.42,0.0
0.306,0.425,0.0
0.304,0.426,0.0
0.302,0.43,0.0
0.307,0.418,0.0
0.315,0.417,0.0
0.297,0.417,0.0
0.299,0.422,0.0
0.301,0.417,0.0
0.298,0.419,0.0
0.31,0.428,0.0
0.306,0.428,0.0
0.303,0.419,0.0
0.304,0.424,0.0
0.297,0.438,0.0
0.297,0.452,0.0
0.304,0.459,0.0
0.302,0.474,1.0
0.301,0.474,1.0
0.312,0.467,1.0
0.306,0.465,1.0
0.307,0.467,1.0
0.306,0.47,0.0
0.292,0.475,0.0
0.306,0.458,0.0
0.298,0.45,0.0
0.3,0.438,0.0
0.295,0.426,0.0
0.291,0.402,0.0
0.29,0.409,0.0
0.296,0.417,0.0
0.302,0.394,0.0
0.309,0.396,0.0
0.303,0.389,0.0
0.309,0.385,0.0
0.316,0.394,0.0
0.31,0.398,0.0
0.307,0.404,0.0
0.31,0.413,1.0
0.319,0.408,0.0
0.32,0.412,0.0
0.323,0.431,0.0
0.321,0.45,1.0
0.318,0.45,1.0
0.315,0.463,1.0
0.312,0.464,0.0
0.298,0.469,0.0
0.296,0.467,0.0
0.298,0.467,0.0
0.298,0.46,0.0
0.294,0.453,0.0
0.31,0.461,1.0
0.319,0.459,0.0
0.311,0.463,0.0
0.314,0.464,0.0
0.302,0.466,0.0
0.306,0.463,1.0
0.298,0.464,1.0
0.3,0.455,0.0
0.296,0.459,0.0
0.295,0.454,0.0
0.298,0.439,0.0
0.304,0.434,0.0
0.315,0.436,0.0
0.31,0.43,0.0
0.311,0.41,0.0
0.306,0.403,0.0
0.302,0.402,0.0
0.325,0.394,0.0
0.326,0.4,0.0
0.321,0.419,0.0
0.324,0.416,0.0
0.315,0.401,0.0
0.301,0.41,0.0
0.299,0.409,0.0
0.305,0.413,0.0
0.303,0.418,0.0
0.306,0.423,0.0
0.305,0.426,0.0
0.298,0.429,0.0
0.293,0.434,0.0
0.297,0.416,0.0
0.3,0.415,0.0
0.303,0.407,0.0
0.306,0.415,0.0
0.31,0.416,0.0
0.308,0.412,0.0
0.304,0.415,0.0
0.3,0.4,0.0
0.305,0.399,0.0
0.302,0.389,0.0
0.302,0.404,0.0
0.295,0.411,0.0
0.298,0.425,0.0
0.295,0.428,0.0
0.3,0.426,0.0
0.305,0.426,0.0
0.314,0.427,0.0
0.308,0.438,0.0
0.309,0.435,0.0
0.307,0.455,0.0
0.304,0.451,0.0
0.309,0.457,0.0
0.316,0.449,0.0
0.305,0.442,0.0
0.304,0.423,0.0
0.322,0.422,0.0
0.325,0.417,0.0
0.317,0.413,0.0
0.31,0.415,0.0
0.302,0.406,0.0
0.305,0.397,0.0
0.299,0.396,0.0
0.304,0.386,0.0
0.299,0.384,0.0
0.302,0.389,0.0
0.295,0.386,0.0
0.297,0.393,0.0
0.297,0.392,0.0
0.29,0.4,0.0
0.31,0.387,0.0
0.295,0.391,0.0
0.288,0.399,0.0
0.29,0.398,0.0
0.284,0.401,0.0
0.289,0.416,0.0
0.291,0.417,0.0
0.327,0.429,0.0
0.328,0.425,0.0
0.331,0.414,0.0
0.333,0.43,0.0
0.323,0.429,0.0
0.33,0.426,0.0
0.327,0.433,0.0
0.328,0.436,0.0
0.332,0.453,0.0
0.34,0.433,0.0
0.337,0.429,0.0
0.339,0.416,0.0
0.338,0.426,0.0
0.324,0.44,0.0
0.303,0.427,0.0
0.302,0.429,0.0
0.31,0.434,0.0
0.31,0.442,0.0
0.32,0.416,0.0
0.321,0.424,0.0
0.331,0.43,0.0
0.326,0.429,0.0
0.334,0.434,1.0
0.333,0.435,0.0
0.338,0.44,1.0
0.345,0.43,1.0
0.346,0.432,1.0
0.354,0.432,2.0
0.315,0.432,1.0
0.312,0.434,2.0
0.324,0.445,2.0
0.316,0.448,2.0
0.331,0.437,1.0
0.341,0.43,1.0
0.326,0.432,1.0
0.313,0.447,1.0
0.316,0.45,1.0
0.315,0.461,1.0
0.317,0.461,1.0
0.309,0.46,0.0
0.312,0.471,0.0
0.324,0.46,0.0
0.324,0.456,0.0
0.326,0.467,0.0
0.334,0.465,1.0
0.33,0.465,1.0
0.335,0.475,2.0
0.335,0.479,2.0
0.328,0.492,2.0
0.328,0.474,1.0
0.337,0.458,0.0
0.33,0.474,0.0
0.325,0.466,1.0
0.319,0.477,1.0
0.324,0.469,1.0
0.322,0.454,1.0
0.311,0.461,1.0
0.317,0.465,0.0
0.318,0.465,0.0
0.323,0.453,0.0
