timestamp,ram_global_prct,cpu_global_prct,disk_io_read_mega_byte,disk_io_write_mega_byte,consumers_causality_1,messages_causality_1,publish_rate_causality_1
1638884668,82.3,22.7,326613.5,83715.36,24,8497,211.8
1638884669,82.5,28.8,326613.5,83715.36,47,9575,211.8
1638884670,82.6,21.6,326613.5,83715.36,47,9575,217.8
1638884671,82.6,9.8,326613.5,83715.47,0,9575,217.8
1638884672,82.7,27.9,326613.51,83715.54,10,9575,217.8
1638884673,82.7,7.5,326613.51,83715.54,10,9575,217.8
1638884674,82.9,8.5,326613.51,83715.54,3,10717,217.8
1638884675,83.1,8.5,326613.51,83715.54,20,10717,232.6
1638884676,83.1,28.9,326613.52,83715.76,20,10717,232.6
1638884677,83.2,21.3,326613.52,83715.87,8,10717,232.6
1638884678,83.2,7.3,326613.52,83715.87,49,10717,232.6
1638884679,83.3,25.4,326613.53,83715.87,49,11932,232.6
1638884680,83.4,9.1,326613.53,83715.87,13,11932,237.6
1638884681,83.7,9.4,326613.53,83716.45,45,11932,237.6
1638884682,83.5,4.1,326613.53,83716.46,45,11932,237.6
1638884683,83.7,8.7,326613.53,83716.56,21,11932,237.6
1638884684,83.8,5.9,326613.53,83716.57,30,13212,237.6
1638884685,83.8,4.4,326613.53,83716.57,30,13212,261.0
1638884686,83.9,6.0,326613.53,83716.57,6,13212,261.0
1638884687,83.9,3.7,326613.53,83716.58,6,13212,261.0
1638884688,83.9,4.6,326613.53,83716.75,6,13212,261.0
1638884689,84.2,8.8,326613.53,83716.75,28,14555,261.0
1638884690,84.1,4.0,326613.53,83716.75,28,14555,268.0
1638884691,84.1,4.1,326613.53,83727.13,28,14555,268.0
1638884692,84.2,8.5,326613.53,83727.13,19,14555,268.0
1638884693,84.0,5.7,326613.53,83727.35,19,14555,268.0
1638884695,84.2,5.4,326613.53,83727.35,19,15962,268.0
1638884696,84.4,9.1,326613.53,83727.35,21,15962,275.8
1638884697,84.3,4.0,326613.53,83728.23,21,15962,275.8
1638884698,84.3,5.9,326613.53,83728.23,21,15962,275.8
1638884699,84.7,9.7,326613.53,83728.31,34,17405,275.8
1638884700,84.6,4.8,326613.53,83728.31,35,17405,299.2
1638884701,84.7,6.9,326613.53,83728.31,9,17405,299.2
1638884702,84.8,5.8,326613.53,83728.37,18,17405,299.2
1638884703,84.8,3.7,326613.53,83728.37,18,17405,299.2
1638884704,85.1,9.0,326613.53,83728.37,17,18907,299.2
1638884705,85.1,4.6,326613.53,83728.37,22,18907,305.0
1638884706,85.0,4.9,326613.53,83728.37,22,18907,305.0
1638884707,85.2,7.1,326613.7,83728.43,1,18907,305.0
1638884708,85.2,4.5,326613.7,83728.5,1,18907,305.0
1638884709,85.3,5.6,326613.7,83728.58,1,20481,305.0
1638884710,85.6,9.4,326613.7,83728.58,30,20481,261.0
1638884711,85.6,5.8,326613.7,83733.22,49,20481,261.0
1638884712,85.6,3.8,326613.7,83733.4,49,20481,261.0
1638884713,85.7,8.7,326613.7,83733.4,31,20481,261.0
1638884714,85.8,6.3,326613.7,83733.4,39,22121,261.0
1638884715,85.8,5.0,326613.7,83733.4,39,22121,327.2
1638884716,86.0,9.6,326613.7,83734.27,30,22121,327.2
1638884718,86.0,4.8,326613.7,83734.27,46,22121,327.2
1638884719,86.0,5.2,326613.7,83734.36,46,22121,327.2
1638884720,86.3,9.9,326613.7,83734.36,33,23825,339.0
1638884721,86.2,4.6,326613.7,83734.36,33,23825,339.0
1638884722,86.2,4.4,326613.7,83734.36,33,23825,339.0
1638884723,86.4,10.7,326613.7,83734.36,47,23825,339.0
1638884724,86.4,5.2,326613.7,83734.43,49,25601,339.0
1638884725,86.6,6.6,326613.7,83734.43,0,25601,357.0
1638884726,86.7,8.9,326613.7,83734.43,45,25601,357.0
1638884727,86.7,5.5,326613.7,83734.43,50,25601,357.0
1638884728,86.7,5.6,326613.7,83734.43,1,25601,357.0
1638884729,87.0,10.2,326613.7,83734.49,43,27442,357.0
1638884730,86.9,5.1,326613.7,83734.49,44,27442,355.0
1638884731,87.0,5.7,326613.7,83734.49,9,27442,355.0
1638884732,87.0,6.3,326613.7,83734.49,14,27442,355.0
1638884733,87.0,5.4,326613.7,83734.49,14,27442,355.0
1638884734,87.3,10.4,326613.7,83734.55,17,29344,355.0
1638884735,87.4,5.7,326613.7,83734.55,21,29344,389.4
1638884736,87.4,5.2,326613.7,83734.55,21,29344,389.4
1638884737,87.5,7.3,326613.7,83734.55,17,29344,389.4
1638884738,87.5,4.5,326613.7,83734.68,17,29344,389.4
1638884739,87.5,6.8,326613.7,83734.68,17,31319,389.4
1638884740,87.7,9.3,326613.7,83734.68,28,31319,394.8
1638884741,87.7,5.5,326613.7,83734.68,47,31319,394.8
1638884742,87.7,7.7,326613.71,83734.89,47,31319,394.8
1638884744,87.8,9.9,326613.71,83735.16,26,31319,394.8
1638884745,87.9,9.1,326613.71,83735.16,49,33327,394.8
1638884746,87.8,4.8,326613.71,83735.16,49,33327,411.8
1638884747,88.0,10.4,326613.71,83735.16,31,33327,411.8
1638884748,87.9,5.3,326613.71,83735.27,31,33327,411.8
1638884749,88.0,7.0,326613.71,83735.36,0,35434,411.8
1638884750,87.9,4.7,326613.71,83735.36,0,35434,418.6
1638884751,87.9,4.3,326613.71,83735.36,0,35434,418.6
1638884752,88.3,5.5,326613.71,83735.36,11,35434,418.6
1638884753,88.4,7.2,326613.71,83735.71,30,35434,418.6
1638884754,88.5,5.4,326613.71,83735.71,30,37544,418.6
1638884755,88.7,6.4,326613.71,83735.71,8,37544,421.8
1638884756,88.7,7.6,326613.71,83735.71,37,37544,421.8
1638884757,88.7,4.7,326613.71,83735.71,37,37544,421.8
1638884758,88.9,7.0,326613.71,83735.88,10,37544,421.8
1638884759,89.0,7.2,326613.71,83735.88,32,39735,421.8
1638884760,89.0,5.8,326613.71,83735.88,42,39735,447.2
1638884761,89.2,7.5,326613.71,83735.88,15,39735,447.2
1638884762,89.2,4.8,326613.71,83735.88,18,39735,447.2
1638884763,89.3,4.8,326613.71,83736.4,18,39735,447.2
1638884764,89.7,10.5,326613.71,83736.4,31,41995,447.2
1638884766,89.7,6.2,326613.71,83736.4,48,41995,502.4
1638884767,89.6,7.3,326621.53,83736.51,48,41995,502.4
1638884768,90.0,12.0,326621.89,83736.51,16,41995,502.4
1638884769,90.0,39.4,326622.14,83736.51,16,41995,502.4
1638884770,90.0,12.8,326622.14,83736.51,16,44338,502.4
1638884771,90.2,9.6,326622.14,83736.59,20,44338,301.2
1638884772,90.2,6.8,326622.14,83736.6,20,44338,301.2
1638884773,90.1,7.5,326622.14,83736.8,20,44338,301.2
1638884774,90.5,12.7,326622.14,83736.8,8,46729,301.2
1638884775,90.5,6.7,326622.15,83736.8,8,46729,493.4
1638884776,90.7,9.3,326622.15,83736.8,11,46729,493.4
1638884777,90.8,9.0,326622.16,83736.81,47,46729,493.4
1638884778,90.8,5.2,326622.16,83737.43,47,46729,493.4
1638884779,91.1,16.9,326622.16,83737.43,5,49192,493.4
1638884780,91.2,14.8,326622.16,83737.43,38,49192,516.8
1638884781,91.2,5.7,326622.16,83737.43,38,49192,516.8
1638884782,91.3,11.6,326622.16,83737.43,7,49192,516.8
1638884783,91.3,9.8,326622.16,83750.08,7,49192,516.8
1638884784,91.3,6.4,326622.16,83750.08,7,51728,516.8
1638884785,91.6,11.3,326622.16,83750.08,16,51728,533.8
1638884786,91.7,8.1,326622.16,83750.08,43,51728,533.8
1638884787,91.7,8.2,326622.16,83750.08,43,51728,533.8
1638884788,91.8,13.3,326622.16,83755.06,18,51728,533.8
1638884789,92.1,13.8,326622.16,83755.17,19,54327,533.8
1638884790,92.0,6.6,326622.16,83755.17,19,54327,533.8
1638884792,92.2,10.9,326622.16,83755.17,21,54327,533.8
1638884793,92.2,12.7,326622.16,83755.17,35,54327,533.8
1638884794,92.3,13.9,326622.16,83755.17,35,54327,533.8
1638884795,92.5,16.0,326622.16,83755.27,9,56991,533.8
1638884796,92.6,12.9,326622.16,83755.27,43,56991,555.6
1638884797,92.6,7.6,326622.16,83755.27,44,56991,555.6
1638884798,92.7,13.6,326622.16,83755.27,28,56991,555.6
1638884799,92.6,10.7,326622.16,83755.51,36,59729,555.6
1638884800,92.8,9.5,326622.17,83755.51,36,59729,566.0
1638884801,92.7,12.3,326622.17,83755.51,13,59729,566.0
1638884802,92.7,8.6,326622.17,83755.51,13,59729,566.0
1638884803,92.8,10.4,326622.17,83755.51,13,59729,566.0
1638884804,92.9,10.6,326622.17,83755.81,10,62495,566.0
1638884805,92.9,8.7,326622.17,83755.81,10,62495,501.4
1638884806,93.1,14.6,326622.17,83755.81,2,62495,501.4
1638884807,93.1,15.9,326622.17,83755.81,2,62495,501.4
1638884808,93.1,7.8,326622.17,83755.81,2,62495,501.4
1638884809,93.5,12.7,326622.17,83757.29,16,65318,501.4
1638884810,93.5,9.3,326622.17,83757.29,27,65318,619.0
1638884811,93.5,9.5,326622.17,83757.29,27,65318,619.0
1638884812,93.5,10.5,326622.17,83757.29,6,65318,619.0
1638884813,93.5,8.4,326622.17,83757.29,6,65318,619.0
1638884815,93.6,7.8,326622.17,83759.89,6,68213,619.0
1638884816,93.7,13.5,326622.17,83768.19,32,68213,581.8
1638884817,93.8,8.3,326622.17,83768.2,38,68213,581.8
1638884818,93.8,6.5,326622.17,83768.2,38,68213,581.8
1638884819,93.9,11.7,326622.17,83768.2,24,68213,581.8
1638884820,93.9,9.8,326622.17,83768.42,31,71174,581.8
1638884821,93.9,8.9,326622.17,83768.42,31,71174,588.6
1638884822,94.0,11.7,326622.17,83768.42,22,71174,588.6
1638884823,94.0,6.1,326622.17,83768.43,22,71174,588.6
1638884824,94.2,7.0,326622.17,83769.04,22,74211,588.6
1638884825,94.4,13.8,326622.17,83769.04,32,74211,527.2
1638884826,94.4,8.2,326622.17,83769.04,32,74211,527.2
1638884827,94.5,9.6,326622.17,83769.04,1,74211,527.2
1638884828,94.5,10.0,326622.17,83769.04,17,74211,527.2
1638884829,94.6,8.3,326622.17,83769.15,17,77293,527.2
1638884830,94.6,8.1,326622.17,83769.15,10,77293,610.4
1638884831,94.6,7.9,326622.17,83769.15,11,77293,610.4
1638884832,94.6,6.3,326622.17,83769.15,11,77293,610.4
1638884833,94.8,9.3,326622.17,83769.15,16,77293,610.4
1638884834,95.0,11.9,326622.17,83769.2,32,80428,610.4
1638884835,95.0,9.5,326622.17,83769.2,32,80428,664.2
1638884836,95.2,10.5,326622.29,83769.2,21,80428,664.2
1638884838,95.2,8.6,326622.29,83769.2,44,80428,664.2
1638884839,95.2,6.5,326622.29,83769.2,44,80428,664.2
1638884840,95.1,11.3,326622.29,83769.28,22,83623,664.2
1638884841,95.1,8.0,326622.29,83769.28,45,83623,622.0
1638884842,95.1,6.7,326622.29,83769.43,45,83623,622.0
1638884843,95.1,10.2,326622.29,83769.43,15,83623,622.0
1638884844,95.2,10.3,326622.29,83769.59,15,86856,622.0
1638884845,95.1,6.9,326622.29,83769.59,15,86856,671.0
1638884846,95.3,11.2,326622.29,83769.59,20,86856,671.0
1638884847,95.3,8.0,326622.29,83769.59,20,86856,671.0
1638884848,95.3,12.3,326622.29,83769.59,20,86856,671.0
1638884849,95.6,16.4,326622.29,83769.65,29,90141,671.0
1638884850,95.7,9.8,326622.29,83769.77,46,90141,658.2
1638884851,95.7,10.1,326622.32,83769.77,46,90141,658.2
1638884852,95.8,8.0,326622.32,83769.77,19,90141,658.2
1638884853,95.8,8.0,326622.32,83769.77,41,90141,658.2
1638884855,96.0,12.8,326622.32,83769.77,19,93492,658.2
1638884856,96.1,9.3,326622.32,83770.04,43,93492,715.0
1638884857,96.1,9.2,326622.33,83770.04,43,93492,715.0
1638884858,96.1,10.9,326622.33,83770.04,56,93492,715.0
1638884859,96.0,8.9,326622.33,83770.04,13,96896,715.0
1638884860,96.3,11.0,326622.33,83770.16,2,96896,472.2
1638884861,96.2,8.8,326622.48,83770.22,6,96896,472.2
1638884862,96.2,5.3,326622.48,83770.22,6,96896,472.2
1638884863,96.3,9.2,326622.48,83770.29,4,96896,472.2
1638884864,96.5,12.0,326622.48,83770.29,35,100362,472.2
1638884865,96.5,7.0,326622.48,83770.29,35,100362,737.4
1638884866,96.6,9.3,326622.48,83770.38,6,100362,737.4
1638884867,96.7,9.7,326622.48,83770.38,29,100362,737.4
1638884869,96.7,4.4,326622.48,83770.38,29,100362,737.4
1638884870,96.9,12.3,326622.48,83770.38,11,103932,737.4
1638884871,97.0,7.1,326622.63,83770.49,29,103932,682.2
1638884872,97.0,4.3,326622.71,83770.49,29,103932,682.2
1638884873,97.1,9.4,326622.71,83770.49,13,103932,682.2
1638884874,97.1,8.2,326622.71,83770.49,25,106907,682.2
1638884875,97.3,12.1,326622.71,83770.49,5,106907,692.8
1638884876,97.4,9.7,326622.71,83770.58,32,106907,692.8
1638884878,97.5,6.7,326622.71,83770.58,46,106907,692.8
1638884879,97.5,9.1,326622.71,83770.58,1,106907,692.8
1638884880,97.6,10.0,326623.47,83770.58,6,111729,692.8
1638884881,97.6,5.9,326623.58,83770.59,6,111729,811.6
1638884882,97.8,8.8,326623.7,83770.59,15,111729,811.6
1638884883,97.9,9.2,326623.7,83770.67,49,111729,811.6
1638884884,97.9,8.6,326623.7,83770.67,49,111729,811.6
