message_dispatcher,metric_insertion,status_metric_extraction
0.378,0.517,0.0
0.383,0.507,0.0
0.396,0.506,0.0
0.393,0.496,0.0
0.405,0.51,0.0
0.411,0.502,0.0
0.415,0.497,0.0
0.405,0.502,0.0
0.405,0.501,0.0
0.411,0.495,0.0
0.408,0.498,0.0
0.416,0.508,0.0
0.406,0.499,0.0
0.405,0.497,0.0
0.418,0.496,0.0
0.414,0.52,0.0
0.411,0.535,0.0
0.406,0.541,0.0
0.427,0.524,0.0
0.415,0.525,0.0
0.42,0.529,0.0
0.437,0.522,0.0
0.43,0.518,0.0
0.404,0.52,0.0
0.393,0.509,0.0
0.4,0.523,0.0
0.406,0.525,0.0
0.411,0.528,0.0
0.399,0.534,0.0
0.407,0.529,1.0
0.405,0.516,0.0
0.412,0.516,0.0
0.406,0.534,0.0
0.412,0.545,0.0
0.405,0.556,0.0
0.399,0.566,1.0
0.406,0.58,1.0
0.402,0.569,0.0
0.41,0.558,0.0
0.397,0.545,0.0
0.391,0.536,0.0
0.392,0.509,0.0
0.389,0.518,0.0
0.394,0.505,0.0
0.405,0.517,0.0
0.415,0.504,0.0
0.41,0.489,0.0
0.394,0.488,0.0
0.403,0.493,0.0
0.395,0.503,0.0
0.412,0.504,0.0
0.406,0.516,0.0
0.402,0.505,0.0
0.412,0.507,0.0
0.402,0.526,0.0
0.409,0.535,1.0
0.414,0.533,1.0
0.431,0.53,1.0
0.442,0.527,0.0
0.424,0.514,0.0
0.41,0.513,0.0
0.408,0.507,0.0
0.409,0.515,0.0
0.416,0.513,0.0
0.424,0.522,0.0
0.421,0.519,0.0
0.429,0.503,0.0
0.416,0.512,0.0
0.418,0.521,0.0
0.403,0.523,0.0
0.41,0.529,0.0
0.399,0.513,1.0
0.392,0.518,1.0
0.388,0.505,0.0
0.385,0.505,0.0
0.392,0.512,0.0
0.399,0.509,0.0
0.396,0.502,0.0
0.405,0.523,0.0
0.394,0.518,0.0
0.394,0.533,0.0
0.402,0.512,0.0
0.41,0.512,0.0
0.405,0.505,0.0
0.405,0.496,0.0
0.406,0.527,0.0
0.404,0.513,0.0
0.397,0.509,0.0
0.396,0.507,0.0
0.397,0.506,0.0
0.393,0.51,0.0
0.405,0.509,0.0
0.406,0.527,0.0
0.405,0.524,0.0
0.405,0.518,0.0
0.413,0.519,0.0
0.404,0.513,0.0
0.411,0.524,0.0
0.4,0.535,1.0
0.398,0.53,0.0
0.389,0.554,0.0
0.395,0.551,0.0
0.387,0.543,0.0
0.396,0.524,0.0
0.399,0.52,0.0
0.402,0.528,0.0
0.4,0.526,0.0
0.407,0.516,0.0
0.409,0.515,0.0
0.424,0.513,0.0
0.42,0.514,0.0
0.415,0.507,0.0
0.407,0.51,0.0
0.412,0.504,0.0
0.425,0.504,0.0
0.411,0.517,0.0
0.414,0.531,0.0
0.418,0.529,0.0
0.408,0.546,0.0
0.404,0.518,0.0
0.406,0.529,0.0
0.413,0.521,0.0
0.416,0.511,0.0
0.407,0.518,0.0
0.407,0.516,0.0
0.404,0.522,0.0
0.407,0.526,0.0
0.411,0.502,0.0
0.406,0.509,0.0
0.404,0.513,0.0
0.408,0.515,0.0
0.401,0.514,0.0
0.4,0.512,0.0
0.416,0.518,0.0
0.428,0.522,1.0
0.434,0.517,0.0
0.429,0.526,0.0
0.42,0.537,0.0
0.409,0.546,0.0
0.411,0.54,0.0
0.407,0.535,0.0
0.407,0.525,0.0
0.41,0.53,0.0
0.406,0.529,0.0
0.407,0.519,0.0
0.424,0.506,0.0
0.418,0.503,0.0
0.396,0.505,0.0
0.391,0.497,0.0
0.386,0.49,0.0
0.379,0.491,0.0
0.389,0.49,0.0
0.392,0.496,0.0
0.397,0.501,0.0
0.405,0.506,0.0
0.406,0.494,0.0
0.414,0.5,0.0
0.412,0.503,0.0
0.413,0.506,0.0
0.416,0.503,0.0
0.411,0.494,0.0
0.405,0.494,0.0
0.388,0.504,0.0
0.397,0.521,0.0
0.381,0.518,0.0
0.385,0.512,0.0
0.386,0.521,0.0
0.394,0.516,0.0
0.403,0.503,0.0
0.411,0.51,0.0
0.409,0.513,0.0
0.408,0.519,0.0
0.406,0.511,0.0
0.414,0.513,0.0
0.417,0.522,0.0
0.415,0.519,0.0
0.423,0.528,0.0
0.421,0.522,0.0
0.42,0.525,0.0
0.424,0.521,0.0
0.422,0.52,0.0
0.429,0.512,0.0
0.427,0.508,0.0
0.42,0.508,0.0
0.436,0.498,0.0
0.43,0.5,0.0
0.428,0.508,0.0
0.425,0.536,0.0
0.412,0.535,0.0
0.424,0.526,0.0
0.435,0.524,0.0
0.417,0.509,0.0
0.417,0.512,0.0
0.432,0.519,0.0
0.443,0.517,0.0
0.434,0.522,0.0
0.436,0.532,0.0
0.421,0.534,0.0
0.438,0.535,0.0
0.435,0.536,0.0
0.423,0.535,1.0
0.415,0.562,0.0
0.428,0.567,0.0
0.412,0.538,0.0
0.404,0.531,0.0
0.404,0.526,0.0
0.409,0.53,0.0
0.421,0.511,0.0
0.427,0.512,0.0
0.425,0.51,0.0
0.425,0.512,0.0
0.425,0.498,0.0
0.432,0.512,0.0
0.421,0.512,0.0
0.404,0.518,0.0
0.402,0.527,0.0
0.409,0.525,0.0
0.409,0.516,0.0
0.399,0.521,0.0
0.402,0.517,0.0
0.403,0.52,0.0
0.4,0.506,0.0
0.405,0.508,1.0
0.398,0.514,0.0
0.402,0.513,0.0
0.406,0.516,0.0
0.407,0.519,1.0
0.401,0.512,0.0
0.408,0.521,0.0
0.407,0.517,0.0
0.41,0.518,0.0
0.412,0.507,0.0
0.4,0.508,0.0
0.398,0.507,0.0
0.402,0.5,0.0
0.409,0.5,0.0
0.407,0.51,0.0
0.41,0.512,0.0
0.404,0.525,0.0
0.41,0.53,0.0
0.409,0.528,0.0
0.406,0.523,0.0
0.41,0.522,0.0
0.411,0.509,0.0
0.396,0.517,0.0
0.397,0.51,0.0
0.411,0.529,0.0
0.417,0.529,0.0
0.422,0.531,0.0
0.416,0.536,0.0
0.405,0.533,0.0
0.422,0.512,0.0
0.411,0.504,0.0
0.408,0.505,0.0
0.407,0.503,0.0
0.403,0.513,0.0
0.4,0.527,0.0
0.402,0.516,0.0
0.404,0.522,0.0
0.415,0.523,0.0
0.411,0.504,0.0
0.401,0.505,0.0
0.403,0.503,0.0
0.408,0.507,0.0
0.402,0.504,0.0
0.407,0.513,0.0
0.39,0.503,0.0
0.402,0.505,0.0
0.391,0.503,0.0
0.404,0.509,0.0
0.399,0.506,0.0
0.404,0.507,0.0
0.414,0.507,1.0
0.43,0.498,0.0
0.45,0.506,1.0
0.436,0.507,0.0
0.414,0.507,0.0
0.429,0.522,0.0
0.426,0.499,0.0
0.413,0.494,0.0
0.403,0.5,0.0
0.416,0.499,0.0
0.411,0.495,0.0
0.405,0.501,0.0
0.384,0.506,0.0
0.394,0.504,0.0
0.4,0.497,0.0
0.398,0.496,0.0
0.399,0.508,0.0
0.396,0.507,0.0
0.396,0.507,0.0
0.394,0.509,0.0
0.395,0.535,0.0
0.384,0.524,0.0
0.39,0.506,0.0
0.398,0.507,0.0
0.389,0.512,0.0
0.39,0.507,0.0
0.39,0.507,0.0
0.393,0.513,0.0
0.395,0.498,0.0
0.417,0.511,0.0
0.417,0.504,0.0
0.417,0.516,0.0
0.406,0.51,0.0
0.411,0.52,0.0
0.425,0.512,0.0
0.447,0.508,0.0
0.413,0.518,0.0
0.407,0.531,0.0
0.424,0.534,0.0
0.419,0.519,0.0
0.42,0.535,0.0
0.426,0.548,0.0
0.436,0.539,0.0
0.456,0.529,0.0
0.45,0.522,1.0
0.434,0.527,0.0
0.421,0.529,0.0
0.426,0.536,1.0
0.411,0.54,1.0
0.413,0.549,1.0
0.413,0.556,0.0
0.408,0.542,0.0
0.417,0.551,0.0
0.4,0.533,0.0
0.392,0.514,0.0
0.382,0.523,0.0
0.385,0.526,0.0
0.393,0.517,0.0
0.398,0.519,0.0
0.409,0.516,0.0
0.408,0.5,0.0
0.424,0.507,0.0
0.415,0.503,0.0
0.412,0.507,0.0
0.419,0.518,0.0
0.409,0.527,0.0
0.409,0.52,0.0
0.409,0.523,0.0
0.41,0.519,0.0
0.41,0.52,0.0
0.403,0.514,0.0
0.402,0.525,0.0
0.409,0.514,0.0
0.401,0.517,0.0
0.398,0.508,0.0
0.408,0.507,0.0
0.419,0.508,0.0
0.413,0.501,0.0
0.406,0.507,0.0
0.431,0.521,0.0
0.421,0.537,0.0
0.414,0.52,0.0
0.423,0.516,0.0
0.43,0.52,0.0
0.439,0.521,0.0
0.456,0.53,0.0
0.454,0.548,0.0
0.455,0.533,0.0
0.462,0.545,0.0
0.435,0.54,0.0
0.441,0.554,1.0
0.447,0.551,0.0
0.459,0.553,1.0
0.453,0.563,2.0
0.453,0.553,2.0
0.459,0.565,2.0
0.455,0.564,2.0
0.448,0.56,1.0
0.446,0.54,1.0
0.435,0.545,1.0
0.442,0.548,1.0
0.432,0.557,0.0
0.439,0.559,1.0
0.441,0.556,0.0
0.438,0.55,1.0
0.45,0.544,1.0
0.446,0.544,1.0
0.433,0.546,1.0
0.451,0.554,1.0
0.445,0.558,1.0
0.446,0.572,2.0
0.445,0.563,2.0
0.441,0.557,2.0
0.431,0.582,2.0
0.44,0.587,2.0
0.43,0.584,2.0
0.443,0.579,1.0
0.453,0.579,2.0
0.454,0.565,1.0
0.438,0.555,1.0
0.434,0.551,0.0
0.438,0.556,0.0
0.439,0.551,1.0
0.442,0.547,1.0
0.442,0.552,1.0
0.444,0.546,1.0
0.439,0.542,1.0
0.442,0.54,1.0
0.44,0.539,0.0
0.439,0.552,1.0
0.434,0.539,2.0
0.441,0.546,1.0
0.442,0.548,1.0
0.447,0.563,1.0
0.463,0.576,1.0
0.452,0.562,2.0
0.44,0.555,1.0
0.449,0.537,1.0
0.436,0.544,1.0
0.437,0.53,0.0
0.45,0.53,0.0
0.469,0.544,1.0
0.476,0.539,0.0
0.46,0.541,0.0
0.468,0.54,0.0
0.453,0.531,1.0
0.448,0.534,1.0
0.435,0.551,1.0
0.442,0.545,1.0
0.442,0.552,1.0
0.461,0.538,1.0
0.461,0.547,0.0
0.479,0.544,1.0
0.471,0.537,1.0
0.45,0.526,1.0
0.445,0.542,1.0
0.442,0.54,0.0
0.45,0.535,0.0
0.443,0.531,0.0
0.436,0.543,1.0
0.436,0.548,0.0
0.434,0.534,0.0
0.436,0.535,0.0
0.423,0.537,1.0
0.419,0.543,0.0
0.428,0.552,0.0
0.438,0.552,0.0
0.433,0.539,0.0
0.429,0.537,0.0
0.431,0.549,0.0
0.442,0.541,0.0
0.43,0.54,0.0
0.429,0.532,1.0
0.436,0.543,1.0
0.443,0.544,1.0
0.454,0.548,1.0
0.453,0.552,1.0
0.452,0.561,1.0
0.435,0.553,1.0
0.437,0.551,1.0
0.432,0.543,1.0
0.432,0.55,2.0
0.437,0.555,2.0
0.441,0.556,1.0
0.443,0.571,1.0
0.434,0.564,1.0
0.431,0.557,1.0
0.429,0.551,0.0
0.433,0.566,1.0
0.446,0.548,1.0
0.445,0.549,0.0
0.437,0.55,0.0
0.436,0.527,1.0
0.436,0.54,1.0
0.443,0.533,1.0
0.436,0.53,1.0
0.434,0.54,1.0
0.434,0.532,1.0
0.442,0.549,1.0
0.446,0.559,1.0
0.431,0.582,0.0
0.438,0.562,0.0
0.446,0.552,0.0
0.445,0.565,1.0
0.453,0.562,2.0
0.445,0.556,2.0
0.435,0.555,2.0
0.447,0.564,0.0
0.437,0.547,0.0
0.438,0.551,0.0
0.438,0.566,1.0
0.436,0.561,0.0
0.451,0.553,0.0
0.453,0.563,0.0
0.445,0.56,1.0
0.45,0.567,2.0
0.441,0.568,2.0
0.436,0.554,2.0
0.425,0.541,2.0
0.432,0.541,2.0
0.432,0.541,2.0
0.438,0.544,2.0
0.427,0.538,1.0
0.429,0.548,1.0
0.445,0.55,1.0
0.447,0.559,1.0
0.441,0.553,1.0
0.438,0.548,1.0
0.436,0.547,1.0
0.437,0.553,1.0
0.448,0.55,1.0
0.436,0.55,2.0
0.439,0.558,2.0
0.434,0.541,2.0
0.434,0.545,2.0
0.441,0.532,2.0
0.44,0.525,1.0
0.442,0.524,0.0
0.441,0.53,0.0
0.441,0.556,1.0
0.445,0.562,1.0
0.452,0.556,1.0
0.452,0.553,2.0
0.453,0.534,2.0
0.451,0.535,2.0
0.443,0.533,2.0
