group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.314,0.429,0.318
0.321,0.428,0.304
0.31,0.429,0.306
0.301,0.433,0.299
0.297,0.425,0.302
0.299,0.41,0.295
0.3,0.419,0.298
0.301,0.425,0.303
0.298,0.427,0.312
0.302,0.419,0.305
0.306,0.419,0.293
0.294,0.424,0.308
0.306,0.418,0.306
0.298,0.417,0.317
0.305,0.426,0.327
0.304,0.424,0.334
0.303,0.413,0.317
0.302,0.405,0.328
0.305,0.409,0.322
0.305,0.402,0.307
0.321,0.405,0.306
0.309,0.398,0.298
0.299,0.374,0.3
0.304,0.385,0.294
0.311,0.39,0.299
0.316,0.401,0.3
0.32,0.412,0.304
0.318,0.413,0.301
0.317,0.391,0.298
0.308,0.388,0.295
0.301,0.396,0.297
0.31,0.41,0.304
0.304,0.428,0.295
0.314,0.434,0.292
0.327,0.42,0.294
0.318,0.415,0.304
0.31,0.427,0.307
0.316,0.418,0.307
0.308,0.429,0.301
0.321,0.438,0.299
0.316,0.44,0.302
0.304,0.442,0.307
0.316,0.424,0.308
0.32,0.418,0.325
0.327,0.419,0.315
0.325,0.422,0.315
0.325,0.407,0.317
0.32,0.419,0.308
0.322,0.429,0.302
0.303,0.431,0.294
0.314,0.457,0.301
0.313,0.456,0.299
0.304,0.449,0.295
0.311,0.48,0.296
0.31,0.509,0.314
0.312,0.503,0.312
0.305,0.513,0.311
0.3,0.498,0.312
0.31,0.494,0.311
0.31,0.491,0.31
0.312,0.486,0.309
0.305,0.471,0.313
0.306,0.481,0.323
0.303,0.476,0.311
0.323,0.452,0.295
0.322,0.451,0.3
0.307,0.434,0.303
0.32,0.441,0.302
0.322,0.426,0.297
0.32,0.431,0.302
0.336,0.431,0.306
0.342,0.426,0.308
0.33,0.407,0.297
0.328,0.424,0.298
0.334,0.402,0.301
0.343,0.419,0.296
0.336,0.419,0.308
0.328,0.415,0.319
0.344,0.407,0.318
0.33,0.412,0.308
0.333,0.412,0.305
0.336,0.417,0.305
0.325,0.418,0.318
0.323,0.429,0.322
0.328,0.432,0.321
0.334,0.43,0.321
0.325,0.426,0.319
0.328,0.426,0.326
0.324,0.43,0.323
0.328,0.437,0.314
0.317,0.436,0.321
0.322,0.427,0.321
0.341,0.439,0.33
0.34,0.445,0.317
0.323,0.453,0.32
0.346,0.467,0.31
0.347,0.464,0.325
0.345,0.467,0.331
0.339,0.467,0.325
0.351,0.473,0.319
0.342,0.472,0.317
0.332,0.474,0.318
0.324,0.475,0.335
0.323,0.483,0.335
0.325,0.478,0.336
0.326,0.482,0.336
0.338,0.474,0.336
0.342,0.48,0.345
0.349,0.475,0.342
0.359,0.471,0.339
0.365,0.468,0.338
0.359,0.463,0.333
0.362,0.457,0.33
0.357,0.473,0.34
0.364,0.455,0.328
0.361,0.454,0.333
0.346,0.47,0.317
0.336,0.469,0.313
0.328,0.491,0.339
0.326,0.496,0.333
0.333,0.486,0.34
0.336,0.494,0.335
0.338,0.506,0.328
0.346,0.496,0.323
0.348,0.496,0.326
0.336,0.482,0.35
0.328,0.469,0.327
0.335,0.463,0.33
0.342,0.457,0.331
0.338,0.447,0.334
0.327,0.448,0.332
0.331,0.441,0.32
0.327,0.447,0.322
0.33,0.468,0.343
0.331,0.466,0.342
0.328,0.463,0.349
0.334,0.488,0.332
0.337,0.509,0.34
0.341,0.507,0.343
0.356,0.505,0.338
0.354,0.503,0.324
0.364,0.499,0.346
0.353,0.475,0.327
0.37,0.464,0.321
0.362,0.48,0.331
0.357,0.47,0.324
0.358,0.473,0.323
0.349,0.473,0.311
0.335,0.477,0.323
0.325,0.465,0.315
0.333,0.473,0.313
0.319,0.481,0.305
0.327,0.462,0.312
0.333,0.451,0.314
0.333,0.44,0.313
0.32,0.45,0.31
0.325,0.46,0.32
0.318,0.467,0.319
0.32,0.472,0.321
0.322,0.479,0.326
0.325,0.476,0.325
0.319,0.466,0.321
0.331,0.476,0.325
0.331,0.471,0.324
0.333,0.461,0.334
0.341,0.463,0.333
0.335,0.44,0.335
0.332,0.437,0.333
0.338,0.435,0.33
0.345,0.434,0.338
0.35,0.431,0.334
0.344,0.44,0.332
0.34,0.449,0.342
0.325,0.451,0.336
0.321,0.452,0.331
0.331,0.469,0.322
0.333,0.474,0.315
0.342,0.467,0.311
0.35,0.444,0.316
0.351,0.444,0.319
0.359,0.441,0.329
0.352,0.444,0.33
0.354,0.438,0.341
0.333,0.431,0.328
0.34,0.436,0.324
0.328,0.42,0.32
0.34,0.413,0.324
0.34,0.423,0.333
0.338,0.432,0.328
0.344,0.442,0.318
0.342,0.471,0.322
0.323,0.454,0.32
0.314,0.432,0.317
0.304,0.439,0.314
0.314,0.447,0.312
0.314,0.449,0.319
0.313,0.459,0.323
0.315,0.468,0.333
0.316,0.473,0.321
0.322,0.455,0.313
0.329,0.443,0.326
0.338,0.445,0.334
0.333,0.466,0.339
0.331,0.473,0.357
0.341,0.483,0.355
0.336,0.479,0.351
0.339,0.482,0.342
0.331,0.482,0.347
0.326,0.485,0.342
0.337,0.501,0.325
0.341,0.509,0.319
0.331,0.513,0.32
0.336,0.503,0.321
0.337,0.495,0.317
0.343,0.471,0.322
0.354,0.477,0.315
0.368,0.462,0.309
0.355,0.469,0.313
0.349,0.454,0.309
0.338,0.453,0.319
0.347,0.442,0.33
0.346,0.42,0.32
0.347,0.447,0.32
0.345,0.44,0.312
0.335,0.457,0.323
0.336,0.468,0.324
0.334,0.468,0.31
0.323,0.489,0.314
0.351,0.486,0.315
0.351,0.478,0.317
0.341,0.485,0.322
0.338,0.496,0.318
0.355,0.476,0.319
0.353,0.473,0.309
0.358,0.456,0.314
0.366,0.451,0.312
0.344,0.456,0.325
0.337,0.439,0.316
0.337,0.448,0.31
0.342,0.457,0.314
0.337,0.447,0.313
0.345,0.437,0.316
0.342,0.429,0.328
0.339,0.433,0.322
0.336,0.437,0.327
0.336,0.431,0.324
0.338,0.429,0.326
0.333,0.443,0.319
0.331,0.443,0.321
0.341,0.438,0.332
0.344,0.449,0.324
0.324,0.447,0.331
0.326,0.447,0.339
0.328,0.447,0.329
0.314,0.453,0.328
0.32,0.457,0.327
0.333,0.461,0.319
0.331,0.445,0.306
0.334,0.448,0.309
0.329,0.453,0.319
0.325,0.447,0.319
0.331,0.447,0.314
0.336,0.444,0.32
0.336,0.44,0.314
0.337,0.44,0.333
0.333,0.449,0.32
0.34,0.426,0.332
0.341,0.44,0.313
0.351,0.441,0.315
0.363,0.46,0.317
0.38,0.464,0.324
0.382,0.474,0.32
0.372,0.458,0.323
0.359,0.461,0.317
0.368,0.456,0.319
0.37,0.463,0.315
0.363,0.469,0.32
0.341,0.47,0.321
0.341,0.483,0.329
0.35,0.477,0.325
0.352,0.471,0.322
0.345,0.468,0.343
0.353,0.455,0.347
0.348,0.447,0.334
0.347,0.443,0.333
0.36,0.433,0.329
0.363,0.442,0.326
0.359,0.446,0.329
0.36,0.445,0.325
0.352,0.437,0.32
0.351,0.454,0.315
0.351,0.452,0.318
0.347,0.439,0.315
0.35,0.44,0.316
0.338,0.45,0.315
0.336,0.457,0.322
0.334,0.456,0.333
0.329,0.461,0.334
0.323,0.472,0.335
0.322,0.477,0.345
0.327,0.505,0.352
0.326,0.494,0.325
0.345,0.478,0.325
0.325,0.483,0.326
0.338,0.484,0.314
0.337,0.475,0.315
0.327,0.48,0.314
0.32,0.476,0.309
0.319,0.466,0.306
0.316,0.446,0.319
0.32,0.44,0.314
0.32,0.434,0.309
0.317,0.434,0.335
0.329,0.427,0.338
0.33,0.427,0.343
0.332,0.421,0.343
0.332,0.415,0.341
0.336,0.414,0.328
0.35,0.419,0.347
0.354,0.433,0.346
0.348,0.452,0.348
0.337,0.442,0.338
0.326,0.447,0.323
0.328,0.453,0.329
0.327,0.451,0.32
0.34,0.438,0.314
0.33,0.434,0.307
0.343,0.439,0.304
0.329,0.443,0.309
0.337,0.444,0.319
0.348,0.432,0.32
0.341,0.444,0.321
0.332,0.436,0.334
0.331,0.438,0.325
0.328,0.449,0.319
0.341,0.444,0.331
0.331,0.442,0.329
0.325,0.443,0.327
0.323,0.437,0.34
0.33,0.436,0.34
0.324,0.435,0.338
0.328,0.427,0.319
0.333,0.434,0.325
0.326,0.445,0.337
0.331,0.44,0.345
0.331,0.445,0.347
0.333,0.45,0.359
0.333,0.466,0.359
0.335,0.487,0.342
0.326,0.498,0.336
0.33,0.476,0.329
0.336,0.483,0.325
0.34,0.493,0.327
0.331,0.519,0.335
0.339,0.521,0.336
0.339,0.525,0.336
0.334,0.513,0.334
0.338,0.531,0.321
0.332,0.521,0.318
0.345,0.526,0.315
0.348,0.526,0.323
0.351,0.53,0.318
0.344,0.518,0.319
0.337,0.502,0.316
0.339,0.494,0.31
0.336,0.49,0.312
0.334,0.481,0.317
0.335,0.482,0.318
0.351,0.461,0.315
0.342,0.457,0.326
0.352,0.456,0.33
0.35,0.448,0.348
0.341,0.45,0.364
0.346,0.439,0.353
0.358,0.439,0.351
0.338,0.443,0.342
0.333,0.452,0.323
0.329,0.451,0.321
0.328,0.458,0.315
0.332,0.45,0.323
0.336,0.442,0.317
0.339,0.438,0.309
0.349,0.44,0.309
0.347,0.451,0.319
0.343,0.453,0.328
0.345,0.456,0.319
0.342,0.461,0.322
0.337,0.463,0.33
0.341,0.447,0.331
0.332,0.448,0.331
0.335,0.444,0.327
0.341,0.459,0.325
0.337,0.457,0.333
0.341,0.469,0.333
0.345,0.469,0.343
0.336,0.455,0.325
0.342,0.459,0.329
0.343,0.449,0.32
0.343,0.444,0.331
0.344,0.435,0.335
0.339,0.448,0.343
0.367,0.449,0.337
0.351,0.436,0.34
0.355,0.429,0.333
0.341,0.426,0.342
0.342,0.425,0.348
0.351,0.417,0.332
0.356,0.436,0.311
0.351,0.443,0.312
0.347,0.446,0.312
0.341,0.434,0.323
0.347,0.432,0.327
0.341,0.441,0.329
0.33,0.428,0.337
0.341,0.43,0.342
0.342,0.456,0.33
0.34,0.469,0.337
0.348,0.458,0.337
0.331,0.478,0.327
0.343,0.494,0.335
0.348,0.496,0.349
0.349,0.488,0.33
0.348,0.476,0.33
0.355,0.478,0.339
0.35,0.488,0.319
0.347,0.48,0.322
0.354,0.478,0.334
0.338,0.46,0.315
0.334,0.443,0.315
0.323,0.439,0.313
0.322,0.443,0.319
0.332,0.436,0.314
0.33,0.445,0.317
0.33,0.433,0.321
0.34,0.418,0.323
0.342,0.44,0.328
0.343,0.453,0.337
0.343,0.441,0.335
0.345,0.447,0.342
0.343,0.456,0.347
0.359,0.459,0.341
0.362,0.474,0.35
0.36,0.482,0.351
0.366,0.491,0.348
0.377,0.482,0.351
0.365,0.476,0.348
0.372,0.475,0.346
0.372,0.481,0.36
0.369,0.474,0.357
0.369,0.473,0.362
0.364,0.477,0.363
0.367,0.476,0.369
0.379,0.466,0.366
0.372,0.459,0.349
0.37,0.458,0.36
0.362,0.452,0.359
0.353,0.443,0.348
0.358,0.441,0.347
0.351,0.443,0.36
0.347,0.447,0.352
0.352,0.469,0.341
0.354,0.48,0.349
0.347,0.488,0.348
0.366,0.488,0.367
0.376,0.489,0.388
0.396,0.497,0.397
0.402,0.53,0.405
0.412,0.538,0.425
0.421,0.553,0.449
0.427,0.562,0.473
0.453,0.578,0.483
0.446,0.588,0.475
0.442,0.585,0.462
0.434,0.585,0.445
0.436,0.579,0.437
0.41,0.586,0.412
0.406,0.552,0.4
0.391,0.555,0.418
0.399,0.55,0.415
0.413,0.545,0.404
0.411,0.528,0.424
0.405,0.511,0.447
0.413,0.532,0.458
0.424,0.527,0.464
0.418,0.522,0.454
0.404,0.491,0.45
0.4,0.505,0.438
0.396,0.508,0.434
0.395,0.511,0.408
0.375,0.494,0.391
0.364,0.486,0.36
0.369,0.494,0.37
0.349,0.492,0.367
0.364,0.478,0.346
0.383,0.478,0.352
0.36,0.487,0.353
0.363,0.495,0.358
0.351,0.486,0.355
0.346,0.478,0.349
0.369,0.481,0.345
0.365,0.503,0.356
0.388,0.529,0.388
0.393,0.543,0.426
0.419,0.57,0.446
0.419,0.6,0.46
0.417,0.59,0.462
0.429,0.639,0.497
0.456,0.661,0.514
0.454,0.669,0.514
0.456,0.681,0.536
0.439,0.665,0.523
0.431,0.632,0.504
0.419,0.612,0.465
0.405,0.589,0.431
0.377,0.552,0.41
0.375,0.549,0.389
0.363,0.504,0.373
0.346,0.451,0.348
0.351,0.455,0.351
0.379,0.482,0.383
0.384,0.485,0.412
0.407,0.47,0.438
0.415,0.484,0.461
0.421,0.494,0.476
0.416,0.477,0.466
0.449,0.499,0.493
0.442,0.493,0.538
0.472,0.509,0.559
0.452,0.51,0.55
0.434,0.508,0.534
0.419,0.505,0.502
0.407,0.518,0.47
0.399,0.504,0.438
0.383,0.49,0.414
0.381,0.483,0.415
0.376,0.494,0.409
0.368,0.468,0.384
0.35,0.459,0.335
0.35,0.452,0.341
0.343,0.456,0.342
0.345,0.453,0.338
0.344,0.454,0.337
0.335,0.452,0.331
0.343,0.457,0.33
0.34,0.458,0.328
0.345,0.449,0.328
0.341,0.452,0.332
0.346,0.453,0.333
0.353,0.472,0.326
0.353,0.461,0.321
0.338,0.464,0.329
0.337,0.451,0.349
0.349,0.447,0.338
0.346,0.458,0.329
0.333,0.453,0.326
0.338,0.455,0.325
0.349,0.472,0.322
0.354,0.495,0.335
0.363,0.502,0.385
0.379,0.509,0.408
0.393,0.523,0.413
0.383,0.537,0.439
0.396,0.539,0.452
0.399,0.54,0.452
0.422,0.559,0.469
0.437,0.559,0.494
0.451,0.574,0.52
0.453,0.565,0.523
0.452,0.569,0.517
0.438,0.561,0.503
0.431,0.543,0.476
0.426,0.541,0.463
0.412,0.526,0.469
0.412,0.532,0.434
0.404,0.512,0.408
0.391,0.516,0.4
0.384,0.514,0.394
0.361,0.502,0.359
0.337,0.496,0.344
0.339,0.494,0.337
0.338,0.492,0.342
0.328,0.499,0.349
0.332,0.492,0.342
0.33,0.485,0.33
0.326,0.484,0.335
0.32,0.472,0.34
0.324,0.466,0.338
0.332,0.465,0.346
0.339,0.451,0.336
0.34,0.449,0.34
0.344,0.443,0.335
0.347,0.45,0.321
0.342,0.446,0.327
0.362,0.442,0.329
0.361,0.45,0.329
0.364,0.455,0.337
0.354,0.473,0.336
0.348,0.469,0.328
0.338,0.466,0.334
0.342,0.473,0.333
0.345,0.488,0.333
0.349,0.485,0.345
0.358,0.501,0.365
0.372,0.488,0.397
0.369,0.497,0.416
0.367,0.48,0.423
0.376,0.483,0.423
0.365,0.477,0.414
0.387,0.466,0.409
0.414,0.473,0.41
0.386,0.469,0.41
0.365,0.468,0.394
0.349,0.465,0.376
0.348,0.465,0.38
0.339,0.436,0.342
0.324,0.422,0.342
0.34,0.424,0.331
0.352,0.439,0.327
0.358,0.443,0.32
0.368,0.438,0.343
0.359,0.45,0.339
0.363,0.442,0.327
0.356,0.461,0.334
0.345,0.465,0.343
0.352,0.461,0.345
0.342,0.468,0.337
0.338,0.465,0.332
0.335,0.466,0.324
0.345,0.456,0.321
0.343,0.459,0.318
0.345,0.466,0.324
0.341,0.462,0.314
0.342,0.445,0.322
0.337,0.451,0.309
0.332,0.454,0.312
0.331,0.45,0.321
0.343,0.443,0.332
0.342,0.451,0.326
0.346,0.457,0.326
0.342,0.444,0.318
0.354,0.434,0.33
0.348,0.438,0.335
0.352,0.432,0.331
0.345,0.429,0.319
0.344,0.438,0.318
0.339,0.435,0.322
0.329,0.443,0.326
0.321,0.431,0.321
0.316,0.437,0.334
0.309,0.444,0.327
0.332,0.458,0.338
0.333,0.449,0.322
0.33,0.444,0.329
0.327,0.442,0.323
0.332,0.446,0.314
0.323,0.445,0.308
0.331,0.445,0.31
0.329,0.469,0.319
0.327,0.459,0.327
0.326,0.447,0.333
0.336,0.445,0.344
0.345,0.447,0.341
0.339,0.451,0.333
0.339,0.449,0.331
0.36,0.444,0.326
0.345,0.441,0.334
0.341,0.447,0.331
0.349,0.434,0.338
0.339,0.443,0.33
0.339,0.435,0.333
0.334,0.431,0.333
0.335,0.44,0.331
0.33,0.43,0.336
0.334,0.422,0.33
0.331,0.413,0.33
0.33,0.415,0.327
0.334,0.422,0.337
0.341,0.416,0.34
0.339,0.418,0.335
0.343,0.416,0.323
0.336,0.414,0.322
0.337,0.407,0.318
0.337,0.41,0.331
0.338,0.414,0.335
0.338,0.419,0.335
0.334,0.412,0.339
0.334,0.419,0.327
0.339,0.412,0.321
0.328,0.414,0.324
0.322,0.412,0.328
0.326,0.42,0.314
0.331,0.424,0.318
0.326,0.449,0.324
0.32,0.454,0.324
0.332,0.457,0.335
0.322,0.46,0.319
0.324,0.461,0.326
0.336,0.465,0.335
0.335,0.463,0.333
0.337,0.456,0.333
0.334,0.451,0.338
0.324,0.458,0.336
0.321,0.451,0.33
0.323,0.463,0.326
0.321,0.459,0.316
0.327,0.438,0.314
0.325,0.425,0.306
0.322,0.437,0.311
0.322,0.445,0.299
0.319,0.461,0.307
0.318,0.47,0.304
0.311,0.464,0.309
0.311,0.456,0.316
0.3,0.457,0.333
0.303,0.477,0.339
0.305,0.482,0.336
0.305,0.484,0.339
0.307,0.485,0.34
0.31,0.475,0.325
0.311,0.459,0.319
0.322,0.462,0.322
0.332,0.46,0.321
0.333,0.461,0.329
0.331,0.463,0.324
0.334,0.449,0.317
0.349,0.455,0.315
0.333,0.45,0.314
0.332,0.462,0.316
0.332,0.46,0.325
0.326,0.469,0.326
0.329,0.463,0.328
0.324,0.468,0.324
0.319,0.481,0.322
0.329,0.477,0.325
0.333,0.475,0.308
0.34,0.468,0.318
0.341,0.457,0.319
0.332,0.48,0.332
0.338,0.481,0.338
0.344,0.466,0.338
0.329,0.465,0.334
0.342,0.451,0.328
0.347,0.452,0.342
0.347,0.444,0.338
0.343,0.442,0.348
0.33,0.439,0.341
0.322,0.444,0.341
0.32,0.435,0.341
0.318,0.448,0.332
0.324,0.436,0.333
0.332,0.434,0.33
0.32,0.429,0.328
0.333,0.43,0.338
0.321,0.424,0.352
0.322,0.433,0.358
0.313,0.45,0.351
0.315,0.452,0.348
0.32,0.447,0.334
0.319,0.432,0.339
0.331,0.429,0.315
0.324,0.435,0.321
0.32,0.439,0.318
0.323,0.426,0.326
0.343,0.427,0.324
0.34,0.423,0.325
0.328,0.423,0.312
0.315,0.41,0.306
0.32,0.412,0.31
0.316,0.41,0.306
0.306,0.441,0.303
0.31,0.445,0.301
0.301,0.444,0.31
0.302,0.439,0.299
0.305,0.464,0.297
0.305,0.46,0.303
0.309,0.467,0.308
0.316,0.476,0.29
0.322,0.468,0.291
0.312,0.47,0.295
0.303,0.458,0.296
0.305,0.453,0.298
0.315,0.452,0.302
0.313,0.452,0.297
0.318,0.435,0.299
0.312,0.436,0.3
0.309,0.436,0.312
0.309,0.419,0.314
0.301,0.433,0.318
0.308,0.432,0.322
0.31,0.42,0.317
0.302,0.413,0.301
0.298,0.423,0.297
0.297,0.43,0.291
0.302,0.436,0.291
0.305,0.421,0.298
0.309,0.433,0.297
0.314,0.438,0.305
0.309,0.422,0.303
0.315,0.418,0.295
0.305,0.411,0.308
0.295,0.419,0.307
