group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.273,0.413,0.281
0.273,0.418,0.272
0.276,0.439,0.281
0.281,0.436,0.287
0.278,0.441,0.282
0.285,0.446,0.294
0.293,0.456,0.301
0.286,0.46,0.285
0.293,0.457,0.29
0.299,0.462,0.297
0.283,0.453,0.282
0.289,0.448,0.278
0.288,0.435,0.275
0.294,0.434,0.269
0.287,0.433,0.271
0.285,0.428,0.283
0.282,0.429,0.28
0.289,0.43,0.28
0.29,0.428,0.272
0.277,0.433,0.273
0.286,0.431,0.272
0.288,0.444,0.28
0.291,0.446,0.274
0.298,0.446,0.282
0.292,0.454,0.275
0.288,0.463,0.277
0.283,0.473,0.273
0.282,0.461,0.268
0.287,0.462,0.273
0.294,0.453,0.281
0.291,0.457,0.274
0.291,0.448,0.275
0.303,0.445,0.276
0.297,0.433,0.294
0.289,0.42,0.293
0.293,0.419,0.285
0.3,0.409,0.298
0.302,0.411,0.296
0.305,0.411,0.303
0.305,0.413,0.303
0.301,0.409,0.31
0.277,0.405,0.301
0.281,0.405,0.291
0.284,0.413,0.273
0.281,0.408,0.269
0.282,0.41,0.27
0.285,0.411,0.275
0.295,0.407,0.269
0.285,0.404,0.264
0.282,0.399,0.265
0.288,0.4,0.267
0.284,0.42,0.271
0.28,0.411,0.265
0.283,0.413,0.254
0.272,0.417,0.259
0.28,0.416,0.263
0.277,0.411,0.28
0.281,0.411,0.275
0.293,0.429,0.273
0.294,0.429,0.274
0.289,0.43,0.28
0.294,0.428,0.278
0.29,0.42,0.266
0.315,0.409,0.267
0.303,0.414,0.265
0.3,0.419,0.257
0.31,0.428,0.269
0.313,0.432,0.263
0.301,0.425,0.257
0.308,0.425,0.261
0.31,0.419,0.263
0.3,0.412,0.275
0.289,0.418,0.271
0.293,0.431,0.271
0.28,0.426,0.27
0.286,0.428,0.266
0.303,0.427,0.266
0.298,0.425,0.271
0.31,0.419,0.282
0.305,0.43,0.275
0.296,0.448,0.283
0.29,0.46,0.28
0.291,0.459,0.276
0.279,0.445,0.27
0.28,0.435,0.272
0.283,0.437,0.267
0.272,0.443,0.267
0.269,0.446,0.266
0.283,0.457,0.269
0.282,0.449,0.27
0.279,0.448,0.272
0.289,0.448,0.28
0.301,0.464,0.274
0.307,0.482,0.273
0.3,0.485,0.278
0.297,0.477,0.277
0.301,0.485,0.3
0.294,0.489,0.292
0.294,0.481,0.284
0.302,0.472,0.276
0.303,0.474,0.298
0.307,0.477,0.289
0.302,0.472,0.287
0.313,0.452,0.294
0.318,0.452,0.278
0.318,0.473,0.28
0.325,0.484,0.278
0.308,0.493,0.285
0.309,0.488,0.276
0.31,0.509,0.278
0.3,0.507,0.269
0.295,0.487,0.272
0.3,0.473,0.272
0.309,0.475,0.27
0.306,0.471,0.267
0.283,0.472,0.267
0.283,0.455,0.281
0.279,0.442,0.281
0.271,0.435,0.273
0.271,0.414,0.282
0.273,0.428,0.27
0.267,0.428,0.267
0.268,0.435,0.272
0.266,0.428,0.274
0.263,0.435,0.287
0.261,0.441,0.28
0.277,0.443,0.277
0.272,0.438,0.274
0.273,0.43,0.276
0.273,0.432,0.276
0.277,0.423,0.28
0.273,0.435,0.268
0.274,0.451,0.269
0.276,0.452,0.263
0.274,0.455,0.265
0.278,0.446,0.26
0.273,0.441,0.263
0.284,0.459,0.256
0.283,0.476,0.262
0.282,0.477,0.267
0.291,0.466,0.272
0.301,0.471,0.27
0.283,0.458,0.273
0.288,0.445,0.275
0.284,0.446,0.277
0.282,0.442,0.271
0.287,0.44,0.272
0.277,0.435,0.271
0.277,0.418,0.272
0.281,0.423,0.275
0.276,0.426,0.279
0.291,0.409,0.276
0.292,0.402,0.276
0.29,0.402,0.279
0.29,0.412,0.277
0.286,0.4,0.273
0.286,0.389,0.276
0.288,0.386,0.275
0.29,0.391,0.259
0.288,0.374,0.272
0.293,0.382,0.279
0.289,0.377,0.277
0.293,0.382,0.288
0.288,0.388,0.276
0.292,0.405,0.27
0.289,0.409,0.26
0.285,0.423,0.263
0.284,0.436,0.261
0.298,0.428,0.265
0.296,0.431,0.26
0.283,0.438,0.262
0.296,0.433,0.257
0.287,0.437,0.264
0.276,0.428,0.261
0.278,0.403,0.277
0.288,0.402,0.275
0.3,0.413,0.277
0.296,0.413,0.272
0.292,0.426,0.296
0.28,0.434,0.294
0.277,0.428,0.294
0.279,0.428,0.275
0.276,0.435,0.279
0.269,0.426,0.283
0.272,0.425,0.272
0.279,0.445,0.28
0.28,0.456,0.29
0.28,0.443,0.301
0.284,0.437,0.298
0.29,0.448,0.32
0.284,0.443,0.323
0.287,0.44,0.328
0.289,0.447,0.295
0.29,0.468,0.286
0.295,0.463,0.282
0.28,0.453,0.284
0.29,0.429,0.276
0.283,0.447,0.276
0.278,0.464,0.28
0.278,0.446,0.287
0.279,0.461,0.294
0.278,0.472,0.274
0.269,0.455,0.264
0.275,0.451,0.26
0.274,0.468,0.281
0.272,0.468,0.279
0.272,0.477,0.277
0.28,0.471,0.278
0.281,0.448,0.265
0.275,0.463,0.271
0.28,0.474,0.28
0.278,0.462,0.28
0.278,0.456,0.27
0.269,0.464,0.274
0.275,0.449,0.272
0.277,0.432,0.263
0.277,0.428,0.259
0.277,0.417,0.261
0.285,0.412,0.258
0.285,0.406,0.263
0.283,0.395,0.261
0.294,0.407,0.267
0.294,0.411,0.268
0.308,0.395,0.263
0.31,0.401,0.258
0.307,0.404,0.257
0.303,0.417,0.26
0.296,0.423,0.264
0.285,0.426,0.266
0.309,0.421,0.263
0.311,0.417,0.265
0.285,0.402,0.259
0.279,0.405,0.259
0.273,0.42,0.268
0.277,0.43,0.274
0.269,0.432,0.277
0.275,0.429,0.287
0.272,0.418,0.288
0.279,0.418,0.285
0.284,0.438,0.282
0.277,0.438,0.284
0.28,0.445,0.286
0.274,0.452,0.292
0.281,0.446,0.281
0.285,0.445,0.277
0.281,0.444,0.282
0.284,0.449,0.266
0.284,0.442,0.268
0.279,0.45,0.268
0.283,0.438,0.274
0.281,0.426,0.271
0.285,0.439,0.26
0.277,0.419,0.259
0.283,0.405,0.261
0.276,0.409,0.267
0.273,0.405,0.285
0.272,0.419,0.278
0.28,0.419,0.284
0.264,0.417,0.295
0.265,0.414,0.294
0.28,0.419,0.305
0.28,0.418,0.305
0.281,0.403,0.301
0.281,0.428,0.316
0.279,0.423,0.304
0.285,0.418,0.307
0.289,0.409,0.313
0.298,0.395,0.289
0.301,0.393,0.274
0.299,0.386,0.264
0.293,0.392,0.265
0.307,0.391,0.273
0.306,0.386,0.279
0.309,0.372,0.284
0.299,0.379,0.278
0.286,0.388,0.275
0.287,0.389,0.265
0.292,0.402,0.262
0.29,0.405,0.271
0.278,0.414,0.292
0.281,0.411,0.287
0.283,0.422,0.279
0.288,0.418,0.273
0.286,0.423,0.28
0.293,0.432,0.28
0.298,0.426,0.291
0.296,0.427,0.291
0.291,0.421,0.278
0.314,0.431,0.272
0.308,0.43,0.271
0.299,0.424,0.263
0.307,0.413,0.266
0.299,0.409,0.274
0.303,0.409,0.269
0.299,0.412,0.269
0.286,0.41,0.267
0.292,0.41,0.267
0.293,0.424,0.262
0.286,0.419,0.263
0.292,0.425,0.274
0.285,0.436,0.277
0.291,0.439,0.279
0.293,0.442,0.275
0.292,0.44,0.271
0.289,0.457,0.281
0.278,0.455,0.28
0.278,0.458,0.282
0.275,0.445,0.284
0.273,0.441,0.286
0.266,0.451,0.281
0.274,0.437,0.263
0.273,0.427,0.256
0.279,0.425,0.252
0.265,0.447,0.255
0.272,0.431,0.257
0.278,0.427,0.252
0.27,0.426,0.253
0.27,0.413,0.263
0.269,0.42,0.269
0.272,0.404,0.265
0.281,0.407,0.273
0.274,0.417,0.283
0.299,0.424,0.274
0.294,0.417,0.27
0.292,0.398,0.273
0.277,0.414,0.275
0.3,0.42,0.287
0.296,0.423,0.277
0.3,0.443,0.281
0.306,0.45,0.283
0.288,0.463,0.281
0.289,0.466,0.284
0.287,0.469,0.291
0.285,0.474,0.276
0.289,0.479,0.277
0.286,0.471,0.285
0.288,0.467,0.276
0.287,0.489,0.275
0.276,0.483,0.281
0.28,0.49,0.267
0.28,0.473,0.265
0.287,0.47,0.276
0.29,0.468,0.275
0.288,0.465,0.273
0.281,0.45,0.277
0.286,0.447,0.274
0.292,0.458,0.267
0.281,0.451,0.262
0.295,0.432,0.27
0.289,0.411,0.274
0.285,0.413,0.276
0.284,0.415,0.282
0.283,0.422,0.265
0.293,0.43,0.265
0.287,0.429,0.265
0.302,0.423,0.268
0.305,0.427,0.28
0.3,0.418,0.27
0.322,0.421,0.284
0.317,0.421,0.271
0.317,0.42,0.276
0.3,0.412,0.263
0.284,0.402,0.264
0.285,0.409,0.271
0.284,0.425,0.266
0.277,0.426,0.279
0.275,0.416,0.281
0.283,0.419,0.282
0.284,0.416,0.292
0.279,0.429,0.293
0.282,0.42,0.285
0.282,0.425,0.28
0.285,0.43,0.285
0.281,0.425,0.284
0.284,0.427,0.285
0.28,0.434,0.281
0.288,0.444,0.274
0.271,0.444,0.279
0.269,0.439,0.275
0.275,0.435,0.279
0.27,0.454,0.257
0.277,0.449,0.258
0.272,0.444,0.259
0.276,0.46,0.26
0.27,0.463,0.265
0.277,0.44,0.278
0.273,0.439,0.282
0.265,0.434,0.287
0.28,0.446,0.28
0.285,0.452,0.285
0.296,0.438,0.279
0.301,0.438,0.272
0.302,0.443,0.275
0.3,0.437,0.26
0.297,0.422,0.275
0.28,0.434,0.27
0.275,0.43,0.271
0.283,0.429,0.276
0.284,0.439,0.271
0.288,0.428,0.262
0.296,0.425,0.268
0.293,0.412,0.268
0.29,0.427,0.259
0.293,0.418,0.258
0.288,0.413,0.264
0.29,0.391,0.267
0.289,0.404,0.268
0.276,0.43,0.262
0.274,0.436,0.266
0.283,0.443,0.262
0.274,0.449,0.259
0.278,0.456,0.262
0.273,0.452,0.277
0.275,0.445,0.271
0.279,0.451,0.27
0.287,0.465,0.267
0.288,0.463,0.268
0.287,0.457,0.266
0.298,0.425,0.262
0.289,0.421,0.269
0.303,0.416,0.264
0.3,0.413,0.264
0.301,0.42,0.261
0.292,0.413,0.268
0.296,0.406,0.276
0.293,0.424,0.285
0.3,0.421,0.282
0.295,0.418,0.297
0.295,0.443,0.294
0.3,0.428,0.301
0.29,0.443,0.297
0.289,0.453,0.284
0.295,0.45,0.284
0.292,0.454,0.276
0.288,0.458,0.272
0.293,0.459,0.272
0.298,0.459,0.265
0.294,0.475,0.26
0.294,0.453,0.274
0.28,0.456,0.274
0.271,0.456,0.259
0.272,0.446,0.274
0.27,0.432,0.29
0.281,0.431,0.286
0.275,0.441,0.29
0.277,0.447,0.275
0.284,0.428,0.28
0.288,0.418,0.277
0.285,0.43,0.287
0.28,0.455,0.289
0.282,0.452,0.272
0.3,0.452,0.293
0.268,0.462,0.266
0.273,0.471,0.264
0.276,0.462,0.264
0.286,0.455,0.261
0.295,0.456,0.26
0.285,0.451,0.263
0.276,0.458,0.254
0.286,0.439,0.265
0.278,0.437,0.256
0.284,0.434,0.26
0.278,0.42,0.261
0.292,0.408,0.27
0.293,0.394,0.274
0.295,0.4,0.276
0.294,0.405,0.277
0.298,0.403,0.286
0.284,0.392,0.272
0.282,0.382,0.276
0.281,0.381,0.274
0.279,0.384,0.277
0.285,0.385,0.279
0.286,0.394,0.275
0.288,0.392,0.273
0.296,0.4,0.274
0.296,0.403,0.289
0.289,0.406,0.271
0.3,0.404,0.282
0.295,0.414,0.278
0.296,0.426,0.273
0.312,0.427,0.27
0.3,0.441,0.266
0.286,0.433,0.271
0.292,0.434,0.271
0.294,0.443,0.288
0.288,0.424,0.289
0.293,0.433,0.283
0.291,0.453,0.274
0.297,0.44,0.275
0.291,0.441,0.272
0.285,0.431,0.283
0.285,0.421,0.28
0.292,0.412,0.266
0.285,0.416,0.271
0.292,0.412,0.267
0.299,0.417,0.264
0.284,0.416,0.274
0.284,0.405,0.28
0.275,0.421,0.27
0.276,0.415,0.271
0.288,0.413,0.263
0.282,0.415,0.265
0.284,0.425,0.273
0.281,0.439,0.265
0.275,0.439,0.264
0.279,0.436,0.273
0.288,0.433,0.272
0.282,0.443,0.273
0.282,0.429,0.272
0.281,0.428,0.275
0.278,0.437,0.287
0.282,0.433,0.275
0.284,0.439,0.266
0.278,0.431,0.268
0.274,0.429,0.273
0.265,0.433,0.276
0.276,0.429,0.27
0.273,0.415,0.268
0.272,0.432,0.271
0.278,0.434,0.282
0.281,0.429,0.279
0.295,0.424,0.28
0.303,0.421,0.271
0.321,0.429,0.269
0.322,0.421,0.28
0.321,0.419,0.274
0.327,0.414,0.272
0.321,0.413,0.277
0.312,0.407,0.295
0.303,0.416,0.297
0.315,0.418,0.297
0.321,0.436,0.296
0.325,0.434,0.304
0.322,0.426,0.295
0.317,0.444,0.305
0.306,0.446,0.301
0.318,0.451,0.297
0.309,0.45,0.309
0.304,0.439,0.302
0.298,0.45,0.302
0.298,0.451,0.299
0.309,0.458,0.29
0.322,0.442,0.292
0.32,0.449,0.3
0.31,0.44,0.301
0.301,0.45,0.301
0.297,0.45,0.31
0.295,0.454,0.299
0.305,0.462,0.287
0.304,0.467,0.291
0.32,0.471,0.288
0.326,0.448,0.319
0.319,0.442,0.323
0.313,0.447,0.325
0.318,0.434,0.318
0.32,0.413,0.297
0.319,0.418,0.298
0.306,0.419,0.295
0.303,0.426,0.295
0.306,0.446,0.302
0.308,0.431,0.292
0.31,0.433,0.3
0.312,0.434,0.295
0.308,0.436,0.288
0.309,0.45,0.292
0.313,0.452,0.295
0.314,0.445,0.294
0.312,0.451,0.296
0.305,0.446,0.292
0.308,0.426,0.295
0.303,0.426,0.29
0.301,0.428,0.293
0.308,0.429,0.304
0.296,0.419,0.301
0.288,0.408,0.295
0.288,0.398,0.3
0.297,0.403,0.286
0.294,0.399,0.282
0.288,0.4,0.283
0.297,0.405,0.287
0.295,0.409,0.283
0.296,0.398,0.285
0.318,0.401,0.289
0.323,0.414,0.289
0.328,0.428,0.292
0.349,0.441,0.287
0.354,0.437,0.287
0.354,0.44,0.294
0.35,0.441,0.281
0.354,0.432,0.286
0.35,0.428,0.289
0.361,0.438,0.286
0.311,0.445,0.282
0.305,0.445,0.281
0.306,0.438,0.282
0.301,0.443,0.277
0.296,0.455,0.283
0.295,0.461,0.288
0.308,0.451,0.28
0.306,0.451,0.281
0.306,0.456,0.279
0.301,0.468,0.279
0.297,0.459,0.294
0.304,0.464,0.289
0.302,0.46,0.298
0.302,0.455,0.299
0.302,0.443,0.285
0.316,0.451,0.296
0.306,0.453,0.297
0.314,0.447,0.301
0.313,0.445,0.303
0.313,0.44,0.296
0.311,0.438,0.299
0.307,0.431,0.309
0.3,0.463,0.299
0.297,0.462,0.307
0.295,0.455,0.303
0.302,0.448,0.302
0.294,0.47,0.306
0.295,0.469,0.305
0.296,0.48,0.307
0.305,0.481,0.307
0.298,0.483,0.3
0.313,0.486,0.298
0.325,0.461,0.309
0.322,0.46,0.302
0.329,0.468,0.301
0.319,0.483,0.3
0.334,0.48,0.301
0.341,0.469,0.307
0.34,0.46,0.304
0.351,0.464,0.302
0.344,0.455,0.302
0.324,0.457,0.286
0.312,0.448,0.287
0.309,0.442,0.287
0.315,0.432,0.294
0.307,0.419,0.303
0.3,0.423,0.292
0.315,0.434,0.293
0.322,0.427,0.303
0.304,0.437,0.304
0.304,0.451,0.305
0.331,0.446,0.305
0.329,0.457,0.297
0.327,0.463,0.298
0.343,0.467,0.296
0.332,0.467,0.291
0.305,0.49,0.305
0.301,0.508,0.293
0.302,0.501,0.287
0.297,0.493,0.3
0.302,0.482,0.306
0.308,0.475,0.304
0.308,0.468,0.311
0.31,0.458,0.317
0.308,0.447,0.309
0.315,0.443,0.319
0.32,0.445,0.32
0.32,0.408,0.315
0.334,0.418,0.325
0.332,0.435,0.328
0.333,0.441,0.329
0.329,0.437,0.341
0.327,0.445,0.326
0.322,0.449,0.346
0.319,0.453,0.371
0.322,0.452,0.371
0.329,0.447,0.371
0.33,0.458,0.37
0.327,0.444,0.347
0.317,0.439,0.346
0.336,0.435,0.345
0.333,0.444,0.347
0.322,0.447,0.358
0.324,0.432,0.318
0.321,0.433,0.311
0.32,0.437,0.316
0.327,0.438,0.309
0.325,0.448,0.309
0.328,0.449,0.315
0.331,0.461,0.309
0.316,0.469,0.312
0.326,0.452,0.324
0.318,0.44,0.322
0.316,0.45,0.32
0.312,0.447,0.316
0.312,0.463,0.319
0.316,0.463,0.322
0.331,0.453,0.32
0.341,0.453,0.335
