message_dispatcher,metric_insertion,status_metric_extraction
0.399,0.503,0.262
0.392,0.502,0.253
0.388,0.511,0.255
0.391,0.516,0.259
0.374,0.511,0.262
0.373,0.512,0.261
0.368,0.5,0.268
0.37,0.498,0.265
0.368,0.5,0.268
0.379,0.513,0.27
0.372,0.504,0.254
0.375,0.492,0.266
0.369,0.508,0.262
0.373,0.515,0.268
0.383,0.504,0.256
0.383,0.509,0.273
0.383,0.481,0.269
0.393,0.49,0.274
0.392,0.481,0.267
0.386,0.484,0.264
0.383,0.485,0.267
0.373,0.493,0.27
0.387,0.491,0.27
0.367,0.509,0.266
0.371,0.515,0.26
0.364,0.505,0.258
0.364,0.496,0.258
0.365,0.505,0.258
0.376,0.493,0.263
0.371,0.501,0.258
0.37,0.494,0.261
0.371,0.488,0.252
0.368,0.487,0.246
0.362,0.502,0.252
0.362,0.517,0.26
0.374,0.507,0.263
0.384,0.49,0.258
0.373,0.484,0.256
0.369,0.487,0.262
0.379,0.494,0.277
0.373,0.511,0.283
0.369,0.498,0.294
0.367,0.502,0.277
0.369,0.501,0.277
0.382,0.499,0.265
0.378,0.502,0.267
0.372,0.503,0.271
0.386,0.5,0.269
0.383,0.492,0.284
0.375,0.512,0.292
0.37,0.529,0.289
0.373,0.527,0.292
0.378,0.53,0.29
0.39,0.522,0.273
0.395,0.517,0.267
0.39,0.525,0.278
0.387,0.522,0.274
0.384,0.506,0.264
0.392,0.51,0.26
0.396,0.505,0.261
0.389,0.52,0.26
0.375,0.515,0.259
0.384,0.502,0.261
0.389,0.503,0.267
0.382,0.503,0.266
0.37,0.506,0.264
0.371,0.505,0.264
0.359,0.526,0.256
0.359,0.523,0.261
0.363,0.522,0.264
0.374,0.512,0.266
0.401,0.51,0.265
0.397,0.533,0.274
0.388,0.519,0.293
0.396,0.523,0.289
0.391,0.528,0.278
0.386,0.534,0.282
0.384,0.54,0.279
0.396,0.533,0.289
0.404,0.537,0.289
0.411,0.541,0.295
0.431,0.554,0.297
0.433,0.555,0.293
0.447,0.542,0.293
0.459,0.556,0.307
0.467,0.58,0.31
0.443,0.564,0.303
0.433,0.572,0.299
0.443,0.585,0.297
0.451,0.583,0.297
0.442,0.592,0.292
0.434,0.608,0.296
0.441,0.604,0.297
0.454,0.616,0.296
0.447,0.614,0.287
0.438,0.624,0.285
0.438,0.615,0.288
0.43,0.639,0.293
0.428,0.615,0.288
0.433,0.599,0.295
0.441,0.595,0.296
0.437,0.555,0.298
0.454,0.568,0.303
0.462,0.585,0.3
0.467,0.579,0.298
0.464,0.588,0.299
0.462,0.608,0.308
0.464,0.632,0.305
0.46,0.645,0.318
0.471,0.645,0.32
0.472,0.639,0.331
0.483,0.624,0.324
0.492,0.632,0.332
0.476,0.62,0.357
0.482,0.622,0.342
0.476,0.617,0.333
0.483,0.632,0.319
0.472,0.619,0.313
0.479,0.636,0.321
0.474,0.646,0.316
0.471,0.656,0.322
0.463,0.634,0.313
0.461,0.618,0.327
0.47,0.615,0.323
0.467,0.602,0.318
0.459,0.605,0.312
0.458,0.604,0.319
0.461,0.604,0.319
0.471,0.608,0.315
0.482,0.6,0.326
0.475,0.603,0.327
0.481,0.59,0.309
0.473,0.601,0.305
0.464,0.601,0.304
0.446,0.605,0.304
0.427,0.594,0.312
0.433,0.585,0.301
0.453,0.592,0.299
0.454,0.604,0.311
0.457,0.603,0.307
0.503,0.611,0.319
0.509,0.609,0.314
0.513,0.618,0.307
0.49,0.611,0.32
0.493,0.63,0.332
0.499,0.642,0.334
0.503,0.642,0.331
0.505,0.641,0.33
0.496,0.631,0.334
0.51,0.63,0.334
0.501,0.634,0.342
0.498,0.646,0.335
0.498,0.654,0.334
0.515,0.659,0.338
0.515,0.656,0.333
0.516,0.661,0.334
0.528,0.66,0.334
0.522,0.651,0.337
0.516,0.646,0.339
0.519,0.642,0.332
0.504,0.633,0.33
0.511,0.637,0.327
0.501,0.629,0.329
0.495,0.624,0.313
0.507,0.633,0.314
0.497,0.639,0.312
0.481,0.637,0.309
0.483,0.621,0.312
0.483,0.62,0.303
0.476,0.651,0.319
0.491,0.646,0.309
0.497,0.646,0.323
0.525,0.654,0.33
0.531,0.658,0.332
0.528,0.629,0.324
0.526,0.638,0.32
0.499,0.667,0.322
0.5,0.659,0.319
0.501,0.652,0.317
0.491,0.656,0.318
0.5,0.647,0.311
0.491,0.65,0.31
0.499,0.656,0.321
0.493,0.644,0.325
0.485,0.625,0.318
0.494,0.618,0.316
0.49,0.611,0.319
0.486,0.622,0.312
0.49,0.614,0.314
0.48,0.616,0.307
0.481,0.631,0.316
0.486,0.627,0.312
0.473,0.623,0.316
0.466,0.616,0.315
0.475,0.615,0.313
0.485,0.621,0.326
0.504,0.63,0.32
0.491,0.654,0.315
0.476,0.644,0.315
0.484,0.649,0.32
0.5,0.624,0.318
0.482,0.616,0.306
0.479,0.628,0.306
0.477,0.654,0.309
0.48,0.64,0.31
0.481,0.641,0.314
0.483,0.635,0.318
0.495,0.623,0.303
0.48,0.609,0.31
0.472,0.622,0.305
0.47,0.604,0.311
0.469,0.593,0.323
0.474,0.593,0.313
0.477,0.596,0.311
0.485,0.611,0.311
0.492,0.616,0.321
0.499,0.609,0.322
0.505,0.609,0.318
0.487,0.611,0.316
0.463,0.602,0.321
0.462,0.596,0.344
0.449,0.603,0.341
0.453,0.603,0.334
0.465,0.606,0.344
0.456,0.619,0.323
0.46,0.612,0.325
0.456,0.615,0.323
0.466,0.605,0.323
0.475,0.618,0.322
0.468,0.626,0.314
0.465,0.628,0.31
0.471,0.621,0.317
0.469,0.619,0.32
0.471,0.634,0.327
0.478,0.634,0.323
0.48,0.627,0.319
0.478,0.622,0.334
0.482,0.612,0.326
0.476,0.611,0.329
0.461,0.609,0.326
0.471,0.619,0.322
0.466,0.602,0.32
0.463,0.602,0.326
0.466,0.602,0.336
0.483,0.603,0.34
0.472,0.606,0.312
0.466,0.603,0.312
0.475,0.623,0.31
0.476,0.61,0.321
0.48,0.595,0.328
0.469,0.601,0.318
0.465,0.594,0.324
0.455,0.604,0.315
0.451,0.612,0.32
0.449,0.6,0.336
0.441,0.602,0.337
0.441,0.595,0.319
0.455,0.607,0.322
0.449,0.595,0.31
0.448,0.592,0.312
0.467,0.602,0.305
0.47,0.604,0.303
0.464,0.604,0.314
0.472,0.61,0.315
0.469,0.608,0.309
0.475,0.609,0.305
0.465,0.609,0.307
0.471,0.595,0.311
0.458,0.589,0.305
0.447,0.593,0.306
0.468,0.591,0.312
0.47,0.595,0.317
0.459,0.592,0.306
0.476,0.594,0.298
0.471,0.601,0.308
0.469,0.601,0.313
0.468,0.607,0.318
0.46,0.605,0.325
0.447,0.604,0.313
0.448,0.607,0.319
0.451,0.6,0.313
0.452,0.621,0.31
0.46,0.624,0.345
0.44,0.62,0.337
0.448,0.618,0.337
0.454,0.622,0.327
0.482,0.611,0.328
0.459,0.628,0.336
0.45,0.653,0.339
0.447,0.652,0.335
0.453,0.649,0.335
0.473,0.664,0.335
0.463,0.657,0.331
0.456,0.664,0.321
0.475,0.698,0.325
0.458,0.684,0.331
0.469,0.695,0.331
0.469,0.644,0.321
0.466,0.613,0.312
0.471,0.613,0.321
0.464,0.625,0.312
0.455,0.621,0.307
0.449,0.63,0.31
0.461,0.663,0.317
0.476,0.638,0.326
0.477,0.645,0.335
0.476,0.666,0.343
0.48,0.692,0.364
0.491,0.722,0.381
0.491,0.735,0.385
0.502,0.761,0.387
0.492,0.762,0.383
0.495,0.762,0.373
0.508,0.738,0.38
0.509,0.711,0.365
0.518,0.727,0.377
0.508,0.714,0.353
0.509,0.673,0.341
0.514,0.653,0.332
0.505,0.655,0.331
0.501,0.667,0.333
0.518,0.667,0.339
0.501,0.669,0.332
0.501,0.672,0.332
0.5,0.676,0.348
0.502,0.663,0.341
0.501,0.662,0.341
0.498,0.655,0.343
0.491,0.654,0.343
0.508,0.637,0.33
0.509,0.636,0.33
0.516,0.639,0.337
0.514,0.633,0.333
0.507,0.644,0.347
0.507,0.662,0.347
0.502,0.66,0.354
0.513,0.679,0.342
0.517,0.681,0.339
0.517,0.668,0.344
0.516,0.654,0.334
0.525,0.655,0.326
0.517,0.67,0.33
0.513,0.671,0.337
0.523,0.657,0.335
0.536,0.673,0.335
0.524,0.647,0.333
0.52,0.631,0.337
0.506,0.642,0.337
0.504,0.653,0.332
0.51,0.651,0.338
0.507,0.675,0.332
0.505,0.677,0.342
0.495,0.657,0.348
0.485,0.657,0.349
0.491,0.655,0.342
0.513,0.664,0.345
0.506,0.661,0.338
0.5,0.663,0.337
0.515,0.666,0.339
0.504,0.674,0.363
0.522,0.668,0.365
0.527,0.675,0.369
0.517,0.676,0.357
0.507,0.666,0.358
0.505,0.679,0.358
0.48,0.669,0.353
0.495,0.663,0.344
0.514,0.684,0.343
0.502,0.68,0.346
0.502,0.673,0.343
0.482,0.674,0.337
0.493,0.675,0.341
0.501,0.676,0.343
0.495,0.668,0.334
0.497,0.654,0.334
0.505,0.672,0.343
0.507,0.648,0.351
0.51,0.65,0.339
0.519,0.645,0.337
0.52,0.639,0.324
0.54,0.633,0.335
0.537,0.644,0.327
0.52,0.654,0.326
0.51,0.659,0.323
0.513,0.651,0.336
0.504,0.64,0.327
0.508,0.641,0.324
0.513,0.642,0.34
0.535,0.63,0.343
0.522,0.637,0.322
0.509,0.629,0.322
0.504,0.645,0.32
0.504,0.642,0.318
0.503,0.641,0.312
0.496,0.63,0.314
0.495,0.631,0.311
0.491,0.628,0.322
0.496,0.644,0.318
0.483,0.634,0.317
0.501,0.641,0.318
0.493,0.631,0.335
0.498,0.659,0.323
0.495,0.641,0.325
0.494,0.63,0.325
0.493,0.624,0.326
0.502,0.633,0.329
0.515,0.643,0.338
0.51,0.639,0.332
0.505,0.635,0.324
0.499,0.639,0.322
0.507,0.654,0.326
0.506,0.647,0.325
0.518,0.64,0.334
0.518,0.652,0.327
0.503,0.63,0.325
0.501,0.651,0.317
0.503,0.649,0.313
0.527,0.649,0.322
0.523,0.633,0.338
0.524,0.643,0.316
0.506,0.621,0.316
0.504,0.642,0.326
0.5,0.659,0.336
0.505,0.629,0.323
0.512,0.623,0.324
0.531,0.625,0.322
0.538,0.629,0.343
0.544,0.628,0.346
0.544,0.645,0.355
0.56,0.653,0.357
0.547,0.651,0.359
0.556,0.659,0.35
0.509,0.661,0.347
0.506,0.663,0.334
0.499,0.649,0.34
0.506,0.638,0.336
0.51,0.635,0.343
0.506,0.651,0.347
0.497,0.629,0.353
0.49,0.634,0.353
0.479,0.633,0.361
0.483,0.659,0.381
0.483,0.627,0.369
0.488,0.636,0.357
0.484,0.654,0.35
0.487,0.643,0.358
0.485,0.643,0.36
0.51,0.639,0.354
0.511,0.656,0.348
0.532,0.647,0.358
0.558,0.646,0.359
0.548,0.643,0.344
0.547,0.641,0.344
0.536,0.638,0.336
0.529,0.652,0.347
0.513,0.649,0.339
0.505,0.666,0.34
0.488,0.642,0.34
0.505,0.645,0.322
0.492,0.65,0.327
0.493,0.636,0.333
0.503,0.65,0.329
0.493,0.627,0.331
0.48,0.64,0.348
0.477,0.644,0.342
0.489,0.657,0.334
0.517,0.652,0.338
0.505,0.646,0.329
0.494,0.654,0.323
0.493,0.659,0.327
0.494,0.662,0.332
0.494,0.631,0.336
0.502,0.645,0.34
0.513,0.647,0.35
0.505,0.652,0.361
0.513,0.66,0.35
0.505,0.67,0.349
0.502,0.665,0.351
0.508,0.664,0.343
0.491,0.687,0.344
0.493,0.69,0.338
0.485,0.697,0.343
0.481,0.669,0.339
0.483,0.66,0.337
0.489,0.671,0.343
0.497,0.694,0.344
0.507,0.653,0.355
0.488,0.644,0.346
0.495,0.646,0.364
0.497,0.65,0.371
0.496,0.657,0.354
0.499,0.657,0.347
0.503,0.654,0.346
0.502,0.673,0.339
0.504,0.653,0.332
0.498,0.645,0.33
0.499,0.652,0.336
0.494,0.665,0.337
0.496,0.656,0.345
0.5,0.648,0.353
0.494,0.667,0.365
0.489,0.677,0.339
0.484,0.649,0.349
0.476,0.644,0.356
0.476,0.636,0.332
0.478,0.645,0.334
0.496,0.639,0.329
0.494,0.638,0.332
0.5,0.645,0.321
0.488,0.638,0.32
0.482,0.624,0.327
0.493,0.632,0.324
0.494,0.63,0.321
0.495,0.632,0.325
0.501,0.636,0.325
0.496,0.634,0.32
0.493,0.643,0.33
0.495,0.651,0.327
0.502,0.652,0.326
0.5,0.652,0.327
0.524,0.657,0.325
0.507,0.648,0.333
0.508,0.643,0.33
0.514,0.641,0.33
0.514,0.641,0.332
0.516,0.635,0.346
0.506,0.63,0.345
0.506,0.651,0.345
0.512,0.643,0.342
0.517,0.663,0.348
0.541,0.676,0.353
0.534,0.668,0.35
0.532,0.685,0.348
0.535,0.677,0.342
0.53,0.654,0.342
0.524,0.679,0.351
0.529,0.7,0.367
0.522,0.698,0.37
0.532,0.702,0.377
0.517,0.714,0.373
0.504,0.69,0.372
0.513,0.678,0.364
0.517,0.68,0.364
0.511,0.666,0.361
0.507,0.671,0.358
0.486,0.649,0.337
0.472,0.63,0.325
0.467,0.643,0.325
0.463,0.665,0.31
0.462,0.665,0.309
0.438,0.639,0.307
0.438,0.59,0.306
0.438,0.576,0.311
0.425,0.589,0.301
0.425,0.581,0.293
0.43,0.59,0.307
0.433,0.587,0.304
0.444,0.582,0.31
0.434,0.579,0.314
0.438,0.6,0.311
0.445,0.595,0.316
0.443,0.602,0.318
0.45,0.591,0.316
0.454,0.585,0.313
0.448,0.592,0.319
0.448,0.588,0.323
0.451,0.597,0.316
0.441,0.562,0.312
0.43,0.569,0.317
0.428,0.562,0.319
0.438,0.563,0.299
0.447,0.558,0.301
0.447,0.579,0.293
0.443,0.552,0.289
0.419,0.556,0.303
0.422,0.567,0.311
0.446,0.598,0.299
0.459,0.622,0.303
0.468,0.627,0.303
0.485,0.639,0.302
0.496,0.654,0.313
0.506,0.643,0.311
0.497,0.633,0.312
0.502,0.636,0.319
0.504,0.633,0.327
0.514,0.642,0.335
0.515,0.645,0.341
0.51,0.648,0.317
0.449,0.646,0.311
0.448,0.627,0.307
0.444,0.563,0.303
0.435,0.55,0.292
0.441,0.552,0.297
0.442,0.565,0.291
0.436,0.57,0.284
0.427,0.578,0.283
0.422,0.57,0.282
0.413,0.567,0.281
0.405,0.562,0.28
0.41,0.571,0.295
0.41,0.568,0.289
0.42,0.593,0.291
0.426,0.586,0.301
0.425,0.585,0.3
0.437,0.578,0.303
0.438,0.581,0.319
0.444,0.599,0.314
0.457,0.606,0.305
0.445,0.593,0.317
0.468,0.602,0.314
0.466,0.623,0.311
0.485,0.619,0.326
0.499,0.644,0.334
0.501,0.647,0.336
0.494,0.64,0.357
0.491,0.641,0.369
0.487,0.628,0.365
0.492,0.639,0.377
0.499,0.64,0.361
0.493,0.636,0.369
0.491,0.626,0.375
0.485,0.629,0.346
0.474,0.632,0.331
0.484,0.64,0.318
0.476,0.633,0.307
0.474,0.672,0.31
0.486,0.649,0.319
0.499,0.655,0.316
0.504,0.682,0.322
0.509,0.681,0.322
0.495,0.666,0.328
0.478,0.656,0.337
0.478,0.648,0.331
0.473,0.625,0.335
