group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.254,0.395,0.266
0.264,0.401,0.264
0.263,0.395,0.261
0.273,0.404,0.273
0.278,0.397,0.277
0.293,0.405,0.279
0.307,0.409,0.277
0.288,0.398,0.278
0.28,0.393,0.282
0.284,0.396,0.287
0.281,0.409,0.289
0.281,0.401,0.289
0.267,0.424,0.281
0.275,0.401,0.278
0.27,0.403,0.272
0.269,0.403,0.292
0.263,0.404,0.284
0.257,0.409,0.271
0.265,0.407,0.271
0.261,0.398,0.268
0.263,0.389,0.259
0.269,0.377,0.261
0.275,0.378,0.258
0.264,0.383,0.265
0.261,0.381,0.262
0.261,0.401,0.266
0.259,0.396,0.27
0.269,0.43,0.27
0.269,0.429,0.274
0.263,0.455,0.283
0.265,0.449,0.284
0.274,0.454,0.275
0.27,0.456,0.27
0.273,0.454,0.272
0.277,0.453,0.273
0.275,0.455,0.276
0.282,0.442,0.289
0.283,0.453,0.295
0.273,0.417,0.295
0.266,0.404,0.285
0.268,0.403,0.288
0.268,0.402,0.289
0.274,0.407,0.29
0.264,0.411,0.284
0.263,0.407,0.292
0.266,0.403,0.291
0.271,0.409,0.293
0.274,0.403,0.294
0.275,0.405,0.298
0.29,0.4,0.292
0.286,0.399,0.288
0.279,0.391,0.282
0.283,0.395,0.278
0.28,0.391,0.271
0.284,0.396,0.287
0.275,0.394,0.268
0.272,0.389,0.26
0.285,0.397,0.269
0.273,0.388,0.271
0.277,0.387,0.276
0.276,0.389,0.265
0.277,0.402,0.263
0.267,0.412,0.267
0.266,0.411,0.268
0.272,0.399,0.273
0.274,0.391,0.276
0.269,0.391,0.279
0.263,0.395,0.279
0.263,0.393,0.268
0.263,0.391,0.269
0.266,0.413,0.274
0.277,0.423,0.281
0.278,0.413,0.278
0.283,0.402,0.292
0.286,0.409,0.295
0.279,0.401,0.316
0.277,0.403,0.314
0.298,0.401,0.317
0.291,0.401,0.32
0.301,0.409,0.303
0.282,0.375,0.299
0.284,0.366,0.281
0.279,0.36,0.276
0.274,0.357,0.277
0.267,0.349,0.276
0.26,0.355,0.273
0.276,0.358,0.271
0.27,0.369,0.269
0.274,0.363,0.258
0.28,0.364,0.259
0.271,0.375,0.259
0.265,0.381,0.252
0.269,0.385,0.258
0.28,0.395,0.256
0.267,0.403,0.256
0.256,0.416,0.258
0.253,0.415,0.26
0.253,0.415,0.255
0.254,0.413,0.259
0.261,0.422,0.266
0.257,0.434,0.264
0.259,0.441,0.264
0.271,0.438,0.268
0.276,0.443,0.271
0.259,0.443,0.259
0.26,0.437,0.265
0.258,0.438,0.263
0.267,0.425,0.267
0.262,0.418,0.269
0.276,0.424,0.258
0.269,0.411,0.261
0.265,0.413,0.263
0.264,0.417,0.273
0.268,0.402,0.264
0.274,0.4,0.265
0.275,0.4,0.263
0.274,0.397,0.264
0.273,0.401,0.264
0.264,0.405,0.258
0.266,0.392,0.26
0.252,0.391,0.259
0.255,0.383,0.272
0.26,0.385,0.273
0.259,0.39,0.27
0.255,0.384,0.269
0.258,0.381,0.257
0.258,0.386,0.257
0.264,0.388,0.256
0.255,0.399,0.268
0.267,0.415,0.268
0.258,0.417,0.285
0.256,0.435,0.277
0.253,0.428,0.264
0.246,0.415,0.256
0.258,0.42,0.255
0.263,0.43,0.27
0.266,0.435,0.273
0.262,0.425,0.276
0.268,0.413,0.272
0.259,0.403,0.283
0.258,0.39,0.276
0.255,0.378,0.265
0.252,0.38,0.256
0.251,0.373,0.26
0.256,0.37,0.29
0.256,0.368,0.279
0.261,0.351,0.28
0.264,0.356,0.28
0.268,0.363,0.285
0.282,0.37,0.269
0.27,0.381,0.267
0.263,0.394,0.271
0.256,0.393,0.27
0.262,0.388,0.268
0.252,0.392,0.263
0.261,0.405,0.258
0.262,0.404,0.264
0.264,0.407,0.259
0.269,0.408,0.246
0.267,0.413,0.248
0.271,0.421,0.252
0.266,0.415,0.254
0.256,0.398,0.26
0.253,0.396,0.259
0.246,0.395,0.263
0.252,0.392,0.257
0.256,0.391,0.257
0.272,0.393,0.259
0.263,0.387,0.257
0.258,0.396,0.263
0.252,0.382,0.278
0.257,0.376,0.273
0.257,0.38,0.274
0.263,0.369,0.28
0.268,0.388,0.268
0.27,0.379,0.271
0.264,0.383,0.271
0.257,0.392,0.264
0.252,0.391,0.273
0.257,0.399,0.265
0.26,0.401,0.281
0.267,0.415,0.278
0.272,0.413,0.279
0.272,0.415,0.279
0.27,0.415,0.267
0.264,0.419,0.265
0.265,0.416,0.264
0.26,0.406,0.257
0.268,0.398,0.261
0.266,0.392,0.263
0.267,0.376,0.269
0.268,0.384,0.257
0.265,0.376,0.26
0.266,0.371,0.275
0.28,0.389,0.271
0.288,0.395,0.267
0.27,0.389,0.27
0.271,0.391,0.284
0.28,0.4,0.28
0.276,0.417,0.272
0.259,0.427,0.275
0.264,0.421,0.277
0.258,0.411,0.278
0.264,0.431,0.263
0.264,0.426,0.261
0.266,0.425,0.259
0.261,0.421,0.253
0.26,0.42,0.259
0.265,0.427,0.268
0.266,0.423,0.265
0.264,0.41,0.273
0.27,0.421,0.268
0.25,0.425,0.257
0.253,0.427,0.259
0.252,0.392,0.256
0.26,0.386,0.26
0.266,0.379,0.26
0.273,0.388,0.267
0.27,0.39,0.28
0.276,0.402,0.269
0.283,0.399,0.266
0.29,0.397,0.271
0.296,0.401,0.28
0.294,0.396,0.29
0.286,0.403,0.302
0.279,0.396,0.267
0.271,0.403,0.277
0.261,0.407,0.274
0.262,0.407,0.277
0.263,0.399,0.281
0.258,0.387,0.286
0.265,0.394,0.285
0.26,0.392,0.287
0.254,0.391,0.278
0.263,0.391,0.27
0.262,0.411,0.276
0.269,0.412,0.294
0.275,0.412,0.288
0.27,0.412,0.274
0.261,0.393,0.265
0.251,0.399,0.271
0.253,0.401,0.266
0.245,0.404,0.264
0.243,0.398,0.267
0.255,0.389,0.265
0.254,0.387,0.267
0.241,0.38,0.257
0.244,0.374,0.263
0.25,0.369,0.26
0.244,0.365,0.273
0.245,0.368,0.259
0.252,0.362,0.261
0.247,0.358,0.259
0.256,0.374,0.258
0.263,0.378,0.26
0.273,0.384,0.264
0.277,0.397,0.289
0.28,0.415,0.29
0.265,0.416,0.287
0.259,0.421,0.283
0.267,0.447,0.259
0.272,0.449,0.259
0.264,0.445,0.272
0.27,0.438,0.261
0.267,0.451,0.271
0.268,0.46,0.268
0.261,0.445,0.265
0.257,0.43,0.268
0.258,0.43,0.256
0.267,0.431,0.256
0.26,0.404,0.254
0.258,0.4,0.26
0.258,0.418,0.257
0.25,0.416,0.256
0.26,0.397,0.267
0.264,0.397,0.259
0.259,0.396,0.257
0.255,0.403,0.256
0.256,0.403,0.25
0.259,0.414,0.256
0.26,0.419,0.269
0.259,0.428,0.268
0.258,0.41,0.267
0.254,0.401,0.271
0.251,0.405,0.259
0.244,0.404,0.256
0.258,0.397,0.254
0.261,0.398,0.257
0.265,0.4,0.252
0.263,0.395,0.255
0.261,0.39,0.264
0.261,0.396,0.263
0.262,0.392,0.247
0.259,0.39,0.25
0.259,0.403,0.257
0.255,0.395,0.27
0.254,0.403,0.264
0.254,0.402,0.277
0.262,0.402,0.274
0.282,0.4,0.271
0.271,0.408,0.263
0.27,0.401,0.264
0.272,0.403,0.273
0.278,0.412,0.272
0.281,0.414,0.27
0.297,0.416,0.27
0.291,0.428,0.273
0.275,0.424,0.266
0.266,0.414,0.268
0.27,0.42,0.268
0.29,0.415,0.276
0.285,0.416,0.272
0.284,0.404,0.269
0.289,0.402,0.26
0.291,0.398,0.264
0.273,0.39,0.263
0.268,0.388,0.268
0.261,0.377,0.275
0.272,0.382,0.278
0.27,0.393,0.283
0.263,0.386,0.282
0.27,0.397,0.284
0.268,0.389,0.271
0.27,0.392,0.283
0.274,0.383,0.28
0.265,0.383,0.263
0.257,0.383,0.262
0.254,0.397,0.253
0.263,0.391,0.253
0.251,0.393,0.259
0.257,0.389,0.265
0.258,0.39,0.268
0.254,0.401,0.256
0.248,0.406,0.258
0.254,0.417,0.26
0.248,0.425,0.266
0.248,0.426,0.263
0.268,0.409,0.265
0.256,0.417,0.266
0.257,0.416,0.266
0.253,0.425,0.27
0.253,0.425,0.269
0.25,0.418,0.269
0.251,0.426,0.27
0.254,0.413,0.262
0.24,0.416,0.264
0.245,0.417,0.26
0.265,0.432,0.265
0.253,0.417,0.267
0.257,0.418,0.267
0.263,0.425,0.263
0.265,0.418,0.26
0.253,0.41,0.26
0.254,0.39,0.27
0.256,0.398,0.26
0.251,0.405,0.259
0.259,0.413,0.253
0.265,0.404,0.258
0.274,0.408,0.257
0.274,0.423,0.269
0.28,0.416,0.275
0.295,0.419,0.278
0.276,0.433,0.271
0.291,0.43,0.278
0.281,0.428,0.277
0.273,0.425,0.277
0.273,0.432,0.286
0.272,0.437,0.285
0.263,0.425,0.272
0.269,0.42,0.279
0.266,0.408,0.278
0.259,0.399,0.282
0.27,0.386,0.273
0.266,0.4,0.298
0.28,0.405,0.297
0.273,0.417,0.302
0.277,0.401,0.304
0.267,0.396,0.3
0.265,0.416,0.28
0.266,0.417,0.285
0.273,0.42,0.295
0.275,0.432,0.297
0.264,0.428,0.279
0.258,0.436,0.262
0.255,0.446,0.263
0.261,0.443,0.267
0.273,0.436,0.258
0.279,0.44,0.259
0.273,0.456,0.263
0.282,0.442,0.267
0.273,0.44,0.286
0.281,0.428,0.286
0.273,0.425,0.293
0.258,0.408,0.285
0.271,0.391,0.283
0.265,0.377,0.272
0.262,0.38,0.28
0.267,0.39,0.268
0.268,0.383,0.258
0.266,0.389,0.262
0.271,0.399,0.264
0.27,0.401,0.269
0.267,0.397,0.278
0.259,0.394,0.29
0.257,0.396,0.285
0.257,0.409,0.277
0.256,0.418,0.273
0.265,0.407,0.275
0.26,0.391,0.267
0.264,0.384,0.286
0.271,0.389,0.278
0.265,0.396,0.271
0.264,0.412,0.273
0.256,0.417,0.256
0.265,0.428,0.267
0.25,0.431,0.272
0.256,0.421,0.291
0.259,0.422,0.289
0.259,0.427,0.283
0.269,0.434,0.274
0.27,0.445,0.265
0.267,0.433,0.264
0.267,0.428,0.283
0.26,0.417,0.272
0.268,0.413,0.267
0.258,0.393,0.271
0.252,0.393,0.276
0.256,0.398,0.269
0.265,0.397,0.271
0.266,0.407,0.279
0.268,0.396,0.272
0.276,0.409,0.266
0.274,0.408,0.263
0.279,0.416,0.263
0.283,0.42,0.288
0.281,0.417,0.287
0.274,0.414,0.281
0.271,0.412,0.276
0.275,0.416,0.275
0.277,0.421,0.272
0.262,0.402,0.262
0.259,0.394,0.27
0.26,0.391,0.277
0.257,0.396,0.272
0.256,0.395,0.269
0.262,0.391,0.271
0.252,0.399,0.28
0.255,0.407,0.288
0.261,0.405,0.287
0.267,0.395,0.269
0.274,0.391,0.274
0.272,0.409,0.272
0.273,0.4,0.263
0.274,0.413,0.263
0.277,0.403,0.262
0.282,0.406,0.269
0.286,0.409,0.268
0.272,0.417,0.264
0.277,0.41,0.272
0.274,0.418,0.281
0.27,0.428,0.275
0.26,0.411,0.28
0.254,0.416,0.269
0.259,0.409,0.264
0.255,0.398,0.264
0.258,0.411,0.272
0.266,0.409,0.273
0.265,0.408,0.278
0.264,0.408,0.279
0.268,0.407,0.27
0.283,0.4,0.27
0.283,0.399,0.272
0.283,0.42,0.278
0.294,0.414,0.279
0.296,0.41,0.277
0.295,0.41,0.288
0.292,0.412,0.287
0.302,0.418,0.292
0.298,0.431,0.292
0.282,0.419,0.288
0.277,0.414,0.296
0.287,0.45,0.293
0.286,0.435,0.296
0.282,0.434,0.293
0.276,0.437,0.302
0.297,0.45,0.306
0.293,0.435,0.301
0.29,0.436,0.304
0.28,0.419,0.301
0.282,0.416,0.3
0.286,0.423,0.301
0.275,0.381,0.29
0.274,0.385,0.294
0.27,0.382,0.284
0.278,0.39,0.295
0.283,0.383,0.29
0.287,0.386,0.289
0.289,0.387,0.297
0.29,0.389,0.287
0.291,0.399,0.294
0.291,0.414,0.285
0.296,0.418,0.278
0.299,0.432,0.289
0.278,0.441,0.299
0.28,0.44,0.297
0.279,0.44,0.302
0.278,0.429,0.298
0.28,0.415,0.317
0.279,0.41,0.297
0.283,0.409,0.296
0.279,0.386,0.289
0.279,0.385,0.297
0.298,0.39,0.292
0.287,0.391,0.294
0.282,0.399,0.29
0.277,0.401,0.297
0.271,0.408,0.289
0.272,0.41,0.302
0.271,0.415,0.3
0.277,0.415,0.298
0.281,0.421,0.293
0.281,0.43,0.298
0.303,0.412,0.296
0.305,0.413,0.303
0.292,0.41,0.293
0.277,0.4,0.308
0.286,0.393,0.303
0.288,0.403,0.298
0.285,0.397,0.29
0.283,0.41,0.293
0.289,0.412,0.289
0.298,0.393,0.299
0.287,0.395,0.284
0.295,0.378,0.29
0.296,0.385,0.295
0.294,0.379,0.3
0.296,0.394,0.294
0.293,0.404,0.287
0.3,0.413,0.286
0.307,0.405,0.292
0.302,0.406,0.286
0.293,0.415,0.295
0.287,0.409,0.288
0.287,0.418,0.287
0.286,0.429,0.283
0.286,0.433,0.283
0.285,0.425,0.286
0.296,0.429,0.289
0.293,0.419,0.287
0.298,0.43,0.286
0.297,0.419,0.278
0.289,0.429,0.288
0.296,0.426,0.282
0.294,0.415,0.283
0.295,0.427,0.278
0.293,0.42,0.278
0.289,0.415,0.283
0.288,0.395,0.286
0.281,0.415,0.288
0.286,0.411,0.286
0.28,0.408,0.287
0.286,0.402,0.281
0.301,0.4,0.286
0.294,0.403,0.293
0.296,0.401,0.293
0.31,0.398,0.281
0.3,0.4,0.281
0.294,0.405,0.285
0.304,0.395,0.274
0.304,0.389,0.274
0.295,0.389,0.281
0.283,0.4,0.277
0.286,0.398,0.278
0.28,0.407,0.288
0.276,0.404,0.287
0.288,0.416,0.296
0.289,0.412,0.299
0.29,0.412,0.283
0.281,0.428,0.287
0.293,0.422,0.288
0.286,0.414,0.283
0.287,0.413,0.285
0.29,0.412,0.29
0.288,0.407,0.287
0.286,0.416,0.287
0.286,0.409,0.293
0.28,0.401,0.287
0.282,0.401,0.29
0.29,0.395,0.302
0.287,0.408,0.294
0.287,0.409,0.297
0.288,0.421,0.303
0.281,0.42,0.297
0.28,0.415,0.301
0.286,0.415,0.294
0.288,0.42,0.279
0.281,0.418,0.279
0.285,0.429,0.279
0.297,0.446,0.292
0.304,0.44,0.287
0.299,0.453,0.285
0.279,0.44,0.283
0.296,0.438,0.288
0.295,0.446,0.287
0.287,0.46,0.285
0.292,0.452,0.28
0.303,0.454,0.289
0.295,0.446,0.289
0.287,0.429,0.286
0.282,0.435,0.279
0.282,0.431,0.293
0.275,0.435,0.287
0.282,0.436,0.298
0.282,0.434,0.292
0.284,0.444,0.3
0.28,0.417,0.3
0.278,0.415,0.297
0.28,0.412,0.296
0.281,0.402,0.293
0.288,0.393,0.29
0.299,0.384,0.292
0.3,0.378,0.284
0.284,0.382,0.278
0.289,0.383,0.287
0.29,0.383,0.296
0.288,0.389,0.298
0.286,0.391,0.281
0.291,0.39,0.281
0.292,0.389,0.29
0.291,0.404,0.295
0.294,0.426,0.29
0.294,0.423,0.309
0.282,0.417,0.31
0.288,0.416,0.306
0.284,0.416,0.311
0.282,0.415,0.299
0.286,0.41,0.312
0.296,0.404,0.29
0.299,0.415,0.298
0.29,0.406,0.287
0.295,0.401,0.29
0.286,0.396,0.29
0.281,0.413,0.292
0.285,0.413,0.292
0.281,0.423,0.303
0.283,0.423,0.305
0.286,0.413,0.307
0.289,0.406,0.319
0.285,0.402,0.327
0.287,0.398,0.311
0.278,0.395,0.299
0.278,0.404,0.297
0.281,0.396,0.288
0.294,0.394,0.281
0.284,0.407,0.28
0.282,0.413,0.284
0.272,0.412,0.295
0.27,0.423,0.297
0.271,0.438,0.297
0.277,0.441,0.296
0.275,0.435,0.282
0.272,0.432,0.287
0.28,0.43,0.285
0.275,0.417,0.291
0.282,0.422,0.28
0.291,0.412,0.282
0.278,0.41,0.284
0.282,0.413,0.278
0.282,0.397,0.287
0.282,0.399,0.281
0.288,0.406,0.289
0.29,0.403,0.287
0.284,0.384,0.278
0.289,0.404,0.292
0.282,0.414,0.289
0.285,0.403,0.304
0.293,0.426,0.296
0.286,0.416,0.301
0.293,0.409,0.285
0.28,0.413,0.286
0.283,0.417,0.286
0.286,0.422,0.287
0.299,0.415,0.282
0.315,0.404,0.286
0.308,0.388,0.277
0.319,0.389,0.281
0.324,0.367,0.29
0.313,0.376,0.282
0.309,0.376,0.283
0.287,0.382,0.28
0.295,0.377,0.283
0.295,0.371,0.292
0.319,0.393,0.285
0.314,0.405,0.289
0.309,0.411,0.295
0.301,0.415,0.288
0.292,0.422,0.286
0.287,0.43,0.293
0.277,0.434,0.287
0.28,0.44,0.276
0.278,0.434,0.281
0.273,0.429,0.281
0.275,0.426,0.278
0.273,0.424,0.287
0.284,0.429,0.282
0.283,0.43,0.283
0.27,0.43,0.287
