message_dispatcher,metric_insertion,status_metric_extraction
0.408,0.515,0.265
0.408,0.535,0.271
0.401,0.521,0.266
0.397,0.53,0.27
0.394,0.509,0.275
0.392,0.5,0.27
0.402,0.491,0.264
0.412,0.497,0.268
0.419,0.492,0.271
0.411,0.493,0.273
0.402,0.493,0.272
0.409,0.496,0.278
0.403,0.502,0.27
0.399,0.502,0.274
0.396,0.507,0.271
0.403,0.491,0.284
0.402,0.506,0.281
0.407,0.521,0.287
0.415,0.528,0.295
0.421,0.529,0.287
0.419,0.522,0.293
0.432,0.525,0.278
0.429,0.537,0.28
0.432,0.541,0.29
0.451,0.553,0.301
0.452,0.534,0.303
0.458,0.516,0.3
0.455,0.508,0.297
0.445,0.508,0.3
0.435,0.512,0.292
0.433,0.509,0.292
0.429,0.508,0.286
0.424,0.496,0.286
0.412,0.495,0.294
0.404,0.484,0.305
0.404,0.493,0.303
0.392,0.504,0.291
0.401,0.496,0.293
0.423,0.498,0.267
0.405,0.496,0.275
0.401,0.504,0.266
0.401,0.502,0.271
0.399,0.502,0.27
0.41,0.495,0.271
0.409,0.495,0.28
0.418,0.491,0.276
0.421,0.512,0.278
0.413,0.509,0.267
0.416,0.517,0.267
0.422,0.51,0.268
0.419,0.498,0.271
0.43,0.507,0.268
0.433,0.515,0.273
0.426,0.532,0.278
0.418,0.536,0.277
0.429,0.539,0.279
0.43,0.531,0.279
0.407,0.524,0.288
0.421,0.53,0.284
0.427,0.513,0.276
0.421,0.506,0.284
0.416,0.517,0.275
0.418,0.517,0.287
0.424,0.526,0.288
0.419,0.528,0.283
0.406,0.52,0.275
0.411,0.519,0.297
0.43,0.513,0.306
0.426,0.512,0.309
0.427,0.524,0.296
0.426,0.511,0.295
0.429,0.519,0.289
0.427,0.53,0.282
0.415,0.509,0.277
0.407,0.521,0.272
0.414,0.528,0.278
0.41,0.524,0.271
0.418,0.519,0.276
0.422,0.521,0.271
0.429,0.504,0.275
0.429,0.509,0.271
0.434,0.519,0.269
0.463,0.517,0.267
0.464,0.513,0.278
0.479,0.527,0.281
0.448,0.515,0.274
0.445,0.522,0.278
0.451,0.509,0.28
0.439,0.507,0.272
0.427,0.509,0.267
0.427,0.512,0.265
0.421,0.513,0.265
0.427,0.511,0.274
0.411,0.507,0.275
0.404,0.518,0.289
0.407,0.517,0.295
0.403,0.509,0.289
0.41,0.504,0.291
0.405,0.518,0.28
0.413,0.509,0.277
0.415,0.494,0.273
0.423,0.51,0.279
0.425,0.52,0.279
0.429,0.545,0.276
0.421,0.528,0.28
0.42,0.551,0.278
0.416,0.527,0.28
0.428,0.545,0.282
0.429,0.544,0.278
0.424,0.548,0.285
0.435,0.553,0.284
0.443,0.545,0.301
0.443,0.551,0.303
0.445,0.568,0.308
0.453,0.569,0.313
0.444,0.566,0.311
0.452,0.566,0.298
0.446,0.565,0.304
0.441,0.565,0.313
0.432,0.549,0.309
0.444,0.548,0.297
0.428,0.547,0.299
0.436,0.537,0.299
0.422,0.533,0.296
0.432,0.548,0.307
0.433,0.537,0.318
0.412,0.524,0.328
0.421,0.527,0.321
0.426,0.53,0.315
0.426,0.54,0.308
0.427,0.533,0.313
0.416,0.528,0.308
0.419,0.522,0.3
0.422,0.522,0.296
0.425,0.517,0.292
0.426,0.521,0.286
0.422,0.502,0.288
0.428,0.498,0.287
0.428,0.502,0.285
0.418,0.521,0.279
0.437,0.506,0.277
0.448,0.525,0.277
0.446,0.527,0.274
0.427,0.533,0.283
0.418,0.518,0.289
0.433,0.541,0.277
0.441,0.526,0.279
0.447,0.526,0.285
0.442,0.544,0.279
0.419,0.531,0.285
0.404,0.529,0.284
0.411,0.521,0.294
0.43,0.517,0.283
0.44,0.505,0.279
0.45,0.506,0.289
0.43,0.51,0.29
0.424,0.513,0.289
0.426,0.506,0.292
0.412,0.508,0.304
0.419,0.514,0.302
0.419,0.512,0.28
0.414,0.509,0.275
0.42,0.515,0.278
0.417,0.523,0.27
0.416,0.51,0.263
0.412,0.51,0.272
0.404,0.516,0.273
0.403,0.515,0.269
0.401,0.515,0.28
0.405,0.527,0.272
0.421,0.525,0.269
0.413,0.537,0.269
0.406,0.515,0.269
0.408,0.518,0.273
0.401,0.503,0.274
0.401,0.509,0.269
0.408,0.508,0.269
0.407,0.512,0.28
0.401,0.505,0.287
0.414,0.515,0.272
0.397,0.514,0.268
0.393,0.514,0.269
0.398,0.51,0.269
0.402,0.514,0.272
0.419,0.512,0.278
0.413,0.51,0.281
0.421,0.506,0.273
0.41,0.507,0.29
0.41,0.514,0.288
0.407,0.515,0.295
0.407,0.509,0.298
0.413,0.505,0.29
0.418,0.503,0.306
0.403,0.513,0.314
0.412,0.51,0.294
0.396,0.516,0.281
0.398,0.514,0.277
0.399,0.509,0.278
0.409,0.507,0.277
0.413,0.509,0.278
0.404,0.503,0.285
0.401,0.508,0.288
0.398,0.509,0.281
0.401,0.527,0.283
0.395,0.529,0.274
0.402,0.54,0.287
0.398,0.526,0.278
0.402,0.523,0.273
0.391,0.521,0.278
0.389,0.519,0.277
0.393,0.528,0.277
0.394,0.548,0.281
0.399,0.563,0.275
0.406,0.584,0.275
0.407,0.577,0.277
0.407,0.56,0.283
0.413,0.545,0.283
0.425,0.539,0.286
0.437,0.545,0.279
0.434,0.517,0.278
0.42,0.518,0.276
0.415,0.522,0.276
0.415,0.536,0.28
0.414,0.549,0.285
0.416,0.538,0.27
0.404,0.525,0.267
0.404,0.528,0.275
0.397,0.518,0.27
0.395,0.505,0.281
0.385,0.502,0.279
0.397,0.5,0.274
0.402,0.515,0.274
0.404,0.514,0.278
0.398,0.512,0.289
0.399,0.518,0.287
0.402,0.506,0.269
0.416,0.508,0.281
0.401,0.501,0.277
0.399,0.501,0.277
0.398,0.512,0.272
0.398,0.517,0.282
0.403,0.51,0.276
0.407,0.523,0.277
0.406,0.531,0.276
0.42,0.542,0.277
0.414,0.534,0.28
0.412,0.525,0.276
0.416,0.509,0.278
0.409,0.503,0.279
0.416,0.497,0.281
0.418,0.503,0.287
0.423,0.495,0.277
0.437,0.503,0.278
0.429,0.502,0.275
0.397,0.494,0.282
0.389,0.501,0.283
0.394,0.493,0.291
0.402,0.501,0.28
0.407,0.512,0.299
0.409,0.512,0.287
0.41,0.522,0.293
0.406,0.507,0.29
0.404,0.504,0.285
0.41,0.519,0.277
0.405,0.527,0.283
0.41,0.538,0.283
0.426,0.53,0.286
0.423,0.525,0.286
0.415,0.513,0.29
0.4,0.512,0.282
0.393,0.524,0.279
0.398,0.519,0.287
0.405,0.521,0.28
0.398,0.537,0.276
0.397,0.51,0.267
0.399,0.504,0.277
0.413,0.514,0.273
0.419,0.519,0.281
0.414,0.521,0.286
0.409,0.546,0.283
0.407,0.552,0.279
0.404,0.535,0.285
0.411,0.536,0.288
0.405,0.536,0.285
0.399,0.534,0.287
0.418,0.52,0.281
0.41,0.521,0.28
0.409,0.523,0.285
0.406,0.553,0.279
0.397,0.536,0.279
0.402,0.53,0.275
0.402,0.521,0.274
0.399,0.514,0.293
0.408,0.532,0.279
0.407,0.525,0.278
0.412,0.523,0.28
0.406,0.514,0.281
0.411,0.534,0.277
0.411,0.512,0.291
0.408,0.55,0.286
0.405,0.542,0.281
0.41,0.541,0.289
0.418,0.54,0.274
0.415,0.543,0.297
0.427,0.541,0.295
0.419,0.533,0.287
0.41,0.532,0.295
0.41,0.519,0.289
0.408,0.516,0.29
0.403,0.525,0.292
0.401,0.51,0.287
0.402,0.51,0.283
0.413,0.521,0.279
0.413,0.514,0.29
0.41,0.516,0.283
0.426,0.518,0.282
0.424,0.511,0.28
0.429,0.508,0.292
0.43,0.492,0.288
0.434,0.51,0.283
0.409,0.523,0.277
0.416,0.53,0.284
0.421,0.529,0.284
0.424,0.526,0.275
0.424,0.507,0.27
0.413,0.521,0.271
0.404,0.519,0.268
0.398,0.514,0.266
0.4,0.516,0.274
0.408,0.52,0.28
0.402,0.517,0.276
0.401,0.519,0.288
0.414,0.512,0.285
0.416,0.527,0.285
0.41,0.525,0.278
0.408,0.528,0.285
0.407,0.524,0.295
0.41,0.521,0.301
0.413,0.517,0.294
0.414,0.519,0.291
0.426,0.514,0.289
0.426,0.507,0.291
0.429,0.518,0.27
0.442,0.509,0.269
0.444,0.5,0.274
0.415,0.492,0.269
0.417,0.495,0.277
0.416,0.502,0.281
0.413,0.507,0.281
0.405,0.511,0.274
0.396,0.52,0.279
0.393,0.541,0.273
0.388,0.554,0.267
0.409,0.518,0.272
0.411,0.532,0.274
0.417,0.524,0.28
0.412,0.517,0.283
0.407,0.501,0.274
0.415,0.511,0.285
0.408,0.534,0.279
0.426,0.527,0.293
0.42,0.525,0.285
0.41,0.526,0.273
0.412,0.533,0.272
0.415,0.535,0.282
0.426,0.54,0.285
0.424,0.537,0.28
0.434,0.53,0.281
0.427,0.523,0.286
0.427,0.503,0.278
0.424,0.506,0.293
0.422,0.518,0.296
0.426,0.521,0.3
0.422,0.526,0.299
0.426,0.521,0.307
0.43,0.519,0.313
0.434,0.519,0.318
0.443,0.521,0.3
0.445,0.526,0.303
0.452,0.519,0.288
0.45,0.525,0.293
0.447,0.533,0.307
0.445,0.527,0.309
0.44,0.515,0.314
0.417,0.528,0.313
0.41,0.546,0.314
0.418,0.544,0.314
0.406,0.526,0.316
0.416,0.535,0.295
0.406,0.527,0.284
0.4,0.529,0.28
0.404,0.533,0.285
0.402,0.524,0.289
0.41,0.522,0.281
0.413,0.524,0.276
0.407,0.506,0.276
0.407,0.5,0.28
0.402,0.514,0.278
0.402,0.508,0.281
0.409,0.515,0.282
0.416,0.503,0.287
0.422,0.511,0.283
0.436,0.51,0.285
0.431,0.505,0.278
0.433,0.518,0.282
0.436,0.528,0.282
0.452,0.52,0.276
0.463,0.503,0.281
0.47,0.513,0.277
0.456,0.51,0.281
0.47,0.517,0.273
0.453,0.523,0.282
0.427,0.515,0.271
0.418,0.526,0.282
0.425,0.523,0.291
0.412,0.524,0.289
0.412,0.514,0.303
0.417,0.527,0.294
0.425,0.532,0.29
0.407,0.526,0.285
0.419,0.516,0.28
0.429,0.507,0.286
0.422,0.517,0.284
0.411,0.517,0.276
0.403,0.522,0.278
0.397,0.515,0.289
0.404,0.507,0.281
0.414,0.518,0.292
0.427,0.519,0.277
0.43,0.513,0.287
0.419,0.518,0.282
0.426,0.507,0.285
0.43,0.508,0.284
0.431,0.502,0.285
0.428,0.512,0.276
0.426,0.524,0.287
0.442,0.512,0.273
0.449,0.505,0.271
0.436,0.508,0.275
0.436,0.523,0.276
0.44,0.525,0.284
0.444,0.519,0.281
0.449,0.514,0.278
0.42,0.521,0.275
0.437,0.533,0.276
0.426,0.544,0.27
0.409,0.539,0.278
0.406,0.523,0.279
0.408,0.526,0.273
0.403,0.517,0.272
0.399,0.516,0.279
0.404,0.528,0.286
0.399,0.508,0.288
0.396,0.521,0.285
0.418,0.522,0.276
0.411,0.507,0.269
0.418,0.51,0.271
0.421,0.52,0.27
0.425,0.517,0.28
0.426,0.519,0.284
0.421,0.512,0.29
0.425,0.505,0.294
0.429,0.515,0.285
0.428,0.538,0.28
0.398,0.533,0.287
0.402,0.539,0.295
0.4,0.545,0.288
0.414,0.527,0.283
0.415,0.514,0.275
0.431,0.512,0.271
0.435,0.51,0.275
0.431,0.521,0.282
0.429,0.529,0.283
0.408,0.522,0.295
0.417,0.546,0.3
0.41,0.539,0.291
0.414,0.526,0.288
0.411,0.535,0.291
0.419,0.531,0.285
0.421,0.527,0.288
0.423,0.524,0.295
0.421,0.532,0.29
0.436,0.517,0.302
0.42,0.521,0.289
0.417,0.514,0.286
0.422,0.532,0.284
0.427,0.54,0.278
0.417,0.534,0.28
0.417,0.517,0.282
0.423,0.502,0.272
0.436,0.513,0.277
0.428,0.519,0.28
0.415,0.516,0.292
0.407,0.528,0.305
0.418,0.533,0.3
0.405,0.532,0.296
0.403,0.532,0.293
0.415,0.568,0.304
0.42,0.571,0.298
0.416,0.583,0.293
0.421,0.586,0.304
0.43,0.582,0.298
0.443,0.585,0.303
0.442,0.59,0.314
0.442,0.588,0.308
0.43,0.578,0.3
0.438,0.582,0.309
0.428,0.55,0.301
0.424,0.541,0.282
0.422,0.545,0.294
0.421,0.543,0.295
0.424,0.532,0.295
0.431,0.569,0.289
0.423,0.575,0.286
0.412,0.577,0.281
0.417,0.551,0.309
0.407,0.574,0.302
0.409,0.586,0.288
0.408,0.576,0.292
0.42,0.567,0.285
0.421,0.545,0.279
0.422,0.544,0.278
0.414,0.557,0.285
0.411,0.561,0.288
0.404,0.57,0.293
0.402,0.577,0.297
0.405,0.541,0.299
0.411,0.543,0.305
0.41,0.551,0.305
0.408,0.556,0.317
0.411,0.554,0.313
0.429,0.545,0.307
0.429,0.545,0.305
0.433,0.53,0.294
0.438,0.539,0.303
0.434,0.546,0.302
0.44,0.579,0.298
0.443,0.558,0.286
0.453,0.538,0.289
0.445,0.537,0.29
0.446,0.54,0.293
0.431,0.536,0.295
0.439,0.549,0.293
0.446,0.559,0.288
0.452,0.554,0.3
0.464,0.563,0.306
0.482,0.57,0.31
0.48,0.587,0.318
0.471,0.583,0.315
0.457,0.583,0.312
0.459,0.58,0.305
0.463,0.608,0.321
0.475,0.653,0.341
0.493,0.69,0.36
0.502,0.747,0.382
0.494,0.797,0.403
0.495,0.79,0.392
0.497,0.784,0.389
0.483,0.771,0.379
0.505,0.778,0.371
0.5,0.736,0.376
0.502,0.728,0.367
0.49,0.647,0.358
0.457,0.609,0.335
0.46,0.58,0.313
0.439,0.569,0.302
0.453,0.566,0.304
0.458,0.563,0.301
0.46,0.57,0.299
0.447,0.575,0.307
0.444,0.581,0.305
0.448,0.587,0.298
0.449,0.591,0.306
0.457,0.583,0.294
0.455,0.586,0.295
0.472,0.576,0.309
0.477,0.579,0.308
0.46,0.584,0.306
0.457,0.577,0.301
0.47,0.573,0.293
0.458,0.582,0.299
0.459,0.576,0.306
0.465,0.574,0.305
0.474,0.566,0.307
0.484,0.566,0.307
0.473,0.561,0.296
0.465,0.561,0.3
0.454,0.552,0.307
0.441,0.556,0.299
0.444,0.566,0.311
0.436,0.557,0.31
0.429,0.54,0.304
0.441,0.549,0.292
0.437,0.567,0.309
0.438,0.551,0.304
0.439,0.562,0.298
0.429,0.549,0.29
0.431,0.539,0.299
0.435,0.549,0.298
0.437,0.582,0.292
0.439,0.572,0.283
0.438,0.581,0.293
0.443,0.585,0.296
0.447,0.57,0.295
0.45,0.58,0.295
0.451,0.579,0.29
0.459,0.577,0.3
0.461,0.563,0.304
0.464,0.558,0.299
0.464,0.564,0.301
0.471,0.573,0.305
0.473,0.564,0.309
0.484,0.552,0.308
0.483,0.559,0.31
0.47,0.551,0.307
0.461,0.557,0.31
0.47,0.557,0.311
0.457,0.561,0.313
0.455,0.55,0.325
0.446,0.553,0.319
0.453,0.551,0.321
0.455,0.55,0.318
0.457,0.548,0.329
0.462,0.544,0.312
0.485,0.553,0.311
0.481,0.551,0.311
0.471,0.557,0.312
0.475,0.554,0.313
0.484,0.571,0.306
0.478,0.559,0.311
0.454,0.561,0.3
0.459,0.576,0.301
0.465,0.574,0.294
0.464,0.577,0.296
0.468,0.593,0.316
0.46,0.587,0.316
0.455,0.588,0.319
0.455,0.587,0.311
0.454,0.602,0.303
0.474,0.606,0.316
0.487,0.617,0.314
0.475,0.61,0.307
0.463,0.617,0.308
0.462,0.601,0.307
0.463,0.585,0.305
0.461,0.603,0.304
0.484,0.591,0.309
0.489,0.574,0.315
0.486,0.578,0.319
0.484,0.582,0.321
0.467,0.565,0.305
0.479,0.568,0.318
0.473,0.565,0.325
0.469,0.571,0.315
0.472,0.606,0.309
0.467,0.578,0.298
0.453,0.561,0.296
0.459,0.558,0.297
0.457,0.561,0.297
0.446,0.566,0.3
0.447,0.575,0.297
0.443,0.565,0.303
0.44,0.576,0.296
0.449,0.588,0.302
0.453,0.59,0.305
0.447,0.586,0.295
0.459,0.585,0.3
0.454,0.585,0.304
0.453,0.571,0.311
0.455,0.557,0.31
0.453,0.564,0.302
0.466,0.561,0.301
0.466,0.566,0.304
0.45,0.566,0.302
0.454,0.55,0.299
0.456,0.557,0.294
0.456,0.564,0.291
0.453,0.556,0.289
0.437,0.57,0.298
0.442,0.589,0.302
0.443,0.584,0.288
0.451,0.585,0.29
0.449,0.588,0.291
0.457,0.605,0.294
0.451,0.574,0.291
0.462,0.565,0.294
0.457,0.555,0.293
0.456,0.551,0.295
0.466,0.553,0.295
0.462,0.611,0.308
0.453,0.615,0.327
0.464,0.629,0.324
0.467,0.63,0.336
0.458,0.628,0.332
0.458,0.633,0.333
0.452,0.618,0.323
0.473,0.609,0.321
0.482,0.615,0.322
0.485,0.621,0.315
0.489,0.602,0.304
0.48,0.586,0.306
0.48,0.582,0.306
0.473,0.571,0.317
0.465,0.58,0.314
0.493,0.569,0.322
0.493,0.572,0.308
0.463,0.573,0.3
0.453,0.561,0.3
0.467,0.548,0.294
0.464,0.539,0.288
0.455,0.553,0.298
0.438,0.548,0.322
0.439,0.563,0.318
0.445,0.571,0.314
0.44,0.563,0.316
0.44,0.572,0.305
0.434,0.571,0.308
0.437,0.57,0.302
0.454,0.569,0.298
0.457,0.574,0.304
0.458,0.569,0.303
0.465,0.56,0.308
0.462,0.561,0.301
0.442,0.569,0.301
0.439,0.554,0.302
0.45,0.552,0.305
0.457,0.544,0.31
0.448,0.557,0.307
0.481,0.569,0.305
0.462,0.59,0.308
0.467,0.558,0.311
0.467,0.569,0.308
0.456,0.57,0.313
0.449,0.594,0.317
0.451,0.568,0.303
0.451,0.577,0.313
0.451,0.573,0.306
0.457,0.587,0.312
0.461,0.562,0.308
0.456,0.57,0.306
0.47,0.556,0.302
0.463,0.559,0.303
0.443,0.559,0.3
0.441,0.558,0.298
0.457,0.56,0.301
0.475,0.54,0.297
0.467,0.536,0.294
0.465,0.543,0.301
0.461,0.551,0.306
0.463,0.564,0.306
0.456,0.558,0.313
0.46,0.572,0.327
0.455,0.555,0.33
0.449,0.564,0.329
0.459,0.562,0.328
0.456,0.557,0.322
0.466,0.563,0.324
0.468,0.562,0.313
0.466,0.551,0.301
0.449,0.555,0.309
0.455,0.565,0.302
0.457,0.561,0.302
0.449,0.56,0.3
0.458,0.56,0.302
0.46,0.557,0.311
0.467,0.571,0.298
0.46,0.566,0.297
0.456,0.559,0.305
0.463,0.558,0.312
0.455,0.562,0.302
0.444,0.56,0.306
0.449,0.563,0.306
0.454,0.564,0.306
0.46,0.562,0.313
0.455,0.562,0.31
0.448,0.562,0.313
0.449,0.547,0.306
0.465,0.565,0.3
0.461,0.556,0.295
0.471,0.562,0.297
0.491,0.56,0.29
0.492,0.555,0.299
0.481,0.565,0.303
0.474,0.549,0.296
0.472,0.562,0.301
0.474,0.569,0.298
0.48,0.553,0.296
0.457,0.573,0.324
0.466,0.574,0.314
0.461,0.581,0.311
0.453,0.587,0.315
0.458,0.591,0.322
0.451,0.588,0.328
0.456,0.575,0.321
0.456,0.58,0.302
0.458,0.581,0.307
0.457,0.575,0.311
0.454,0.582,0.304
0.451,0.59,0.301
0.449,0.598,0.299
0.451,0.605,0.301
0.456,0.608,0.306
0.488,0.603,0.32
0.495,0.599,0.317
0.488,0.59,0.319
0.488,0.601,0.329
0.484,0.607,0.331
0.474,0.604,0.334
0.483,0.604,0.325
0.482,0.618,0.312
0.486,0.596,0.314
0.483,0.581,0.319
0.446,0.574,0.321
0.447,0.571,0.302
0.448,0.581,0.309
0.444,0.565,0.332
0.452,0.541,0.344
0.433,0.543,0.346
0.444,0.554,0.351
0.444,0.556,0.338
0.447,0.556,0.336
0.438,0.555,0.327
0.439,0.557,0.331
0.445,0.557,0.32
0.451,0.561,0.315
0.447,0.565,0.303
0.449,0.577,0.305
0.453,0.567,0.298
0.459,0.569,0.296
0.457,0.565,0.308
0.453,0.574,0.304
0.454,0.578,0.294
0.455,0.568,0.293
0.457,0.58,0.297
0.466,0.579,0.302
0.458,0.571,0.297
0.462,0.585,0.298
0.453,0.577,0.297
0.458,0.57,0.301
0.456,0.564,0.309
0.45,0.578,0.298
0.444,0.566,0.294
