group_history_insertion,collector_monitoring_information_bolt,status_metric_extraction
0.262,0.448,0.268
0.27,0.457,0.263
0.273,0.455,0.279
0.261,0.459,0.277
0.262,0.467,0.283
0.264,0.461,0.292
0.267,0.44,0.291
0.256,0.427,0.286
0.26,0.421,0.285
0.258,0.432,0.294
0.257,0.433,0.278
0.263,0.428,0.279
0.261,0.428,0.283
0.274,0.436,0.267
0.274,0.432,0.264
0.279,0.438,0.274
0.268,0.427,0.271
0.275,0.435,0.271
0.271,0.458,0.276
0.271,0.454,0.271
0.269,0.452,0.274
0.27,0.45,0.269
0.274,0.466,0.279
0.276,0.467,0.283
0.27,0.457,0.276
0.272,0.459,0.278
0.266,0.479,0.287
0.257,0.472,0.275
0.257,0.468,0.28
0.261,0.47,0.295
0.26,0.466,0.305
0.261,0.478,0.3
0.262,0.473,0.292
0.281,0.462,0.293
0.275,0.467,0.288
0.274,0.451,0.281
0.277,0.444,0.275
0.271,0.436,0.271
0.272,0.438,0.278
0.266,0.442,0.274
0.268,0.429,0.265
0.277,0.421,0.267
0.29,0.421,0.279
0.284,0.409,0.269
0.281,0.413,0.268
0.271,0.423,0.27
0.275,0.424,0.286
0.282,0.426,0.279
0.277,0.429,0.29
0.27,0.434,0.29
0.279,0.431,0.276
0.275,0.438,0.286
0.271,0.427,0.281
0.274,0.433,0.275
0.283,0.435,0.281
0.277,0.43,0.282
0.278,0.441,0.285
0.283,0.44,0.289
0.287,0.441,0.284
0.29,0.429,0.286
0.309,0.431,0.276
0.305,0.429,0.282
0.298,0.435,0.277
0.288,0.43,0.273
0.284,0.414,0.268
0.275,0.408,0.265
0.284,0.394,0.274
0.285,0.392,0.266
0.279,0.394,0.277
0.264,0.393,0.278
0.258,0.384,0.279
0.262,0.404,0.272
0.262,0.41,0.276
0.258,0.401,0.27
0.266,0.401,0.27
0.266,0.413,0.279
0.272,0.426,0.285
0.26,0.436,0.277
0.268,0.449,0.289
0.269,0.454,0.287
0.272,0.461,0.289
0.275,0.452,0.295
0.267,0.447,0.29
0.266,0.452,0.294
0.26,0.466,0.283
0.268,0.462,0.279
0.27,0.459,0.274
0.276,0.465,0.267
0.272,0.463,0.271
0.273,0.462,0.268
0.266,0.446,0.271
0.283,0.457,0.266
0.284,0.459,0.269
0.288,0.457,0.27
0.292,0.464,0.275
0.291,0.455,0.278
0.278,0.446,0.277
0.274,0.451,0.279
0.279,0.441,0.272
0.279,0.448,0.283
0.282,0.44,0.284
0.287,0.438,0.282
0.279,0.441,0.28
0.275,0.448,0.28
0.273,0.44,0.28
0.27,0.456,0.276
0.267,0.456,0.276
0.268,0.445,0.27
0.264,0.439,0.267
0.266,0.447,0.267
0.278,0.445,0.265
0.27,0.441,0.271
0.284,0.446,0.284
0.292,0.447,0.272
0.282,0.455,0.274
0.261,0.446,0.268
0.264,0.44,0.266
0.261,0.445,0.278
0.27,0.454,0.278
0.278,0.441,0.278
0.278,0.429,0.287
0.282,0.424,0.284
0.275,0.418,0.286
0.275,0.409,0.287
0.267,0.404,0.287
0.27,0.391,0.275
0.276,0.419,0.274
0.281,0.42,0.278
0.272,0.429,0.278
0.276,0.431,0.28
0.278,0.435,0.284
0.281,0.442,0.277
0.288,0.447,0.278
0.291,0.449,0.272
0.288,0.464,0.28
0.278,0.458,0.28
0.286,0.452,0.275
0.273,0.456,0.262
0.273,0.452,0.273
0.277,0.45,0.27
0.272,0.445,0.267
0.274,0.46,0.275
0.268,0.456,0.266
0.259,0.469,0.265
0.272,0.46,0.265
0.271,0.461,0.268
0.267,0.451,0.273
0.271,0.447,0.273
0.275,0.445,0.27
0.281,0.455,0.27
0.276,0.456,0.272
0.277,0.437,0.272
0.277,0.437,0.262
0.279,0.42,0.277
0.28,0.424,0.278
0.277,0.431,0.272
0.26,0.422,0.269
0.261,0.43,0.266
0.26,0.426,0.265
0.256,0.416,0.264
0.261,0.408,0.27
0.267,0.423,0.266
0.264,0.424,0.269
0.265,0.443,0.275
0.266,0.433,0.278
0.272,0.439,0.282
0.277,0.434,0.276
0.261,0.438,0.282
0.264,0.43,0.281
0.268,0.435,0.265
0.265,0.434,0.264
0.27,0.429,0.259
0.259,0.419,0.259
0.26,0.421,0.274
0.264,0.421,0.283
0.273,0.419,0.279
0.272,0.418,0.283
0.274,0.423,0.287
0.276,0.436,0.292
0.27,0.443,0.291
0.273,0.441,0.283
0.281,0.444,0.291
0.275,0.447,0.297
0.276,0.442,0.285
0.27,0.453,0.292
0.269,0.444,0.285
0.266,0.446,0.278
0.274,0.436,0.278
0.266,0.419,0.278
0.267,0.426,0.281
0.275,0.434,0.272
0.277,0.421,0.275
0.293,0.435,0.284
0.278,0.435,0.288
0.283,0.434,0.28
0.293,0.424,0.273
0.293,0.438,0.273
0.278,0.441,0.272
0.264,0.461,0.286
0.272,0.462,0.272
0.262,0.478,0.266
0.28,0.489,0.268
0.282,0.481,0.273
0.278,0.47,0.277
0.272,0.472,0.27
0.274,0.48,0.279
0.267,0.458,0.277
0.281,0.456,0.278
0.284,0.461,0.278
0.285,0.44,0.268
0.269,0.422,0.277
0.271,0.426,0.271
0.269,0.419,0.266
0.277,0.422,0.262
0.273,0.415,0.258
0.271,0.418,0.271
0.275,0.425,0.269
0.275,0.424,0.269
0.269,0.42,0.27
0.264,0.427,0.285
0.274,0.431,0.289
0.277,0.42,0.291
0.269,0.428,0.288
0.261,0.426,0.285
0.258,0.428,0.276
0.259,0.442,0.293
0.261,0.435,0.275
0.259,0.442,0.271
0.269,0.438,0.261
0.275,0.432,0.263
0.27,0.423,0.264
0.267,0.435,0.275
0.272,0.432,0.273
0.291,0.437,0.275
0.288,0.429,0.263
0.29,0.412,0.276
0.292,0.419,0.274
0.292,0.418,0.274
0.287,0.428,0.274
0.29,0.431,0.274
0.285,0.422,0.28
0.279,0.412,0.279
0.273,0.409,0.285
0.273,0.407,0.28
0.259,0.414,0.296
0.264,0.41,0.29
0.259,0.406,0.289
0.263,0.405,0.286
0.264,0.408,0.279
0.264,0.419,0.266
0.27,0.43,0.271
0.267,0.442,0.271
0.259,0.444,0.266
0.267,0.461,0.278
0.279,0.47,0.279
0.275,0.469,0.275
0.278,0.49,0.283
0.274,0.507,0.29
0.281,0.494,0.282
0.28,0.499,0.272
0.278,0.496,0.271
0.295,0.487,0.271
0.293,0.486,0.274
0.284,0.462,0.277
0.276,0.453,0.276
0.274,0.438,0.275
0.267,0.421,0.278
0.267,0.399,0.276
0.268,0.398,0.277
0.269,0.385,0.276
0.263,0.385,0.276
0.267,0.379,0.286
0.27,0.375,0.283
0.261,0.379,0.279
0.261,0.382,0.277
0.267,0.39,0.276
0.268,0.407,0.258
0.279,0.408,0.261
0.275,0.413,0.273
0.297,0.405,0.263
0.294,0.406,0.275
0.297,0.413,0.276
0.303,0.414,0.275
0.308,0.41,0.276
0.312,0.427,0.296
0.304,0.425,0.298
0.314,0.419,0.299
0.313,0.416,0.292
0.288,0.42,0.297
0.3,0.43,0.301
0.303,0.429,0.301
0.302,0.435,0.315
0.297,0.438,0.3
0.306,0.443,0.298
0.309,0.44,0.297
0.297,0.438,0.303
0.296,0.433,0.306
0.303,0.451,0.292
0.3,0.448,0.294
0.295,0.437,0.288
0.286,0.436,0.294
0.275,0.448,0.303
0.281,0.452,0.296
0.283,0.451,0.292
0.278,0.44,0.29
0.28,0.445,0.286
0.274,0.445,0.281
0.28,0.442,0.283
0.278,0.447,0.286
0.284,0.457,0.282
0.288,0.456,0.285
0.281,0.449,0.293
0.275,0.438,0.293
0.284,0.445,0.294
0.283,0.447,0.283
0.276,0.438,0.278
0.275,0.446,0.291
0.274,0.457,0.287
0.287,0.44,0.301
0.29,0.442,0.309
0.29,0.436,0.315
0.279,0.43,0.303
0.268,0.424,0.294
0.28,0.421,0.279
0.282,0.41,0.285
0.275,0.419,0.28
0.272,0.437,0.272
0.278,0.424,0.282
0.272,0.439,0.278
0.275,0.436,0.276
0.276,0.451,0.281
0.295,0.477,0.279
0.281,0.485,0.268
0.283,0.497,0.264
0.295,0.515,0.268
0.29,0.518,0.268
0.278,0.495,0.266
0.274,0.502,0.281
0.269,0.506,0.282
0.261,0.518,0.28
0.263,0.515,0.27
0.271,0.505,0.275
0.273,0.512,0.274
0.274,0.509,0.276
0.269,0.489,0.281
0.273,0.496,0.284
0.286,0.505,0.279
0.286,0.481,0.273
0.304,0.465,0.275
0.294,0.478,0.269
0.289,0.47,0.273
0.283,0.468,0.267
0.277,0.45,0.264
0.277,0.449,0.261
0.287,0.446,0.264
0.29,0.451,0.266
0.297,0.448,0.273
0.287,0.445,0.27
0.274,0.461,0.274
0.274,0.45,0.27
0.271,0.447,0.271
0.265,0.434,0.28
0.275,0.441,0.284
0.27,0.437,0.281
0.276,0.439,0.276
0.276,0.448,0.273
0.276,0.452,0.265
0.279,0.45,0.272
0.287,0.441,0.268
0.281,0.439,0.272
0.283,0.435,0.273
0.303,0.45,0.278
0.301,0.443,0.27
0.295,0.431,0.268
0.302,0.432,0.269
0.308,0.425,0.269
0.294,0.412,0.261
0.272,0.414,0.267
0.268,0.405,0.259
0.259,0.403,0.268
0.275,0.399,0.274
0.277,0.387,0.278
0.271,0.391,0.281
0.269,0.396,0.284
0.275,0.396,0.282
0.274,0.393,0.276
0.277,0.388,0.275
0.271,0.39,0.273
0.274,0.405,0.267
0.279,0.406,0.271
0.286,0.411,0.276
0.276,0.413,0.275
0.276,0.421,0.283
0.277,0.412,0.28
0.275,0.41,0.269
0.271,0.418,0.277
0.28,0.439,0.276
0.289,0.43,0.287
0.302,0.436,0.296
0.291,0.472,0.281
0.293,0.475,0.279
0.28,0.478,0.284
0.277,0.489,0.283
0.271,0.486,0.291
0.273,0.487,0.293
0.264,0.486,0.292
0.29,0.478,0.281
0.297,0.48,0.272
0.29,0.466,0.274
0.286,0.454,0.274
0.285,0.43,0.279
0.275,0.433,0.281
0.27,0.435,0.281
0.277,0.43,0.283
0.276,0.427,0.291
0.268,0.445,0.291
0.277,0.44,0.288
0.285,0.428,0.283
0.288,0.428,0.272
0.29,0.43,0.283
0.29,0.418,0.277
0.288,0.436,0.282
0.289,0.428,0.284
0.3,0.413,0.279
0.312,0.427,0.294
0.301,0.409,0.295
0.294,0.4,0.293
0.292,0.412,0.285
0.288,0.419,0.271
0.286,0.417,0.282
0.282,0.417,0.288
0.277,0.411,0.289
0.277,0.415,0.283
0.276,0.433,0.281
0.268,0.439,0.281
0.266,0.455,0.275
0.283,0.455,0.269
0.282,0.462,0.277
0.304,0.462,0.286
0.298,0.476,0.286
0.297,0.472,0.294
0.291,0.463,0.304
0.288,0.456,0.268
0.292,0.45,0.276
0.295,0.451,0.271
0.291,0.456,0.27
0.287,0.45,0.265
0.29,0.452,0.267
0.271,0.467,0.269
0.271,0.454,0.278
0.27,0.454,0.283
0.29,0.454,0.283
0.291,0.464,0.285
0.287,0.461,0.287
0.288,0.455,0.288
0.278,0.433,0.277
0.275,0.444,0.273
0.263,0.454,0.268
0.261,0.412,0.265
0.265,0.419,0.264
0.268,0.409,0.271
0.266,0.419,0.275
0.276,0.428,0.276
0.283,0.43,0.286
0.285,0.432,0.289
0.276,0.443,0.288
0.295,0.444,0.288
0.292,0.466,0.293
0.268,0.479,0.285
0.274,0.479,0.279
0.272,0.466,0.28
0.277,0.469,0.269
0.279,0.468,0.271
0.28,0.456,0.275
0.285,0.46,0.281
0.291,0.456,0.272
0.291,0.441,0.271
0.277,0.424,0.282
0.273,0.419,0.282
0.265,0.408,0.289
0.264,0.429,0.291
0.263,0.429,0.283
0.274,0.431,0.281
0.269,0.431,0.28
0.271,0.435,0.281
0.27,0.432,0.269
0.268,0.423,0.271
0.27,0.447,0.269
0.273,0.44,0.269
0.275,0.448,0.264
0.264,0.451,0.267
0.265,0.45,0.269
0.264,0.464,0.276
0.263,0.464,0.285
0.268,0.47,0.286
0.265,0.48,0.287
0.27,0.48,0.283
0.266,0.469,0.281
0.26,0.471,0.28
0.268,0.489,0.275
0.275,0.487,0.288
0.27,0.477,0.286
0.274,0.462,0.289
0.276,0.46,0.292
0.282,0.456,0.288
0.288,0.457,0.287
0.278,0.461,0.291
0.286,0.47,0.285
0.274,0.457,0.285
0.278,0.454,0.279
0.266,0.43,0.274
0.267,0.435,0.291
0.275,0.451,0.282
0.276,0.448,0.28
0.275,0.434,0.277
0.281,0.437,0.276
0.279,0.425,0.277
0.293,0.424,0.274
0.29,0.429,0.271
0.277,0.44,0.276
0.282,0.442,0.279
0.284,0.443,0.283
0.27,0.447,0.286
0.272,0.443,0.285
0.266,0.44,0.283
0.269,0.441,0.275
0.277,0.44,0.276
0.273,0.448,0.269
0.271,0.455,0.277
0.268,0.443,0.276
0.264,0.446,0.278
0.268,0.453,0.276
0.272,0.46,0.267
0.271,0.445,0.268
0.279,0.45,0.274
0.27,0.459,0.279
0.266,0.452,0.284
0.255,0.45,0.285
0.271,0.459,0.284
0.269,0.453,0.283
0.27,0.462,0.279
0.271,0.47,0.275
0.27,0.459,0.264
0.279,0.467,0.273
0.282,0.461,0.272
0.276,0.464,0.265
0.29,0.463,0.274
0.281,0.465,0.271
0.271,0.455,0.281
0.269,0.44,0.277
0.271,0.436,0.271
0.268,0.432,0.271
0.274,0.427,0.272
0.284,0.429,0.277
0.281,0.429,0.278
0.28,0.42,0.275
0.283,0.427,0.264
0.292,0.425,0.264
0.295,0.435,0.281
0.277,0.433,0.277
0.278,0.428,0.269
0.275,0.434,0.272
0.269,0.437,0.271
0.267,0.425,0.269
0.284,0.427,0.272
0.28,0.419,0.276
0.281,0.424,0.29
0.283,0.429,0.287
0.29,0.426,0.284
0.275,0.43,0.292
0.288,0.434,0.285
0.28,0.422,0.269
0.282,0.407,0.271
0.279,0.411,0.267
0.268,0.399,0.269
0.268,0.404,0.266
0.267,0.416,0.266
0.269,0.413,0.276
0.274,0.412,0.277
0.27,0.41,0.276
0.265,0.421,0.283
0.272,0.432,0.28
0.27,0.441,0.283
0.279,0.443,0.288
0.273,0.439,0.289
0.284,0.453,0.287
0.269,0.433,0.291
0.27,0.443,0.291
0.271,0.446,0.288
0.286,0.449,0.284
0.284,0.462,0.288
0.287,0.458,0.293
0.29,0.47,0.289
0.286,0.463,0.287
0.291,0.463,0.279
0.295,0.445,0.294
0.288,0.448,0.287
0.285,0.426,0.281
0.285,0.436,0.28
0.297,0.437,0.276
0.3,0.458,0.286
0.296,0.432,0.288
0.29,0.438,0.275
0.277,0.445,0.275
0.278,0.43,0.273
0.297,0.447,0.266
0.293,0.447,0.277
0.286,0.455,0.282
0.291,0.456,0.289
0.281,0.426,0.282
0.276,0.426,0.284
0.278,0.423,0.276
0.278,0.432,0.281
0.278,0.422,0.269
0.273,0.424,0.271
0.275,0.436,0.273
0.272,0.439,0.27
0.271,0.433,0.269
0.263,0.424,0.271
0.268,0.435,0.267
0.268,0.442,0.267
0.274,0.45,0.267
0.279,0.436,0.27
0.272,0.443,0.276
0.267,0.44,0.282
0.269,0.439,0.284
0.263,0.453,0.275
0.259,0.447,0.278
0.268,0.465,0.279
0.272,0.452,0.275
0.279,0.444,0.274
0.271,0.423,0.275
0.271,0.428,0.273
0.265,0.423,0.285
0.266,0.426,0.28
0.27,0.43,0.283
0.266,0.413,0.273
0.278,0.414,0.276
0.266,0.419,0.273
0.267,0.419,0.278
0.257,0.413,0.285
0.27,0.421,0.293
0.266,0.435,0.287
0.265,0.458,0.292
0.27,0.463,0.291
0.271,0.464,0.283
0.277,0.468,0.278
0.27,0.458,0.275
0.278,0.454,0.283
0.272,0.46,0.28
0.269,0.456,0.28
0.261,0.465,0.282
0.265,0.444,0.274
0.265,0.444,0.272
0.263,0.416,0.267
0.265,0.407,0.275
0.275,0.406,0.259
0.272,0.418,0.259
0.286,0.427,0.266
0.281,0.436,0.27
0.277,0.434,0.259
0.291,0.457,0.261
0.286,0.461,0.261
0.277,0.459,0.263
0.274,0.461,0.278
0.279,0.468,0.271
0.276,0.475,0.279
0.27,0.475,0.281
0.273,0.469,0.28
0.276,0.474,0.284
0.283,0.461,0.276
0.279,0.448,0.273
0.3,0.45,0.285
0.295,0.435,0.287
0.269,0.433,0.287
0.269,0.453,0.276
0.291,0.444,0.279
0.289,0.439,0.273
0.287,0.434,0.279
0.283,0.446,0.28
0.287,0.445,0.286
0.284,0.458,0.291
0.283,0.471,0.282
0.283,0.477,0.287
0.289,0.481,0.279
0.297,0.468,0.292
0.294,0.475,0.28
0.287,0.47,0.278
0.277,0.471,0.296
0.271,0.456,0.292
0.272,0.438,0.294
0.28,0.429,0.287
0.29,0.424,0.281
0.281,0.416,0.276
0.271,0.43,0.275
0.276,0.428,0.286
0.274,0.42,0.281
0.274,0.418,0.273
0.274,0.43,0.28
0.267,0.419,0.286
0.279,0.426,0.28
0.291,0.441,0.278
0.283,0.449,0.283
0.299,0.452,0.276
0.297,0.437,0.274
0.292,0.45,0.277
0.288,0.469,0.28
0.288,0.482,0.278
0.291,0.478,0.279
0.275,0.472,0.28
0.277,0.477,0.279
0.281,0.464,0.276
0.278,0.463,0.273
0.273,0.462,0.271
0.266,0.461,0.274
0.273,0.44,0.275
0.267,0.428,0.274
0.269,0.42,0.275
0.275,0.426,0.281
0.277,0.44,0.278
0.274,0.435,0.278
0.273,0.453,0.271
0.277,0.461,0.279
0.282,0.451,0.284
0.284,0.449,0.281
0.287,0.454,0.287
0.28,0.449,0.289
0.292,0.447,0.283
0.292,0.441,0.281
0.295,0.434,0.285
0.302,0.436,0.281
0.295,0.452,0.293
0.289,0.458,0.291
0.292,0.458,0.293
0.299,0.469,0.32
0.301,0.482,0.31
0.286,0.514,0.31
0.286,0.505,0.31
0.281,0.504,0.307
0.287,0.499,0.297
0.291,0.5,0.299
0.294,0.494,0.294
0.302,0.478,0.287
0.295,0.484,0.293
0.302,0.463,0.284
0.312,0.453,0.301
0.324,0.437,0.309
0.317,0.44,0.308
0.308,0.435,0.304
0.298,0.428,0.303
0.3,0.428,0.309
0.296,0.438,0.31
0.283,0.443,0.316
0.284,0.446,0.311
0.284,0.463,0.311
0.285,0.445,0.319
0.293,0.445,0.312
0.286,0.45,0.3
0.293,0.45,0.311
0.291,0.449,0.303
0.295,0.44,0.296
0.305,0.435,0.289
0.31,0.447,0.289
0.299,0.44,0.292
0.317,0.444,0.302
0.317,0.458,0.295
0.294,0.444,0.307
0.301,0.441,0.297
0.312,0.438,0.295
0.305,0.445,0.287
0.305,0.45,0.303
0.301,0.464,0.31
0.29,0.454,0.307
0.289,0.464,0.307
0.288,0.456,0.303
0.293,0.457,0.292
0.289,0.45,0.313
0.289,0.457,0.303
0.296,0.466,0.294
0.289,0.464,0.294
0.295,0.464,0.289
0.297,0.441,0.287
0.301,0.43,0.292
0.29,0.431,0.29
0.284,0.438,0.281
0.297,0.44,0.286
0.292,0.447,0.303
0.291,0.453,0.304
0.284,0.46,0.302
0.286,0.456,0.3
0.293,0.47,0.296
0.299,0.478,0.294
0.294,0.466,0.288
0.291,0.457,0.302
0.286,0.448,0.301
0.301,0.441,0.298
0.301,0.425,0.3
0.31,0.456,0.288
0.313,0.446,0.284
0.309,0.45,0.277
0.3,0.449,0.294
0.293,0.465,0.287
0.294,0.469,0.288
0.291,0.467,0.284
0.29,0.461,0.297
0.304,0.466,0.291
0.311,0.462,0.291
0.314,0.461,0.289
0.296,0.475,0.29
0.289,0.475,0.289
0.296,0.476,0.285
0.293,0.479,0.287
0.271,0.481,0.28
0.283,0.477,0.301
0.293,0.48,0.295
0.282,0.469,0.298
0.291,0.464,0.292
0.286,0.474,0.297
0.284,0.457,0.293
0.297,0.464,0.298
0.294,0.465,0.302
0.298,0.459,0.307
0.294,0.463,0.326
0.299,0.45,0.326
0.306,0.445,0.309
0.3,0.455,0.308
0.293,0.456,0.296
0.295,0.456,0.296
0.29,0.479,0.291
0.296,0.464,0.292
0.292,0.471,0.293
0.287,0.451,0.29
0.296,0.467,0.287
0.294,0.456,0.303
0.295,0.459,0.307
0.29,0.447,0.305
0.296,0.439,0.301
0.294,0.436,0.305
0.295,0.445,0.296
0.31,0.437,0.301
0.308,0.442,0.293
0.299,0.442,0.289
0.307,0.433,0.281
0.307,0.438,0.286
0.301,0.436,0.302
0.305,0.432,0.31
0.319,0.433,0.313
0.285,0.432,0.312
0.301,0.429,0.287
0.309,0.427,0.289
0.301,0.436,0.287
0.304,0.433,0.294
0.299,0.428,0.289
0.297,0.42,0.289
0.301,0.425,0.291
0.291,0.437,0.296
0.29,0.431,0.322
0.291,0.44,0.319
0.283,0.455,0.316
0.288,0.458,0.31
0.299,0.462,0.314
0.295,0.453,0.311
0.301,0.466,0.319
0.305,0.474,0.307
0.308,0.482,0.3
0.302,0.482,0.304
0.292,0.493,0.304
0.285,0.514,0.301
0.285,0.491,0.298
0.29,0.488,0.302
0.292,0.5,0.294
0.298,0.496,0.3
0.281,0.492,0.314
0.288,0.481,0.312
0.292,0.484,0.314
0.297,0.482,0.311
0.3,0.477,0.31
0.293,0.455,0.298
0.288,0.457,0.286
0.301,0.453,0.287
0.3,0.462,0.294
0.302,0.47,0.302
0.294,0.46,0.304
0.291,0.451,0.331
0.301,0.475,0.327
0.288,0.473,0.329
0.29,0.458,0.334
