timestamp,memory_usage_Portal,cpu_usage_Portal,Physical_Memory_prct_used_Portal,cpu_prct_used_Portal,0_C_read_Portal,memory_usage_VDI,cpu_usage_VDI,Physical_Memory_prct_used_VDI,cpu_prct_used_VDI,0_C_read_VDI,Chargement_portail,Chargement_IE,Default_Transaction
2023-04-06 19:55:00,1.3,0.0,52.0,2.373957,0.0,2.4,0.0,62.400668,5.35,0.0,2.192,29.5225,70.957
2023-04-06 20:00:00,1.3,0.0,52.0,2.84975,0.0,2.4,0.0,62.400668,6.25,0.0,2.72,44.351000000000006,86.729
2023-04-06 20:05:00,1.3,0.0,52.0,2.45,0.0,2.4,0.0,62.0,5.55,0.0,2.8160000000000003,25.411,68.53699999999999
2023-04-06 20:10:00,1.3,0.0,52.0,2.35,0.0,2.4,0.0,61.6,4.75,0.0,2.843429,19.999571,63.339286
2023-04-06 20:15:00,1.3,0.0,52.0,2.525,0.0,2.4,0.0,62.3,5.05,0.0,2.749,20.466,64.233
2023-04-06 20:20:00,1.3,0.0,52.2,2.125,0.0,2.4,0.0,62.7,5.053422,0.0,2.749,20.466,64.233
2023-04-06 20:25:00,1.3,0.0,52.2,2.3,0.0,2.4,0.0,61.8,5.7545910000000005,0.0,2.7462310000000003,17.855538,60.994385
2023-04-06 20:30:00,1.3,0.0,52.0,2.7,0.0,2.4,0.0,61.400668,5.9,0.0,2.7430000000000003,14.81,57.216
2023-04-06 20:35:00,1.3,0.0,52.0,2.375,0.0,2.4,0.0,62.702838,5.2,0.0,1.6880000000000002,15.919,58.057
2023-04-06 20:40:00,1.3,0.0,52.0,2.1,0.0,2.4,0.0,62.901503000000005,4.95576,0.0,1.6880000000000002,15.919,58.057
2023-04-06 20:45:00,1.3,0.0,52.0,2.425,0.0,2.4,0.0,61.599332,4.605175,0.0,1.6595,13.890999999999998,55.4725
2023-04-06 20:50:00,1.3,0.0,52.0,2.4,0.0,2.4,0.0,61.799666,4.6,0.0,1.631,11.863,52.888000000000005
2023-04-06 20:55:00,1.3,0.0,52.0,2.275,0.0,2.4,0.0,63.202003000000005,5.3,0.0,2.1825,11.7515,53.6925
2023-04-06 21:00:00,1.3,0.0,52.0,2.7,0.0,2.4,0.0,63.202003000000005,6.054257,0.0,2.734,11.64,54.497
2023-04-06 21:05:00,1.3,0.0,52.0,2.67571,0.0,2.4,0.0,62.0,6.004174,0.0,2.775,16.81,61.971
2023-04-06 21:10:00,1.3,0.0,52.0,2.425292,0.0,2.4,0.0,61.9,5.305509,0.0,2.775,16.81,61.971
2023-04-06 21:15:00,1.3,0.0,52.0,2.475793,0.0,2.4,0.0,62.6,4.7545910000000005,0.0,2.758714,15.945143,59.282143000000005
2023-04-06 21:20:00,1.3,0.0,52.0,2.350584,0.0,2.4,0.0,62.7,4.75,0.0,2.756,15.800999999999998,58.834
2023-04-06 21:25:00,1.3,0.0,52.0,2.325,0.0,2.4,0.0,61.8,5.65,0.0,2.7460000000000004,15.418,57.74
2023-04-06 21:30:00,1.3,0.0,52.0,2.47621,0.0,2.4,0.0,61.7,5.556761,0.0,2.7460000000000004,15.418,57.74
2023-04-06 21:35:00,1.3,0.0,52.0,2.3510020000000003,0.0,2.4,0.0,62.6,4.755426,0.0,2.7555,16.169,58.782
2023-04-06 21:40:00,1.3,0.0,52.0,2.175,0.0,2.4,0.0,62.7,4.95,0.0,2.765,16.92,59.824
2023-04-06 21:45:00,1.3,0.0,52.0,2.3,0.0,2.4,0.0,62.0,4.95,0.0,1.5530000000000002,15.848,56.486
2023-04-06 21:50:00,1.3,0.0,52.0,2.35,0.0,2.4,0.0,62.0,4.8,0.0,1.5530000000000002,15.848,56.486
2023-04-06 21:55:00,1.3,0.0,52.0,2.35,0.0,2.4,0.0,63.00166899999999,5.2,0.0,2.1505,15.658,57.3815
2023-04-06 22:00:00,1.3,0.0,52.0,2.625,0.0,2.4,0.0,63.0,7.05,956.37596,2.748,15.468,58.277
2023-04-06 22:05:00,1.3,1.5,52.5,12.725,10312.268,2.45,5.6,61.5,30.4,9378.534181,2.909,16.427,63.1775
2023-04-06 22:10:00,1.3,7.0,52.6,25.1,11211.33,2.5,19.4,61.3,53.9,10971.441135,3.07,17.386,68.078
2023-04-06 22:15:00,1.3,8.3,51.6,27.499165,1271.338,2.5,20.4,62.196995,50.6,4019.385,3.018,20.978667,82.21799999999999
2023-04-06 22:20:00,1.3,7.0,51.2,27.323873,1450.082,2.5,15.008347,64.0,49.249583,5155.594,3.003143,22.005143,86.258
2023-04-06 22:25:00,1.3,11.0,51.2,27.625,2927.153289,2.5,22.921536,64.8,54.959098,5199.982,2.986,25.451,82.662
2023-04-06 22:30:00,1.3,10.8,51.0,27.3,2721.188013,2.5,30.784641,63.5,55.45,2714.098,2.986,25.451,82.662
2023-04-06 22:35:00,1.3,5.0,51.0,26.0,1678.4489999999998,2.5,29.682805,62.2,52.6,5078.259,2.83,20.355,70.429
2023-04-06 22:40:00,1.3,2.4,51.3,25.725,1544.609,2.5,21.6,62.4,48.9,5501.683000000001,2.83,20.355,70.429
2023-04-06 22:45:00,1.3,3.3,52.4,27.425,908.020401,2.5,15.0,65.2,45.35,2283.97414,2.929,20.0755,100.061
2023-04-06 22:50:00,1.3,5.1,54.1,28.05,3786.891519,2.5,15.2,70.0,50.85,848.6018529999999,3.028,19.796,129.69299999999998
2023-04-06 22:55:00,1.3,10.2,55.0,27.175,5408.509,2.5,22.5,69.5,59.5,5579.015,3.028,19.796,129.69299999999998
2023-04-06 23:00:00,1.440234,10.7,55.2,29.175,2005.759,2.47,30.5,65.3,58.95,8773.701,2.674,20.447,81.685
2023-04-06 23:05:00,1.390317,4.25,55.7,29.175,648.554,2.42,19.8,63.8,57.0,8268.123,3.7925,28.267,88.209
2023-04-06 23:10:00,1.2,2.2,56.100167000000006,27.95,801.078,2.45,19.25,62.599332,58.25,13201.783,4.9110000000000005,36.087,94.733
2023-04-06 23:15:00,1.2,2.5,56.801336,28.05,809.413,2.5,28.0,61.898164,56.05,10514.817,3.87,29.379,83.4705
2023-04-06 23:20:00,1.2,4.2,57.2,28.652337,1123.354775,2.5,23.5,61.7,36.1,2245.206,2.829,22.671,72.208
2023-04-06 23:25:00,1.25,8.8,56.00166899999999,29.453673,7498.931736,2.5,9.9,61.2,10.9,286.267112,2.829,22.671,72.208
2023-04-06 23:30:00,1.32,11.4,54.398998,28.475,14561.723,2.5,0.8,60.8,7.0,299.058431,2.829,22.671,72.208
2023-04-06 23:35:00,1.32,11.3,52.901503000000005,28.325,12723.909,2.5,0.0,60.8,8.3,72.939,2.8865,18.7275,70.4865
2023-04-06 23:40:00,1.3,10.005008,52.0,28.15025,7097.1,2.5,0.0,61.0,5.2,0.0,2.944,14.784,68.765
2023-04-06 23:45:00,1.3,7.901503,51.8,27.449415,2696.949,2.5,0.0,61.0,4.05,0.0,2.8855,19.882,69.499
2023-04-06 23:50:00,1.3,5.704508000000001,51.8,27.049666,1115.668848,2.5,0.0,61.0,5.8,0.0,2.827,24.98,70.233
2023-04-06 23:55:00,1.3,4.502504,52.2,27.425,1032.066511,2.5,0.0,61.0,6.908180000000001,0.0,2.849,17.133,60.387
2023-04-07 00:00:00,1.3,4.7,52.9,29.3,3145.019,2.5,0.0,61.0,6.056761,24.862,2.849,17.133,60.387
2023-04-07 00:05:00,1.3,5.9966610000000005,53.3,18.525,2658.705175,2.5,0.0,61.3,6.15,24.862,2.762,15.765999999999998,58.42
2023-04-07 00:10:00,1.3,4.193656,53.2,12.317195,826.282137,2.5,0.0,61.3,5.3,0.0,2.762,15.765999999999998,58.42
2023-04-07 00:15:00,1.3,5.1,52.8,22.208681,2339.042755,2.5,0.0,61.801336,5.3,0.0,2.7685,13.29,56.185
2023-04-07 00:20:00,1.3,7.0,51.7,14.025,1512.760618,2.5,0.0,61.801336,6.005008,0.0,2.775,10.814,53.95
2023-04-07 00:25:00,1.3,2.4,51.0,2.35,0.0,2.5,0.0,61.0,6.005008,74.123,2.764,16.155,59.248000000000005
2023-04-07 00:30:00,1.3,0.0,51.0,2.426127,0.0,2.5,0.0,61.0,5.25,74.123,2.764,16.155,59.248000000000005
2023-04-07 00:35:00,1.3,0.0,51.0,2.451169,0.0,2.5,0.0,61.0,4.503339,0.0,2.7585,16.0085,58.952
2023-04-07 00:40:00,1.3,0.0,51.0,2.725,9.958,2.5,0.0,61.0,4.408027,0.0,2.753,15.862,58.656000000000006
2023-04-07 00:45:00,1.3,0.0,51.0,2.5,9.958,2.5,0.0,61.0,4.304674,48.034057,2.211,17.7225,59.7555
2023-04-07 00:50:00,1.3,0.0,51.0,2.299331,0.0,2.5,0.0,61.0,5.0,47.95399999999999,1.669,19.583,60.855
2023-04-07 00:55:00,1.3,0.0,51.0,2.324708,0.0,2.5,0.0,61.8,5.35,0.0,2.359667,13.717,55.251000000000005
2023-04-07 01:00:00,1.3,0.0,51.0,3.475,0.0,2.5,0.0,61.801336,5.55,0.0,2.625308,11.460846,53.095615
2023-04-07 01:05:00,1.3,0.2,51.3,4.025,7.965,2.5,0.2003339999999999,61.100167000000006,6.186978,324.675,2.705,10.784,52.449
2023-04-07 01:10:00,1.3,0.5,51.6,3.0,190.854,2.5,0.5,61.499165000000005,5.943144,324.675,2.947,20.752,62.783
2023-04-07 01:15:00,1.3,0.3,51.3,2.425,182.889,2.5,0.3,62.200334,5.505843,0.0,2.8818,18.556,60.8418
2023-04-07 01:20:00,1.3,0.0,51.398998,2.45,0.0,2.5,0.0,61.8,4.85,0.0,2.82475,16.6345,59.14325
2023-04-07 01:25:00,1.3,0.0,51.699499,2.325,0.0,2.5,0.0,61.0,4.75,0.0,2.878,15.675999999999998,58.239
2023-04-07 01:30:00,1.3,0.0,51.6,2.125626,0.0,2.5,0.0,61.0,4.75,0.0,2.878,15.675999999999998,58.239
2023-04-07 01:35:00,1.3,0.0,51.8,2.370819,0.0,2.5,0.0,61.8,5.5,0.0,2.8325,15.2065,58.1465
2023-04-07 01:40:00,1.3,0.0,51.8,2.595159,0.0,2.5,0.0,61.8,5.65,0.0,2.787,14.737,58.054
2023-04-07 01:45:00,1.3,0.0,51.6,2.875,0.0,2.5,0.0,61.0,4.95,0.0,2.7675,15.3845,58.2055
2023-04-07 01:50:00,1.3,0.0,51.8,2.675,0.0,2.5,0.0,61.0,4.85,0.0,2.748,16.032,58.357
2023-04-07 01:55:00,1.3,0.0,52.0,2.2,0.0,2.5,0.0,61.8,4.776294,0.0,2.9210000000000003,11.909,56.08
2023-04-07 02:00:00,1.3,0.0,52.0,2.55,0.0,2.5,0.0,62.297162,5.577629,0.0,2.9210000000000003,11.909,56.08
2023-04-07 02:05:00,1.3,0.0,52.0,2.25,0.0,2.5,0.0,61.495826,5.706176999999999,0.0,2.268594,13.244355,56.478053
2023-04-07 02:10:00,1.3,0.0,52.0,1.975,0.0,2.5,0.0,61.0,5.355593,1.531,1.618,14.576,56.875
2023-04-07 02:15:00,1.3,0.2003339999999999,52.0,11.3,984.981,2.5,0.0,61.8,5.35,1.531,2.184,12.6265,54.5625
2023-04-07 02:20:00,1.3,2.098662,52.0,17.6,1965.419,2.5,0.0,62.1,5.0,0.0,2.75,10.677,52.25
2023-04-07 02:25:00,1.3,2.498328,52.0,8.775,980.438,2.5,0.0,61.3,4.755426,0.0,2.784,11.924,56.12
2023-04-07 02:30:00,1.3,0.599332,52.0,2.325,0.0,2.5,0.0,61.0,4.805509,0.0,2.784,11.924,56.12
2023-04-07 02:35:00,1.3,0.0,52.0,2.125,0.0,2.5,0.0,61.8,5.85,0.0,2.8680000000000003,11.345,54.4985
2023-04-07 02:40:00,1.3,0.0,52.0,2.425,0.0,2.5,0.0,62.1,5.65,0.0,2.952,10.765999999999998,52.877
2023-04-07 02:45:00,1.3,0.0,52.0,2.4,0.0,2.5,0.0,61.3,5.05,0.0,2.878398,13.840770999999998,56.32779300000001
2023-04-07 02:50:00,1.3,0.0,52.0,2.1,0.0,2.5,0.0,61.0,5.05,0.0,2.805,16.907,59.769
2023-04-07 02:55:00,1.3,0.0,52.0,2.15,0.0,2.5,0.0,61.8,4.6861440000000005,0.0,2.754,15.880999999999998,58.379
2023-04-07 03:00:00,1.3,0.0,52.0,2.625,0.0,2.5,0.0,62.3,5.687812999999999,0.0,2.754,15.880999999999998,58.379
2023-04-07 03:05:00,1.3,0.0,52.0,2.525,0.0,2.5,0.0,61.5,5.75,0.0,2.7260000000000004,15.7855,58.0175
2023-04-07 03:10:00,1.3,0.0,52.0,2.175,0.0,2.5,0.0,61.0,4.9,0.0,2.698,15.69,57.656000000000006
2023-04-07 03:15:00,1.3,0.0,52.0,2.525459,0.0,2.5,0.0,61.9,5.3,0.0,2.6985,15.118,57.115
2023-04-07 03:20:00,1.3,0.0,52.0,2.426839,0.0,2.5,0.0,62.4,5.404841,0.0,2.699,14.546,56.574
2023-04-07 03:25:00,1.3,0.0,52.0,2.176127,0.0,2.5,0.0,61.5,4.753756,0.0,2.753,15.854,58.247
2023-04-07 03:30:00,1.3,0.0,52.0,2.125,0.0,2.5,0.0,61.2,4.552588,0.0,2.753,15.854,58.247
2023-04-07 03:35:00,1.3,0.0,52.0,2.125209,0.0,2.5,0.0,61.5,5.7545910000000005,0.0,2.1915,15.706,57.3755
2023-04-07 03:40:00,1.3,0.0,52.0,2.224916,0.0,2.5,0.0,61.3,5.75,0.0,1.63,15.558,56.504
2023-04-07 03:45:00,1.3,0.0,52.0,2.299666,0.0,2.5,0.0,61.6,4.85,0.0,1.5930000000000002,16.247,57.302
2023-04-07 03:50:00,1.3,0.0,52.0,2.375,0.0,2.5,0.0,61.8,4.95,0.0,1.556,16.936,58.1
2023-04-07 03:55:00,1.3,0.0,52.0,2.35,0.0,2.5,0.0,61.3,4.755426,0.0,2.862,15.861,58.198
2023-04-07 04:00:00,1.3,0.0,52.0,2.525,0.0,2.5,0.0,61.2,5.456594,0.0,2.862,15.861,58.198
2023-04-07 04:05:00,1.3,0.3,52.3,2.825,0.0,2.5,0.2,61.9,6.35,0.0,2.785,13.789,56.1205
2023-04-07 04:10:00,1.3,0.5,52.4,2.75,0.0,2.5,0.5,62.3,5.95,0.0,2.708,11.717,54.043
2023-04-07 04:15:00,1.3,0.2,52.1,2.425,0.0,2.5,0.3,62.0,5.55,0.0,2.7455,13.798,56.529
2023-04-07 04:20:00,1.3,0.0,52.0,2.275459,0.0,2.5,0.0,61.8,5.354758,0.0,2.783,15.879,59.015
2023-04-07 04:25:00,1.3,0.0,52.0,2.475793,0.0,2.5,0.0,61.9,4.853923,0.0,2.892,15.616,58.612
2023-04-07 04:30:00,1.3,0.0,52.0,2.5,0.0,2.5,0.0,61.8,4.55,0.0,2.892,15.616,58.612
2023-04-07 04:35:00,1.3,0.0,52.100167,2.225,0.0,2.5,0.0,61.3,5.65,0.0,2.2955,13.687,55.853
2023-04-07 04:40:00,1.3,0.0,52.200334000000005,2.3,0.0,2.5,0.0,61.2,5.75,0.0,1.699,11.758,53.094
2023-04-07 04:45:00,1.3,0.0,52.3,2.375,0.0,2.5,0.0,61.9,4.8,0.0,2.231,13.232,55.043
2023-04-07 04:50:00,1.3,0.0,52.2,2.149833,0.0,2.5,0.0,62.100167000000006,4.75,0.0,2.763,14.706,56.992
2023-04-07 04:55:00,1.3,0.0,52.0,2.224958,0.0,2.5,0.0,61.599332,4.8,0.0,2.784,10.792,53.703
2023-04-07 05:00:00,1.3,0.0,52.0,2.7,0.0,2.5,0.0,61.499165000000005,5.65,0.0,2.784,10.792,53.703
2023-04-07 05:05:00,1.3,0.0,52.100167,2.7,0.0,2.5,0.0,61.198997,3.25,82.039,2.784,10.792,53.703
2023-04-07 05:10:00,1.3,0.0,52.200334000000005,2.45,0.0,2.5,0.0,61.0,4.45,82.039,2.7510000000000003,10.788,53.347
2023-04-07 05:15:00,1.3,0.0,52.2,2.5,0.0,2.5,0.0,61.1,6.65,0.0,2.7510000000000003,10.788,53.347
2023-04-07 05:20:00,1.3,0.0,52.5,2.3,0.0,2.5,0.0,61.3,5.2,0.0,2.7510000000000003,10.788,53.347
2023-04-07 05:25:00,1.3,0.0,52.4,2.124374,0.0,2.5,0.0,61.8,5.3,0.0,2.732,13.2555,55.783
2023-04-07 05:30:00,1.3,0.0,52.0,2.348662,0.0,2.5,0.0,61.9,4.75,0.0,2.713,15.723,58.219
2023-04-07 05:35:00,1.3,0.0,52.4,2.499165,0.0,2.5,0.0,61.599332,5.579299,0.0,1.534,16.721,57.089
2023-04-07 05:40:00,1.3,0.0,52.5,2.325,0.0,2.5,0.0,61.29883100000001,5.579299,0.0,1.534,16.721,57.089
2023-04-07 05:45:00,1.3,0.0,52.1,2.275,8.39,2.5,0.0,61.0,3.25,0.0,1.5485,20.25,62.81399999999999
2023-04-07 05:50:00,1.3,0.0,52.0,2.25,8.39,2.5,0.0,61.2,4.904007,0.0,1.5630000000000002,23.779,68.539
2023-04-07 05:55:00,1.3,0.0,52.0,2.225,0.0,2.5,0.0,61.2,6.25626,0.0,2.323,18.321,61.135
2023-04-07 06:00:00,1.28,0.0,52.0,3.702421,593.555,2.44,1.497914,62.9,7.35,2695.726,2.7030000000000003,15.592,57.433
2023-04-07 06:05:00,1.23,0.0,52.100167,3.655518,594.5459099999999,2.38,2.6994990000000003,64.100167,8.45,2781.078,2.7525,22.716,66.4185
2023-04-07 06:10:00,1.2,0.083333,52.200334000000005,2.426127,0.0,2.39,1.75,62.196995,6.255426,85.352,2.802,29.84,75.404
2023-04-07 06:15:00,1.2,0.1,52.1,2.5,0.0,2.4,0.9,61.0,5.253756,2196.54,2.063333,20.540667000000003,63.878
2023-04-07 06:20:00,1.2,0.0,52.0,2.3,0.0,2.4,0.7,61.2,5.8,2196.54,1.694,15.890999999999998,58.115
2023-04-07 06:25:00,1.2,0.0,52.0,2.2,0.0,2.4,0.3,61.200334,5.95,0.0,1.658,15.3635,57.4065
2023-04-07 06:30:00,1.2,0.0,52.0,2.225,0.0,2.4,0.0,61.0,4.9,0.0,1.622,14.836,56.698
2023-04-07 06:35:00,1.2,0.0,52.0,2.325,0.0,2.4,0.0,61.601002,5.6,11.011,1.6269999999999998,15.773,56.849
2023-04-07 06:40:00,1.2,0.0,52.0,2.475,0.0,2.4,0.0,61.6,5.45,11.011,1.6269999999999998,15.773,56.849
2023-04-07 06:45:00,1.2,0.0,52.0,2.45,0.0,2.4,0.0,61.0,4.525876,0.0,2.1875,15.2945,57.338
2023-04-07 06:50:00,1.2,0.0,52.0,2.17571,0.0,2.4,0.0,61.0,4.776294,0.0,2.748,14.816,57.827
2023-04-07 06:55:00,1.2,0.0,52.0,2.300918,0.0,2.4,0.0,61.2,4.9,0.0,2.164,15.314,57.6565
2023-04-07 07:00:00,1.2,0.0,52.0,2.825,0.0,2.4,0.0,61.2,5.5,0.0,1.58,15.812,57.486
2023-04-07 07:05:00,1.2,0.1,52.0,2.825,0.0,2.4,0.1,61.1,6.35,0.0,2.878,16.159000000000002,59.703
2023-04-07 07:10:00,1.2,0.4991649999999999,52.298831,2.525,0.0,2.4,0.5,61.4,5.606845,0.0,2.878,16.159000000000002,59.703
2023-04-07 07:15:00,1.2,0.398998,52.298831,2.45,0.0,2.4,0.4,61.7,4.705342,0.0,2.802896,16.4469,59.245364
2023-04-07 07:20:00,1.2,0.0,52.0,2.40025,0.0,2.4,0.0,61.6,4.95,0.0,2.728,16.734,58.789
