group_history_insertion,collector_monitoring_information_bolt,metric_extraction
0.177,0.254,0.192
0.17,0.254,0.19
0.175,0.272,0.19
0.19,0.262,0.203
0.185,0.254,0.179
0.172,0.24,0.184
0.177,0.264,0.192
0.179,0.246,0.19
0.183,0.263,0.192
0.187,0.274,0.207
0.212,0.291,0.207
0.189,0.265,0.206
0.195,0.292,0.201
0.223,0.262,0.251
0.313,0.268,0.325
0.278,0.282,0.274
0.207,0.277,0.21
0.188,0.272,0.218
0.199,0.293,0.211
0.205,0.28,0.215
0.221,0.235,0.24
0.258,0.247,0.272
0.349,0.313,0.355
0.262,0.305,0.277
0.199,0.29,0.218
0.191,0.266,0.218
0.2,0.277,0.214
0.215,0.313,0.208
0.197,0.272,0.201
0.202,0.289,0.217
0.199,0.29,0.226
0.212,0.324,0.223
0.222,0.262,0.227
0.282,0.33,0.293
0.2,0.284,0.209
0.201,0.256,0.205
0.208,0.265,0.222
0.205,0.267,0.229
0.199,0.274,0.211
0.203,0.279,0.216
0.197,0.256,0.207
0.191,0.262,0.207
0.193,0.269,0.225
0.195,0.263,0.22
0.21,0.275,0.207
0.203,0.268,0.221
0.196,0.269,0.209
0.205,0.262,0.204
0.208,0.268,0.22
0.203,0.255,0.205
0.208,0.294,0.206
0.208,0.283,0.22
0.204,0.271,0.222
0.218,0.258,0.207
0.191,0.267,0.201
0.187,0.265,0.205
0.208,0.274,0.211
0.199,0.276,0.211
0.191,0.266,0.195
0.172,0.259,0.202
0.184,0.264,0.195
0.181,0.277,0.197
0.186,0.248,0.191
0.272,0.262,0.31
0.185,0.27,0.186
0.168,0.248,0.188
0.177,0.268,0.189
0.191,0.26,0.189
0.177,0.258,0.185
0.17,0.272,0.199
0.18,0.263,0.183
0.17,0.251,0.176
0.19,0.282,0.197
0.167,0.25,0.185
0.173,0.282,0.186
0.178,0.256,0.192
0.175,0.252,0.213
0.172,0.255,0.179
0.198,0.273,0.205
0.192,0.257,0.194
0.184,0.256,0.198
0.171,0.269,0.185
0.173,0.254,0.182
0.185,0.275,0.184
0.177,0.26,0.188
0.169,0.255,0.178
0.181,0.272,0.184
0.184,0.251,0.189
0.18,0.269,0.193
0.179,0.272,0.197
0.193,0.254,0.187
0.175,0.279,0.195
0.185,0.269,0.208
0.179,0.273,0.199
0.186,0.273,0.197
0.187,0.283,0.187
0.193,0.283,0.192
0.184,0.268,0.189
0.189,0.272,0.203
0.192,0.28,0.192
0.183,0.232,0.188
0.176,0.269,0.189
0.181,0.266,0.191
0.19,0.285,0.197
0.181,0.261,0.191
0.184,0.263,0.195
0.198,0.259,0.191
0.192,0.297,0.208
0.197,0.265,0.216
0.2,0.307,0.211
0.191,0.266,0.203
0.197,0.274,0.208
0.194,0.26,0.206
0.2,0.277,0.209
0.191,0.274,0.199
0.2,0.251,0.201
0.19,0.265,0.192
0.194,0.277,0.205
0.183,0.27,0.213
0.204,0.252,0.193
0.194,0.254,0.205
0.196,0.255,0.198
0.176,0.268,0.196
0.19,0.259,0.201
0.188,0.241,0.191
0.188,0.255,0.219
0.191,0.276,0.208
0.203,0.279,0.202
0.185,0.26,0.215
0.196,0.255,0.213
0.198,0.277,0.214
0.189,0.273,0.21
0.196,0.263,0.2
0.201,0.3,0.195
0.202,0.265,0.205
0.209,0.302,0.201
0.193,0.272,0.209
0.2,0.287,0.224
0.215,0.269,0.219
0.191,0.286,0.191
0.308,0.335,0.325
0.205,0.27,0.205
0.193,0.267,0.202
0.214,0.281,0.216
0.197,0.288,0.203
0.196,0.274,0.209
0.198,0.256,0.207
0.19,0.254,0.202
0.192,0.268,0.214
0.2,0.268,0.206
0.203,0.275,0.218
0.272,0.32,0.298
0.199,0.273,0.212
0.212,0.266,0.203
0.178,0.274,0.188
0.179,0.262,0.203
0.179,0.261,0.187
0.171,0.246,0.201
0.178,0.257,0.179
0.189,0.246,0.194
0.192,0.243,0.195
0.186,0.266,0.186
0.184,0.25,0.186
0.181,0.249,0.194
0.198,0.265,0.196
0.184,0.255,0.202
0.18,0.262,0.186
0.19,0.24,0.198
0.194,0.248,0.196
0.205,0.264,0.194
0.186,0.267,0.197
0.18,0.257,0.202
0.195,0.267,0.197
0.199,0.276,0.199
0.21,0.318,0.207
0.196,0.265,0.207
0.174,0.284,0.195
0.193,0.264,0.21
0.187,0.292,0.2
0.195,0.254,0.2
0.189,0.275,0.192
0.184,0.276,0.195
0.195,0.286,0.198
0.191,0.269,0.203
0.187,0.258,0.201
0.194,0.29,0.21
0.184,0.271,0.202
0.204,0.276,0.212
0.191,0.295,0.21
0.181,0.29,0.194
0.186,0.277,0.211
0.192,0.283,0.223
0.197,0.27,0.205
0.177,0.263,0.198
0.18,0.253,0.191
0.19,0.276,0.205
0.193,0.279,0.199
0.192,0.283,0.197
0.187,0.276,0.204
0.182,0.269,0.194
0.184,0.251,0.18
0.187,0.289,0.208
0.186,0.286,0.203
0.183,0.261,0.197
0.192,0.285,0.206
0.2,0.288,0.202
0.204,0.28,0.213
0.194,0.278,0.203
0.203,0.272,0.214
0.183,0.264,0.211
0.205,0.274,0.206
0.206,0.287,0.206
0.188,0.316,0.205
0.196,0.291,0.218
0.198,0.281,0.219
0.198,0.29,0.212
0.197,0.261,0.213
0.19,0.278,0.215
0.205,0.276,0.217
0.196,0.274,0.215
0.2,0.275,0.211
0.208,0.294,0.213
0.201,0.271,0.213
0.205,0.283,0.209
0.194,0.271,0.222
0.195,0.264,0.206
0.21,0.301,0.211
0.195,0.276,0.221
0.197,0.288,0.217
0.209,0.288,0.222
0.2,0.283,0.215
0.204,0.288,0.219
0.198,0.288,0.219
0.202,0.274,0.205
0.201,0.27,0.221
0.202,0.274,0.214
0.194,0.279,0.201
0.199,0.276,0.211
0.186,0.258,0.2
0.197,0.289,0.213
0.197,0.27,0.215
0.194,0.275,0.214
0.192,0.277,0.205
0.191,0.265,0.203
0.196,0.263,0.207
0.202,0.272,0.207
0.2,0.282,0.217
0.194,0.273,0.209
0.187,0.256,0.213
0.185,0.284,0.21
0.19,0.281,0.197
0.18,0.264,0.198
0.181,0.263,0.201
0.187,0.256,0.187
0.175,0.273,0.182
0.19,0.29,0.202
0.183,0.273,0.19
0.179,0.266,0.195
0.189,0.265,0.188
0.189,0.268,0.208
0.187,0.267,0.191
0.181,0.248,0.187
0.181,0.261,0.197
0.185,0.255,0.204
0.19,0.261,0.197
0.18,0.272,0.188
0.186,0.279,0.205
0.188,0.255,0.197
0.19,0.289,0.216
0.184,0.254,0.182
0.198,0.277,0.206
0.192,0.295,0.205
0.188,0.262,0.196
0.184,0.281,0.19
0.188,0.254,0.199
0.192,0.291,0.211
0.188,0.283,0.207
0.187,0.262,0.194
0.182,0.284,0.196
0.19,0.277,0.194
0.199,0.256,0.198
0.179,0.245,0.2
0.209,0.274,0.21
0.186,0.258,0.207
0.179,0.271,0.196
0.198,0.255,0.188
0.181,0.265,0.198
0.193,0.247,0.204
0.184,0.279,0.192
0.188,0.245,0.197
0.182,0.286,0.19
0.176,0.273,0.197
0.185,0.271,0.196
0.189,0.255,0.199
0.203,0.263,0.204
0.188,0.262,0.206
0.199,0.27,0.197
0.243,0.315,0.259
0.19,0.269,0.194
0.195,0.28,0.206
0.228,0.288,0.227
0.25,0.295,0.302
0.216,0.292,0.229
0.214,0.279,0.239
0.227,0.287,0.238
0.229,0.299,0.243
0.212,0.28,0.217
0.203,0.273,0.218
0.207,0.308,0.208
0.202,0.273,0.207
0.322,0.307,0.324
0.203,0.304,0.221
0.213,0.295,0.211
0.217,0.261,0.214
0.19,0.26,0.215
0.205,0.294,0.215
0.211,0.279,0.215
0.196,0.291,0.218
0.217,0.285,0.211
0.205,0.293,0.224
0.197,0.273,0.217
0.188,0.267,0.204
0.2,0.283,0.212
0.194,0.274,0.21
0.208,0.273,0.291
0.207,0.274,0.214
0.201,0.261,0.205
0.216,0.29,0.218
0.199,0.254,0.229
0.209,0.289,0.222
0.201,0.268,0.219
0.212,0.277,0.213
0.193,0.307,0.214
0.206,0.271,0.227
0.288,0.343,0.291
0.208,0.255,0.205
0.195,0.302,0.212
0.213,0.289,0.216
0.196,0.301,0.216
0.21,0.272,0.226
0.201,0.288,0.203
0.192,0.294,0.212
0.207,0.278,0.217
0.212,0.278,0.203
0.216,0.249,0.213
0.19,0.274,0.214
0.192,0.278,0.208
0.19,0.279,0.202
0.273,0.271,0.279
0.193,0.278,0.197
0.191,0.288,0.197
0.192,0.294,0.211
0.188,0.295,0.192
0.179,0.266,0.196
0.177,0.276,0.192
0.191,0.264,0.207
0.183,0.271,0.193
0.188,0.257,0.19
0.183,0.261,0.192
0.187,0.267,0.198
0.184,0.226,0.186
0.174,0.257,0.191
0.188,0.273,0.193
0.187,0.268,0.193
0.193,0.266,0.192
0.199,0.256,0.192
0.187,0.299,0.201
0.176,0.286,0.199
0.177,0.264,0.207
0.187,0.253,0.192
0.192,0.285,0.196
0.206,0.259,0.19
0.186,0.288,0.197
0.185,0.288,0.2
0.181,0.278,0.214
0.201,0.26,0.197
0.191,0.274,0.2
0.184,0.265,0.191
0.189,0.289,0.195
0.192,0.293,0.211
0.183,0.277,0.189
0.182,0.281,0.208
0.181,0.254,0.187
0.2,0.301,0.201
0.197,0.296,0.198
0.178,0.28,0.22
0.19,0.272,0.208
0.185,0.283,0.193
0.203,0.287,0.203
0.182,0.283,0.199
0.199,0.29,0.196
0.184,0.281,0.188
0.191,0.287,0.206
0.183,0.285,0.205
0.185,0.265,0.207
0.195,0.264,0.203
0.202,0.273,0.205
0.184,0.268,0.206
0.19,0.261,0.199
0.189,0.263,0.231
0.213,0.279,0.209
0.192,0.283,0.215
0.188,0.269,0.213
0.189,0.268,0.217
0.266,0.322,0.291
0.196,0.265,0.208
0.188,0.276,0.209
0.218,0.249,0.208
0.185,0.241,0.207
0.198,0.267,0.214
0.195,0.261,0.202
0.181,0.262,0.2
0.193,0.263,0.205
0.192,0.3,0.21
0.189,0.277,0.202
0.198,0.261,0.214
0.21,0.301,0.226
0.228,0.285,0.21
0.21,0.256,0.205
0.21,0.275,0.224
0.203,0.303,0.214
0.201,0.302,0.219
0.208,0.277,0.216
0.209,0.284,0.215
0.211,0.296,0.216
0.201,0.273,0.21
0.206,0.292,0.212
0.203,0.284,0.212
0.2,0.305,0.219
0.193,0.263,0.211
0.209,0.297,0.213
0.207,0.291,0.224
0.206,0.294,0.214
0.203,0.274,0.216
0.205,0.273,0.22
0.197,0.284,0.207
0.198,0.289,0.199
0.201,0.273,0.219
0.208,0.259,0.21
0.203,0.271,0.218
0.185,0.262,0.2
0.195,0.278,0.209
0.199,0.262,0.189
0.186,0.288,0.192
0.175,0.267,0.197
0.196,0.251,0.192
0.188,0.261,0.208
0.184,0.275,0.193
0.187,0.275,0.202
0.181,0.253,0.196
0.17,0.242,0.19
0.179,0.317,0.191
0.197,0.279,0.194
0.197,0.252,0.197
0.194,0.275,0.194
0.186,0.287,0.192
0.181,0.283,0.195
0.185,0.275,0.19
0.182,0.263,0.19
0.194,0.26,0.196
0.179,0.288,0.195
0.177,0.269,0.188
0.19,0.264,0.203
0.182,0.279,0.203
0.19,0.285,0.195
0.183,0.295,0.191
0.197,0.254,0.19
0.192,0.257,0.197
0.202,0.269,0.191
0.183,0.276,0.192
0.188,0.28,0.201
0.202,0.291,0.199
0.179,0.28,0.186
0.184,0.29,0.204
0.194,0.287,0.192
0.185,0.281,0.196
0.197,0.287,0.197
0.187,0.257,0.198
0.182,0.269,0.19
0.18,0.27,0.205
0.18,0.272,0.208
0.185,0.266,0.195
0.184,0.27,0.193
0.187,0.266,0.191
0.197,0.264,0.2
0.191,0.256,0.202
0.183,0.266,0.192
0.201,0.268,0.209
0.187,0.257,0.192
0.184,0.271,0.202
0.201,0.249,0.204
0.194,0.263,0.215
0.213,0.261,0.221
0.228,0.281,0.233
0.204,0.28,0.212
0.214,0.297,0.221
0.216,0.28,0.216
0.198,0.27,0.215
0.224,0.271,0.22
0.212,0.285,0.221
0.21,0.267,0.211
0.22,0.286,0.217
0.205,0.269,0.209
0.287,0.264,0.283
0.202,0.268,0.217
0.202,0.274,0.212
0.197,0.289,0.229
0.201,0.269,0.212
0.202,0.272,0.204
0.197,0.268,0.201
0.201,0.258,0.22
0.189,0.274,0.213
0.194,0.287,0.225
0.2,0.273,0.207
0.215,0.25,0.207
0.212,0.263,0.201
0.203,0.28,0.21
0.2,0.251,0.2
0.198,0.268,0.216
0.202,0.263,0.214
0.421,0.279,0.444
0.293,0.292,0.317
0.193,0.263,0.211
0.191,0.266,0.21
0.191,0.251,0.197
0.194,0.264,0.207
0.202,0.27,0.233
0.225,0.273,0.212
0.209,0.283,0.223
0.223,0.279,0.232
0.212,0.263,0.221
0.228,0.27,0.249
0.199,0.261,0.218
0.199,0.28,0.216
0.191,0.267,0.205
0.211,0.276,0.223
0.189,0.271,0.207
0.203,0.254,0.197
0.205,0.266,0.192
0.177,0.253,0.197
0.196,0.266,0.211
0.189,0.274,0.201
0.192,0.256,0.207
0.189,0.264,0.199
0.191,0.262,0.197
0.178,0.288,0.218
0.194,0.257,0.194
0.192,0.267,0.197
0.185,0.268,0.192
0.184,0.259,0.203
0.197,0.261,0.207
0.201,0.271,0.194
0.188,0.278,0.194
0.177,0.264,0.208
0.19,0.256,0.186
0.18,0.263,0.201
0.174,0.268,0.191
0.176,0.266,0.185
0.194,0.294,0.207
0.192,0.287,0.212
0.19,0.273,0.194
0.183,0.274,0.211
0.186,0.315,0.278
0.176,0.258,0.199
0.178,0.248,0.277
0.185,0.285,0.191
0.193,0.285,0.188
0.186,0.276,0.218
0.187,0.25,0.196
0.191,0.277,0.208
0.19,0.262,0.197
0.189,0.257,0.195
0.189,0.264,0.194
0.18,0.259,0.183
0.211,0.258,0.209
0.183,0.25,0.206
0.198,0.284,0.219
0.182,0.26,0.199
0.19,0.265,0.202
0.183,0.254,0.194
0.193,0.264,0.19
0.178,0.248,0.191
0.177,0.242,0.192
0.174,0.242,0.187
0.177,0.245,0.203
0.183,0.253,0.196
0.183,0.259,0.206
0.195,0.279,0.208
0.211,0.261,0.217
0.2,0.269,0.22
0.211,0.277,0.232
0.224,0.263,0.228
0.302,0.267,0.313
0.203,0.289,0.219
0.3,0.266,0.437
0.197,0.256,0.213
0.191,0.261,0.214
0.196,0.252,0.209
0.195,0.247,0.234
0.201,0.262,0.217
0.198,0.26,0.222
0.207,0.269,0.227
0.207,0.275,0.213
0.197,0.256,0.222
0.211,0.257,0.214
0.195,0.259,0.214
0.206,0.267,0.225
0.199,0.273,0.21
0.197,0.259,0.219
0.205,0.268,0.218
0.189,0.279,0.22
0.2,0.262,0.21
0.19,0.257,0.215
0.197,0.26,0.209
0.209,0.28,0.205
0.209,0.261,0.219
0.188,0.254,0.195
0.192,0.271,0.213
0.22,0.284,0.214
0.196,0.269,0.211
0.214,0.251,0.203
0.189,0.269,0.208
0.198,0.259,0.22
0.204,0.263,0.211
0.198,0.246,0.201
0.189,0.262,0.209
0.212,0.266,0.209
0.207,0.269,0.211
0.207,0.254,0.21
0.194,0.249,0.205
0.203,0.275,0.201
0.191,0.259,0.204
0.206,0.284,0.218
0.181,0.278,0.203
0.192,0.256,0.194
0.187,0.259,0.204
0.204,0.261,0.204
0.178,0.293,0.188
0.19,0.243,0.201
0.177,0.261,0.196
0.186,0.267,0.19
0.182,0.258,0.194
0.267,0.305,0.279
0.183,0.265,0.181
0.176,0.234,0.178
0.178,0.258,0.194
0.181,0.255,0.194
0.184,0.251,0.198
0.176,0.256,0.187
0.171,0.261,0.195
0.178,0.24,0.186
0.191,0.259,0.19
0.183,0.258,0.19
0.172,0.265,0.19
0.197,0.286,0.201
0.196,0.253,0.202
0.176,0.281,0.19
0.183,0.252,0.197
0.268,0.255,0.282
0.182,0.273,0.185
0.183,0.263,0.198
0.178,0.261,0.193
0.184,0.271,0.197
0.191,0.268,0.194
0.18,0.258,0.198
0.186,0.253,0.191
0.194,0.277,0.199
0.19,0.28,0.2
0.174,0.256,0.189
0.176,0.281,0.192
0.172,0.253,0.185
0.187,0.262,0.193
0.185,0.269,0.219
0.18,0.28,0.191
0.182,0.25,0.194
0.186,0.255,0.185
0.187,0.266,0.266
0.177,0.237,0.193
0.185,0.252,0.194
0.185,0.27,0.197
0.185,0.228,0.192
0.295,0.249,0.284
0.178,0.282,0.194
0.197,0.272,0.218
0.196,0.276,0.214
0.195,0.275,0.217
0.193,0.269,0.213
0.198,0.273,0.215
0.217,0.259,0.206
0.207,0.301,0.201
0.195,0.276,0.209
0.215,0.259,0.2
0.19,0.258,0.207
0.203,0.261,0.238
0.197,0.281,0.233
0.214,0.251,0.225
0.192,0.258,0.207
0.196,0.27,0.215
0.205,0.26,0.204
0.194,0.271,0.2
0.204,0.256,0.219
0.191,0.263,0.206
0.216,0.28,0.209
0.194,0.269,0.214
0.199,0.27,0.216
0.208,0.262,0.215
0.2,0.268,0.21
0.196,0.282,0.221
0.258,0.268,0.288
0.205,0.263,0.233
0.197,0.261,0.221
0.208,0.26,0.209
0.199,0.255,0.218
0.206,0.255,0.216
0.205,0.275,0.218
0.203,0.273,0.221
0.207,0.283,0.208
0.194,0.28,0.209
0.187,0.276,0.201
0.19,0.268,0.208
0.197,0.277,0.213
0.186,0.262,0.22
0.199,0.246,0.208
0.192,0.285,0.218
0.194,0.277,0.216
0.214,0.258,0.208
0.183,0.271,0.201
0.189,0.269,0.204
0.2,0.275,0.204
0.182,0.256,0.205
0.174,0.265,0.184
0.185,0.274,0.207
0.179,0.245,0.185
0.262,0.246,0.279
0.172,0.265,0.195
0.187,0.265,0.184
0.174,0.241,0.185
0.176,0.261,0.188
0.178,0.255,0.18
0.299,0.234,0.307
0.245,0.284,0.26
0.174,0.252,0.182
0.174,0.245,0.19
0.182,0.259,0.192
0.174,0.249,0.184
0.179,0.259,0.19
0.185,0.236,0.193
0.174,0.258,0.183
0.17,0.251,0.189
0.167,0.276,0.192
0.181,0.261,0.226
0.182,0.278,0.2
0.175,0.241,0.207
0.178,0.251,0.183
0.174,0.249,0.2
0.169,0.261,0.184
0.169,0.258,0.199
0.174,0.253,0.18
0.186,0.26,0.195
0.205,0.272,0.182
0.173,0.256,0.181
0.18,0.276,0.184
0.167,0.245,0.185
0.179,0.26,0.186
0.169,0.258,0.18
0.167,0.254,0.185
0.184,0.246,0.188
0.174,0.244,0.187
0.165,0.273,0.194
0.25,0.259,0.264
0.176,0.285,0.187
0.178,0.251,0.195
0.186,0.291,0.194
0.18,0.257,0.175
0.174,0.252,0.195
0.169,0.279,0.188
0.185,0.237,0.192
0.184,0.244,0.185
0.174,0.262,0.182
0.242,0.267,0.263
0.187,0.251,0.213
0.189,0.267,0.202
0.195,0.262,0.205
0.202,0.285,0.208
0.188,0.273,0.216
0.191,0.269,0.208
0.192,0.259,0.216
0.197,0.27,0.201
0.2,0.27,0.201
0.197,0.26,0.202
0.209,0.257,0.209
0.194,0.284,0.213
0.199,0.28,0.206
0.196,0.277,0.224
0.182,0.254,0.197
0.195,0.264,0.203
0.197,0.25,0.197
0.198,0.292,0.209
0.199,0.279,0.21
0.196,0.285,0.201
0.186,0.272,0.196
0.193,0.246,0.204
0.189,0.277,0.204
0.193,0.248,0.202
0.199,0.238,0.197
0.185,0.282,0.2
0.194,0.255,0.218
0.193,0.286,0.203
0.192,0.261,0.211
0.195,0.258,0.198
0.189,0.26,0.198
0.195,0.252,0.207
0.193,0.264,0.201
0.206,0.287,0.199
0.195,0.263,0.216
0.188,0.299,0.211
0.186,0.281,0.197
0.184,0.281,0.221
0.185,0.272,0.205
0.187,0.273,0.211
0.206,0.253,0.211
0.178,0.249,0.211
0.196,0.266,0.214
0.2,0.293,0.204
0.186,0.278,0.207
0.186,0.266,0.196
0.172,0.27,0.191
0.179,0.272,0.208
0.175,0.29,0.202
0.186,0.24,0.192
0.184,0.268,0.192
0.189,0.273,0.198
0.179,0.254,0.196
0.176,0.262,0.188
0.185,0.275,0.202
0.174,0.278,0.186
0.176,0.251,0.187
0.17,0.284,0.187
0.168,0.282,0.194
0.178,0.258,0.194
0.17,0.265,0.183
0.178,0.257,0.186
0.173,0.261,0.187
0.177,0.246,0.188
0.187,0.241,0.188
0.185,0.26,0.192
0.172,0.286,0.203
0.189,0.25,0.184
0.177,0.257,0.181
0.174,0.278,0.192
0.2,0.265,0.195
0.181,0.262,0.189
0.185,0.276,0.189
0.194,0.265,0.189
0.194,0.287,0.196
0.195,0.277,0.209
0.201,0.301,0.191
0.181,0.285,0.221
0.192,0.271,0.2
0.179,0.276,0.2
0.198,0.262,0.217
0.187,0.278,0.2
0.201,0.255,0.201
0.183,0.278,0.192
0.182,0.257,0.188
0.184,0.257,0.196
0.19,0.269,0.196
0.177,0.263,0.189
0.176,0.269,0.193
0.177,0.279,0.193
0.179,0.248,0.188
0.176,0.234,0.195
0.182,0.279,0.191
0.174,0.253,0.191
0.188,0.26,0.185
0.177,0.259,0.194
0.197,0.262,0.223
0.191,0.279,0.205
0.2,0.244,0.207
0.195,0.27,0.203
0.189,0.261,0.2
0.185,0.281,0.195
0.19,0.265,0.215
0.193,0.284,0.209
0.189,0.246,0.207
0.187,0.246,0.207
0.192,0.253,0.203
0.194,0.275,0.196
