group_history_insertion,collector_monitoring_information_bolt,metric_extraction
0.226,0.285,0.232
0.199,0.261,0.216
0.22,0.273,0.217
0.214,0.279,0.225
0.211,0.275,0.224
0.282,0.257,0.299
0.208,0.262,0.213
0.22,0.275,0.229
0.205,0.262,0.227
0.206,0.264,0.218
0.207,0.268,0.218
0.201,0.272,0.218
0.2,0.267,0.21
0.198,0.268,0.208
0.197,0.265,0.216
0.209,0.268,0.225
0.305,0.288,0.327
0.225,0.272,0.225
0.202,0.272,0.221
0.2,0.247,0.215
0.206,0.271,0.216
0.204,0.282,0.221
0.199,0.274,0.221
0.198,0.24,0.226
0.287,0.26,0.287
0.201,0.247,0.219
0.208,0.266,0.208
0.202,0.257,0.226
0.214,0.269,0.225
0.208,0.293,0.23
0.206,0.251,0.21
0.206,0.26,0.218
0.186,0.271,0.205
0.187,0.254,0.195
0.186,0.253,0.21
0.189,0.237,0.195
0.188,0.264,0.193
0.202,0.246,0.195
0.185,0.262,0.208
0.183,0.245,0.199
0.188,0.236,0.199
0.278,0.286,0.271
0.177,0.259,0.203
0.271,0.255,0.271
0.186,0.235,0.199
0.183,0.235,0.203
0.176,0.234,0.19
0.183,0.241,0.186
0.181,0.259,0.205
0.177,0.252,0.191
0.181,0.238,0.192
0.181,0.256,0.188
0.182,0.217,0.2
0.187,0.287,0.221
0.19,0.259,0.195
0.176,0.242,0.193
0.2,0.213,0.207
0.184,0.256,0.193
0.18,0.237,0.19
0.191,0.253,0.197
0.177,0.235,0.198
0.181,0.244,0.2
0.269,0.263,0.277
0.19,0.242,0.212
0.185,0.272,0.202
0.265,0.267,0.279
0.182,0.223,0.197
0.182,0.249,0.189
0.189,0.239,0.191
0.182,0.237,0.196
0.177,0.252,0.195
0.196,0.246,0.204
0.172,0.238,0.19
0.175,0.232,0.192
0.259,0.255,0.269
0.179,0.224,0.198
0.183,0.27,0.196
0.184,0.235,0.195
0.179,0.21,0.187
0.241,0.223,0.275
0.175,0.225,0.193
0.186,0.247,0.195
0.185,0.225,0.199
0.209,0.245,0.205
0.196,0.247,0.207
0.201,0.244,0.201
0.188,0.239,0.206
0.199,0.244,0.206
0.293,0.298,0.292
0.19,0.225,0.203
0.181,0.229,0.199
0.182,0.219,0.196
0.186,0.247,0.21
0.178,0.227,0.204
0.203,0.233,0.205
0.266,0.253,0.289
0.193,0.242,0.208
0.191,0.231,0.219
0.187,0.229,0.207
0.196,0.231,0.204
0.192,0.226,0.2
0.181,0.235,0.2
0.198,0.233,0.206
0.184,0.221,0.201
0.197,0.238,0.202
0.199,0.231,0.205
0.197,0.249,0.208
0.192,0.234,0.201
0.201,0.237,0.213
0.2,0.246,0.217
0.207,0.222,0.203
0.292,0.256,0.319
0.19,0.256,0.205
0.206,0.251,0.211
0.29,0.328,0.293
0.182,0.229,0.207
0.199,0.253,0.208
0.198,0.247,0.2
0.185,0.247,0.215
0.181,0.244,0.195
0.185,0.234,0.205
0.194,0.246,0.195
0.197,0.242,0.204
0.181,0.232,0.211
0.182,0.247,0.192
0.188,0.232,0.199
0.188,0.243,0.2
0.183,0.238,0.193
0.17,0.215,0.184
0.166,0.209,0.19
0.173,0.22,0.194
0.166,0.196,0.178
0.173,0.232,0.186
0.162,0.224,0.182
0.173,0.244,0.189
0.165,0.218,0.187
0.165,0.214,0.187
0.183,0.216,0.185
0.264,0.242,0.286
0.173,0.221,0.188
0.175,0.228,0.184
0.178,0.211,0.211
0.181,0.224,0.185
0.171,0.221,0.183
0.182,0.225,0.187
0.178,0.235,0.183
0.18,0.219,0.18
0.268,0.241,0.27
0.181,0.229,0.184
0.19,0.254,0.203
0.191,0.258,0.194
0.292,0.232,0.274
0.173,0.246,0.187
0.166,0.251,0.189
0.254,0.271,0.295
0.173,0.213,0.194
0.171,0.231,0.188
0.178,0.23,0.187
0.172,0.252,0.192
0.177,0.223,0.187
0.176,0.216,0.197
0.175,0.214,0.19
0.171,0.225,0.184
0.176,0.213,0.199
0.176,0.223,0.184
0.183,0.245,0.193
0.176,0.243,0.19
0.181,0.238,0.185
0.169,0.229,0.191
0.181,0.232,0.181
0.164,0.238,0.184
0.179,0.222,0.193
0.172,0.215,0.184
0.174,0.245,0.192
0.174,0.256,0.191
0.974,0.885,0.598
0.176,0.215,0.187
0.168,0.214,0.192
0.196,0.222,0.202
0.183,0.24,0.199
0.183,0.236,0.201
0.188,0.238,0.204
0.19,0.237,0.209
0.21,0.242,0.223
0.186,0.257,0.216
0.192,0.246,0.2
0.195,0.242,0.213
0.203,0.261,0.214
0.196,0.24,0.207
0.198,0.255,0.206
0.195,0.248,0.209
0.189,0.255,0.216
0.205,0.239,0.207
0.201,0.246,0.207
0.19,0.227,0.203
0.19,0.241,0.196
0.193,0.252,0.208
0.296,0.263,0.214
0.193,0.242,0.209
0.184,0.233,0.196
0.311,0.302,0.307
0.268,0.263,0.301
0.194,0.226,0.21
0.195,0.254,0.208
0.202,0.272,0.228
0.205,0.249,0.218
0.196,0.284,0.202
0.213,0.253,0.215
0.226,0.245,0.214
0.189,0.242,0.197
0.192,0.257,0.206
0.216,0.251,0.214
0.204,0.251,0.204
0.208,0.251,0.216
0.203,0.253,0.214
0.198,0.243,0.218
0.219,0.264,0.215
0.195,0.246,0.208
0.205,0.24,0.214
0.292,0.262,0.314
0.211,0.247,0.206
0.302,0.257,0.299
0.206,0.233,0.219
0.205,0.264,0.212
0.186,0.217,0.197
0.182,0.219,0.193
0.187,0.216,0.209
0.188,0.214,0.206
0.186,0.222,0.202
0.193,0.229,0.208
0.207,0.223,0.216
0.189,0.216,0.199
0.182,0.208,0.201
0.184,0.199,0.194
0.19,0.195,0.189
0.181,0.206,0.199
0.189,0.205,0.191
0.195,0.213,0.195
0.186,0.212,0.197
0.183,0.214,0.2
0.193,0.206,0.194
0.172,0.202,0.193
0.187,0.223,0.196
0.182,0.201,0.194
0.196,0.199,0.2
0.196,0.216,0.21
0.183,0.199,0.193
0.188,0.204,0.2
0.191,0.196,0.195
0.183,0.202,0.196
0.183,0.209,0.199
0.178,0.212,0.197
0.177,0.192,0.192
0.18,0.219,0.213
0.182,0.205,0.201
0.186,0.2,0.195
0.181,0.201,0.205
0.176,0.202,0.188
0.171,0.206,0.19
0.189,0.199,0.193
0.175,0.192,0.194
0.18,0.202,0.19
0.2,0.221,0.229
0.175,0.199,0.198
0.18,0.208,0.195
0.178,0.184,0.186
0.193,0.217,0.204
0.182,0.202,0.193
0.19,0.211,0.206
0.2,0.209,0.201
0.191,0.208,0.189
0.178,0.209,0.194
0.183,0.204,0.22
0.185,0.219,0.195
0.198,0.251,0.213
0.281,0.257,0.296
0.202,0.244,0.224
0.2,0.272,0.215
0.195,0.244,0.214
0.2,0.258,0.214
0.195,0.23,0.206
0.19,0.274,0.208
0.2,0.259,0.208
0.191,0.25,0.205
0.199,0.244,0.207
0.202,0.248,0.207
0.202,0.257,0.214
0.204,0.251,0.213
0.202,0.247,0.211
0.204,0.253,0.211
0.199,0.251,0.212
0.193,0.238,0.205
0.2,0.248,0.208
0.204,0.255,0.224
0.196,0.247,0.217
0.283,0.283,0.303
0.199,0.256,0.217
0.19,0.246,0.211
0.203,0.257,0.205
0.192,0.253,0.201
0.217,0.26,0.214
0.199,0.242,0.216
0.199,0.25,0.204
0.206,0.267,0.215
0.198,0.253,0.216
0.204,0.246,0.211
0.214,0.259,0.22
0.195,0.262,0.206
0.192,0.247,0.216
0.196,0.234,0.209
0.284,0.297,0.282
0.191,0.242,0.213
0.197,0.252,0.221
0.208,0.253,0.219
0.198,0.228,0.208
0.2,0.256,0.204
0.193,0.267,0.206
0.194,0.259,0.203
0.189,0.249,0.207
0.186,0.252,0.204
0.179,0.208,0.196
0.179,0.218,0.198
0.193,0.211,0.198
0.184,0.186,0.182
0.177,0.205,0.186
0.178,0.217,0.2
0.181,0.203,0.189
0.172,0.195,0.185
0.194,0.197,0.198
0.181,0.197,0.188
0.176,0.193,0.188
0.175,0.192,0.19
0.189,0.201,0.194
0.181,0.208,0.181
0.175,0.211,0.183
0.171,0.201,0.184
0.254,0.253,0.286
0.174,0.207,0.187
0.171,0.209,0.18
0.175,0.21,0.19
0.194,0.215,0.19
0.189,0.213,0.201
0.178,0.23,0.216
0.176,0.216,0.191
0.184,0.199,0.184
0.286,0.229,0.293
0.184,0.21,0.193
0.165,0.227,0.185
0.177,0.217,0.19
0.182,0.225,0.191
0.181,0.214,0.197
0.182,0.205,0.189
0.177,0.215,0.194
0.177,0.205,0.196
0.177,0.202,0.19
0.188,0.215,0.189
0.181,0.2,0.19
0.183,0.203,0.213
0.172,0.205,0.198
0.175,0.202,0.186
0.173,0.197,0.196
0.199,0.198,0.195
0.181,0.211,0.198
0.19,0.193,0.199
0.176,0.193,0.19
0.178,0.214,0.202
0.184,0.205,0.195
0.178,0.193,0.19
0.19,0.208,0.202
0.182,0.196,0.193
0.193,0.235,0.216
0.187,0.256,0.2
0.192,0.26,0.215
0.192,0.252,0.21
0.187,0.219,0.215
0.185,0.242,0.195
0.188,0.256,0.199
0.263,0.237,0.263
0.197,0.257,0.215
0.196,0.263,0.202
0.196,0.243,0.207
0.187,0.245,0.199
0.197,0.261,0.203
0.188,0.273,0.191
0.188,0.255,0.207
0.185,0.242,0.194
0.184,0.242,0.196
0.188,0.258,0.204
0.185,0.248,0.2
0.189,0.266,0.207
0.29,0.247,0.299
0.203,0.257,0.212
0.198,0.257,0.204
0.186,0.241,0.211
0.187,0.238,0.203
0.188,0.234,0.199
0.202,0.248,0.212
0.208,0.246,0.203
0.201,0.26,0.214
0.194,0.245,0.206
0.208,0.24,0.209
0.188,0.256,0.209
0.194,0.269,0.206
0.211,0.26,0.211
0.193,0.243,0.203
0.19,0.256,0.202
0.19,0.258,0.203
0.198,0.248,0.204
0.192,0.274,0.201
0.195,0.274,0.203
0.193,0.241,0.209
0.192,0.243,0.207
0.194,0.247,0.199
0.194,0.247,0.199
0.199,0.247,0.2
0.193,0.254,0.193
0.185,0.229,0.273
0.18,0.194,0.185
0.179,0.212,0.193
0.169,0.202,0.2
0.185,0.205,0.193
0.185,0.208,0.198
0.177,0.185,0.186
0.176,0.204,0.182
0.186,0.201,0.186
0.179,0.199,0.275
0.165,0.187,0.184
0.177,0.18,0.173
0.251,0.186,0.265
0.164,0.186,0.174
0.166,0.178,0.172
0.156,0.168,0.161
0.163,0.194,0.169
0.155,0.17,0.172
0.162,0.171,0.173
0.164,0.187,0.169
0.164,0.185,0.186
0.171,0.189,0.188
0.158,0.202,0.183
0.157,0.177,0.172
0.17,0.198,0.178
0.165,0.182,0.165
0.167,0.178,0.176
0.165,0.179,0.172
0.165,0.18,0.178
0.16,0.201,0.173
0.161,0.188,0.182
0.176,0.2,0.181
0.165,0.193,0.185
0.178,0.176,0.176
0.168,0.19,0.179
0.173,0.198,0.18
0.173,0.187,0.178
0.171,0.192,0.194
0.169,0.175,0.172
0.163,0.189,0.186
0.165,0.197,0.18
0.176,0.182,0.177
0.168,0.196,0.187
0.167,0.181,0.184
0.162,0.185,0.179
0.19,0.203,0.189
0.164,0.198,0.178
0.167,0.178,0.184
0.172,0.191,0.178
0.176,0.19,0.18
0.176,0.226,0.192
0.182,0.238,0.194
0.175,0.238,0.203
0.178,0.218,0.186
0.175,0.239,0.181
0.172,0.225,0.195
0.18,0.233,0.186
0.179,0.223,0.185
0.181,0.249,0.188
0.166,0.218,0.188
0.173,0.199,0.182
0.178,0.224,0.201
0.17,0.21,0.186
0.162,0.219,0.176
0.175,0.211,0.185
0.168,0.216,0.173
0.173,0.202,0.195
0.168,0.214,0.188
0.169,0.238,0.183
0.173,0.209,0.194
0.182,0.231,0.183
0.17,0.216,0.177
0.173,0.212,0.181
0.165,0.245,0.195
0.173,0.226,0.182
0.173,0.206,0.197
0.174,0.21,0.189
0.18,0.226,0.182
0.255,0.274,0.274
0.167,0.208,0.179
0.172,0.197,0.197
0.17,0.203,0.18
0.169,0.211,0.182
0.174,0.208,0.179
0.271,0.292,0.296
0.177,0.218,0.178
0.165,0.216,0.188
0.183,0.219,0.193
0.178,0.228,0.183
0.17,0.204,0.179
0.171,0.204,0.176
0.171,0.211,0.181
0.169,0.223,0.179
0.168,0.209,0.176
0.163,0.196,0.172
0.172,0.216,0.174
0.158,0.172,0.165
0.152,0.173,0.16
0.155,0.17,0.165
0.151,0.162,0.168
0.153,0.17,0.165
0.154,0.175,0.165
0.163,0.169,0.167
0.165,0.177,0.169
0.154,0.187,0.17
0.15,0.167,0.166
0.154,0.169,0.17
0.159,0.176,0.162
0.159,0.175,0.171
0.152,0.167,0.173
0.158,0.175,0.169
0.162,0.177,0.164
0.155,0.168,0.164
0.159,0.19,0.173
0.158,0.17,0.163
0.151,0.175,0.17
0.175,0.181,0.165
0.166,0.193,0.183
0.157,0.17,0.17
0.155,0.167,0.163
0.154,0.174,0.171
0.165,0.184,0.165
0.154,0.164,0.17
0.162,0.18,0.168
0.157,0.176,0.17
0.158,0.173,0.167
0.159,0.175,0.174
0.154,0.178,0.162
0.16,0.18,0.17
0.158,0.177,0.165
0.153,0.183,0.171
0.166,0.181,0.169
0.168,0.176,0.177
0.164,0.175,0.179
0.16,0.186,0.164
0.168,0.178,0.17
0.155,0.188,0.164
0.157,0.175,0.176
0.172,0.183,0.175
0.16,0.18,0.174
0.161,0.255,0.27
0.16,0.187,0.175
0.161,0.179,0.173
0.169,0.186,0.171
0.165,0.196,0.176
0.161,0.186,0.178
0.169,0.218,0.177
0.176,0.209,0.188
0.184,0.221,0.194
0.171,0.218,0.185
0.184,0.23,0.194
0.183,0.234,0.199
0.178,0.231,0.186
0.181,0.221,0.189
0.18,0.22,0.2
0.182,0.234,0.187
0.18,0.213,0.206
0.184,0.225,0.192
0.18,0.225,0.194
0.184,0.22,0.195
0.168,0.222,0.19
0.183,0.215,0.199
0.176,0.218,0.199
0.178,0.22,0.19
0.179,0.229,0.191
0.193,0.222,0.193
0.177,0.237,0.184
0.175,0.219,0.182
0.176,0.23,0.193
0.18,0.223,0.188
0.18,0.247,0.188
0.177,0.217,0.194
0.191,0.225,0.196
0.177,0.239,0.194
0.184,0.227,0.189
0.192,0.245,0.203
0.185,0.213,0.196
0.197,0.242,0.198
0.187,0.22,0.197
0.189,0.227,0.192
0.19,0.234,0.195
0.184,0.226,0.196
0.188,0.249,0.199
0.187,0.22,0.2
0.18,0.234,0.192
0.183,0.225,0.195
0.184,0.22,0.187
0.179,0.23,0.217
0.177,0.23,0.186
0.179,0.213,0.192
0.173,0.237,0.191
0.186,0.231,0.189
0.163,0.218,0.174
0.178,0.225,0.173
0.17,0.219,0.181
0.176,0.214,0.173
0.17,0.237,0.19
0.172,0.239,0.181
0.171,0.225,0.182
0.171,0.221,0.176
0.167,0.202,0.172
0.165,0.213,0.174
0.168,0.202,0.178
0.168,0.214,0.164
0.163,0.234,0.184
0.168,0.213,0.183
0.167,0.211,0.181
0.161,0.229,0.169
0.16,0.197,0.172
0.162,0.23,0.171
0.158,0.209,0.169
0.162,0.215,0.191
0.17,0.213,0.175
0.17,0.228,0.196
0.17,0.22,0.175
0.17,0.221,0.175
0.17,0.203,0.178
0.161,0.227,0.165
0.16,0.232,0.176
0.162,0.231,0.172
0.172,0.247,0.173
0.161,0.212,0.169
0.163,0.231,0.174
0.171,0.228,0.171
0.168,0.231,0.182
0.164,0.227,0.174
0.165,0.234,0.185
0.172,0.215,0.182
0.162,0.207,0.173
0.162,0.224,0.18
0.168,0.235,0.183
0.174,0.216,0.183
0.164,0.224,0.176
0.177,0.239,0.184
0.176,0.248,0.19
0.181,0.245,0.198
0.172,0.237,0.185
0.164,0.245,0.177
0.167,0.266,0.186
0.181,0.235,0.188
0.163,0.226,0.176
0.17,0.236,0.184
0.174,0.219,0.191
0.178,0.236,0.193
0.175,0.228,0.187
0.191,0.229,0.19
0.27,0.229,0.318
0.323,0.299,0.352
0.235,0.229,0.282
0.176,0.246,0.186
0.188,0.239,0.194
0.185,0.23,0.193
0.191,0.236,0.192
0.179,0.238,0.193
0.181,0.245,0.191
0.177,0.229,0.19
0.182,0.245,0.189
0.192,0.236,0.192
0.177,0.25,0.197
0.181,0.231,0.187
0.173,0.239,0.19
0.172,0.239,0.182
0.189,0.254,0.204
0.184,0.269,0.211
0.183,0.264,0.205
0.187,0.238,0.201
0.186,0.251,0.201
0.185,0.266,0.205
0.187,0.276,0.204
0.189,0.28,0.208
0.191,0.243,0.203
0.19,0.266,0.205
0.19,0.266,0.201
0.185,0.229,0.193
0.184,0.254,0.196
0.185,0.267,0.201
0.186,0.239,0.203
0.189,0.256,0.207
0.184,0.26,0.196
0.189,0.239,0.197
0.188,0.235,0.196
0.195,0.251,0.199
0.177,0.258,0.191
0.186,0.244,0.189
0.2,0.274,0.2
0.188,0.263,0.194
0.179,0.258,0.193
0.173,0.24,0.191
0.169,0.252,0.181
0.164,0.233,0.173
0.167,0.236,0.175
0.221,0.242,0.176
0.163,0.239,0.174
0.161,0.228,0.168
0.159,0.238,0.169
0.163,0.236,0.169
0.156,0.217,0.17
0.164,0.242,0.175
0.159,0.223,0.166
0.089,0.079,0.093
0.052,0.039,0.054
0.618,0.351,0.661
0.02,0.003,0.018
0.26,0.238,0.352
0.501,0.268,0.648
0.15,0.231,0.163
0.156,0.202,0.158
0.164,0.217,0.162
0.148,0.229,0.158
0.156,0.224,0.171
0.147,0.206,0.17
0.151,0.233,0.158
0.157,0.217,0.161
0.15,0.229,0.162
0.158,0.222,0.164
0.151,0.228,0.165
0.157,0.243,0.158
0.151,0.232,0.162
0.154,0.247,0.161
0.159,0.233,0.167
0.159,0.232,0.16
0.151,0.21,0.159
0.146,0.219,0.156
0.15,0.232,0.16
0.148,0.217,0.156
0.154,0.235,0.17
0.148,0.218,0.162
0.155,0.219,0.164
0.152,0.21,0.16
0.149,0.218,0.16
0.15,0.214,0.157
0.149,0.222,0.161
0.157,0.23,0.165
0.155,0.211,0.159
0.151,0.213,0.158
0.154,0.232,0.168
0.148,0.22,0.166
0.149,0.22,0.164
0.172,0.247,0.176
0.179,0.247,0.192
0.174,0.234,0.179
0.174,0.239,0.189
0.177,0.242,0.189
0.171,0.249,0.196
0.178,0.241,0.195
0.177,0.242,0.189
0.164,0.234,0.179
0.182,0.25,0.183
0.176,0.234,0.19
0.182,0.255,0.187
0.178,0.257,0.195
0.174,0.237,0.199
0.268,0.251,0.286
0.18,0.241,0.2
0.184,0.265,0.213
0.172,0.23,0.187
0.177,0.229,0.193
0.186,0.347,0.304
0.164,0.217,0.172
0.17,0.219,0.185
0.269,0.244,0.295
0.215,0.231,0.237
0.179,0.232,0.194
0.354,0.209,0.366
0.175,0.236,0.2
0.163,0.248,0.175
0.166,0.219,0.185
0.173,0.233,0.182
0.173,0.239,0.176
0.162,0.232,0.182
0.158,0.212,0.173
0.17,0.226,0.177
0.179,0.246,0.186
0.286,0.227,0.322
0.015,0.014,0.014
0.535,0.317,0.665
0.454,0.177,0.664
0.094,0.106,0.103
0.059,0.036,0.041
0.215,0.104,0.233
0.076,0.043,0.09
0.218,0.103,0.244
0.059,0.038,0.067
0.163,0.08,0.172
0.077,0.031,0.08
0.149,0.09,0.159
0.525,0.564,1.174
0.355,0.27,0.409
0.253,0.254,0.273
0.171,0.226,0.173
0.168,0.226,0.178
0.165,0.218,0.176
0.158,0.217,0.172
0.165,0.204,0.181
0.169,0.229,0.173
0.149,0.234,0.169
0.148,0.222,0.16
0.238,0.203,0.214
0.145,0.201,0.153
0.137,0.191,0.159
0.144,0.185,0.157
0.148,0.195,0.158
0.148,0.212,0.167
0.144,0.205,0.159
0.149,0.198,0.155
0.154,0.21,0.166
0.148,0.203,0.156
0.148,0.205,0.159
0.149,0.191,0.154
0.147,0.188,0.146
0.152,0.208,0.163
0.233,0.21,0.251
0.401,0.539,0.411
0.331,0.456,0.373
0.158,0.21,0.162
0.441,0.639,0.482
0.439,0.584,0.432
0.157,0.206,0.165
0.15,0.2,0.166
0.144,0.21,0.153
0.15,0.199,0.164
0.158,0.213,0.162
0.148,0.212,0.165
0.141,0.197,0.154
0.148,0.205,0.158
0.145,0.198,0.168
0.147,0.202,0.15
0.143,0.192,0.154
0.15,0.205,0.169
0.148,0.198,0.155
0.15,0.203,0.156
0.15,0.202,0.166
0.146,0.22,0.157
0.157,0.203,0.169
0.16,0.228,0.172
0.165,0.218,0.19
0.171,0.216,0.172
0.166,0.215,0.175
0.172,0.214,0.183
0.237,0.195,0.335
0.18,0.229,0.186
0.16,0.218,0.169
0.154,0.202,0.168
0.243,0.214,0.261
0.28,0.271,0.377
0.179,0.231,0.192
0.182,0.254,0.187
1.02,0.683,1.037
0.29,0.272,0.293
0.173,0.246,0.186
0.186,0.242,0.194
0.282,0.271,0.295
0.186,0.252,0.189
0.191,0.245,0.2
0.188,0.264,0.202
0.273,0.223,0.339
0.227,0.246,0.272
0.185,0.27,0.194
0.192,0.275,0.207
0.187,0.262,0.217
0.176,0.261,0.199
0.183,0.252,0.196
0.194,0.254,0.199
0.197,0.265,0.206
0.247,0.285,0.274
0.19,0.254,0.209
0.181,0.259,0.199
0.181,0.247,0.202
0.186,0.274,0.195
0.179,0.252,0.19
0.186,0.255,0.202
0.173,0.244,0.191
0.174,0.233,0.187
0.175,0.241,0.184
0.181,0.238,0.207
0.177,0.243,0.187
0.176,0.242,0.193
0.177,0.251,0.201
0.175,0.263,0.183
0.18,0.246,0.19
0.171,0.271,0.182
0.159,0.249,0.169
0.249,0.243,0.261
0.166,0.248,0.182
0.175,0.231,0.193
0.171,0.24,0.181
0.169,0.243,0.179
0.174,0.259,0.186
0.169,0.233,0.172
0.165,0.25,0.167
0.174,0.241,0.179
0.155,0.228,0.173
0.157,0.238,0.175
0.168,0.238,0.172
