group_history_insertion,collector_monitoring_information_bolt,metric_extraction
0.268,0.421,0.257
0.28,0.406,0.255
0.273,0.41,0.259
0.266,0.401,0.303
0.263,0.403,0.299
0.264,0.395,0.283
0.281,0.399,0.291
0.278,0.391,0.283
0.267,0.406,0.284
0.265,0.402,0.276
0.256,0.402,0.279
0.262,0.406,0.275
0.258,0.416,0.271
0.267,0.432,0.272
0.269,0.417,0.284
0.261,0.439,0.29
0.257,0.433,0.277
0.26,0.436,0.281
0.258,0.426,0.274
0.252,0.429,0.27
0.251,0.433,0.261
0.242,0.441,0.265
0.246,0.442,0.262
0.266,0.429,0.275
0.279,0.427,0.285
0.294,0.429,0.293
0.29,0.405,0.29
0.296,0.397,0.3
0.293,0.399,0.293
0.29,0.38,0.299
0.284,0.384,0.307
0.291,0.385,0.294
0.295,0.387,0.296
0.28,0.401,0.28
0.277,0.399,0.262
0.281,0.407,0.266
0.285,0.413,0.269
0.277,0.427,0.265
0.279,0.424,0.256
0.27,0.43,0.256
0.277,0.426,0.253
0.277,0.428,0.256
0.267,0.429,0.259
0.263,0.414,0.27
0.295,0.414,0.274
0.286,0.407,0.262
0.3,0.412,0.267
0.297,0.419,0.275
0.295,0.412,0.27
0.284,0.405,0.275
0.281,0.406,0.275
0.269,0.397,0.278
0.261,0.392,0.279
0.26,0.394,0.278
0.282,0.393,0.279
0.261,0.391,0.263
0.265,0.397,0.263
0.26,0.387,0.259
0.253,0.399,0.259
0.251,0.422,0.264
0.258,0.415,0.261
0.262,0.417,0.27
0.264,0.427,0.268
0.267,0.431,0.27
0.263,0.425,0.274
0.25,0.433,0.277
0.251,0.427,0.26
0.249,0.431,0.261
0.251,0.421,0.26
0.257,0.402,0.257
0.257,0.399,0.262
0.257,0.396,0.265
0.27,0.396,0.269
0.263,0.383,0.264
0.259,0.379,0.269
0.259,0.367,0.268
0.265,0.372,0.269
0.275,0.369,0.28
0.278,0.375,0.283
0.28,0.373,0.275
0.277,0.381,0.273
0.276,0.388,0.279
0.28,0.389,0.279
0.275,0.393,0.272
0.272,0.395,0.273
0.274,0.413,0.28
0.267,0.406,0.275
0.264,0.406,0.282
0.271,0.413,0.278
0.267,0.415,0.286
0.281,0.419,0.277
0.276,0.421,0.284
0.279,0.421,0.274
0.274,0.429,0.293
0.272,0.438,0.292
0.268,0.418,0.283
0.273,0.425,0.279
0.269,0.421,0.28
0.281,0.426,0.279
0.3,0.42,0.283
0.309,0.422,0.288
0.317,0.43,0.283
0.3,0.428,0.286
0.304,0.432,0.279
0.311,0.431,0.286
0.316,0.44,0.293
0.305,0.436,0.285
0.303,0.437,0.286
0.292,0.433,0.308
0.282,0.435,0.294
0.288,0.428,0.285
0.293,0.412,0.293
0.302,0.417,0.305
0.304,0.394,0.316
0.297,0.396,0.305
0.308,0.392,0.307
0.318,0.388,0.3
0.316,0.391,0.299
0.316,0.404,0.293
0.299,0.402,0.287
0.303,0.4,0.302
0.295,0.42,0.304
0.306,0.411,0.304
0.304,0.41,0.311
0.312,0.416,0.315
0.306,0.415,0.316
0.301,0.42,0.319
0.307,0.442,0.334
0.296,0.433,0.33
0.305,0.433,0.322
0.303,0.431,0.31
0.294,0.431,0.301
0.313,0.423,0.303
0.303,0.422,0.309
0.297,0.428,0.307
0.293,0.425,0.313
0.292,0.425,0.305
0.284,0.424,0.289
0.295,0.396,0.292
0.291,0.395,0.293
0.298,0.399,0.292
0.301,0.403,0.288
0.298,0.417,0.293
0.3,0.418,0.289
0.304,0.426,0.288
0.303,0.437,0.29
0.299,0.445,0.287
0.286,0.455,0.289
0.28,0.469,0.304
0.285,0.475,0.307
0.29,0.472,0.315
0.303,0.48,0.316
0.31,0.455,0.321
0.316,0.462,0.321
0.326,0.445,0.318
0.33,0.44,0.32
0.326,0.437,0.319
0.331,0.425,0.324
0.338,0.452,0.329
0.337,0.437,0.322
0.334,0.446,0.328
0.342,0.458,0.325
0.342,0.47,0.317
0.326,0.468,0.326
0.323,0.468,0.327
0.329,0.469,0.326
0.331,0.463,0.334
0.341,0.466,0.338
0.342,0.462,0.346
0.332,0.449,0.345
0.335,0.456,0.342
0.343,0.454,0.329
0.349,0.463,0.329
0.352,0.464,0.328
0.347,0.467,0.342
0.349,0.463,0.338
0.35,0.471,0.341
0.341,0.471,0.344
0.343,0.478,0.344
0.357,0.486,0.35
0.361,0.486,0.344
0.362,0.49,0.341
0.375,0.483,0.341
0.385,0.479,0.346
0.391,0.49,0.351
0.396,0.513,0.354
0.372,0.526,0.349
0.372,0.522,0.351
0.346,0.523,0.355
0.343,0.518,0.36
0.355,0.515,0.358
0.357,0.525,0.357
0.347,0.542,0.362
0.347,0.542,0.359
0.356,0.554,0.366
0.349,0.54,0.354
0.352,0.531,0.351
0.35,0.518,0.345
0.351,0.521,0.358
0.356,0.512,0.347
0.356,0.507,0.368
0.382,0.514,0.38
0.387,0.516,0.387
0.407,0.5,0.392
0.426,0.487,0.421
0.442,0.481,0.442
0.446,0.461,0.429
0.443,0.469,0.421
0.43,0.474,0.424
0.42,0.475,0.418
0.416,0.493,0.413
0.403,0.488,0.393
0.394,0.498,0.382
0.389,0.508,0.372
0.396,0.519,0.357
0.385,0.526,0.352
0.378,0.539,0.353
0.372,0.559,0.359
0.372,0.562,0.366
0.371,0.572,0.38
0.378,0.565,0.379
0.376,0.558,0.383
0.372,0.548,0.357
0.384,0.558,0.37
0.389,0.536,0.394
0.396,0.54,0.376
0.392,0.542,0.371
0.385,0.516,0.372
0.371,0.507,0.379
0.374,0.492,0.367
0.375,0.489,0.37
0.375,0.495,0.368
0.379,0.498,0.357
0.369,0.489,0.349
0.36,0.479,0.338
0.346,0.477,0.34
0.353,0.473,0.342
0.347,0.469,0.357
0.351,0.493,0.345
0.347,0.503,0.347
0.339,0.507,0.345
0.343,0.511,0.338
0.341,0.507,0.343
0.342,0.503,0.339
0.346,0.503,0.338
0.348,0.486,0.343
0.349,0.481,0.345
0.361,0.489,0.366
0.363,0.475,0.364
0.361,0.471,0.363
0.372,0.47,0.351
0.376,0.472,0.343
0.366,0.463,0.349
0.374,0.473,0.35
0.376,0.476,0.353
0.371,0.488,0.361
0.371,0.489,0.362
0.372,0.5,0.359
0.384,0.493,0.358
0.381,0.495,0.36
0.36,0.493,0.361
0.356,0.5,0.362
0.356,0.495,0.354
0.363,0.493,0.372
0.377,0.49,0.373
0.368,0.492,0.363
0.36,0.485,0.379
0.362,0.477,0.396
0.364,0.48,0.376
0.364,0.47,0.371
0.379,0.46,0.373
0.375,0.455,0.372
0.368,0.445,0.373
0.357,0.439,0.365
0.373,0.428,0.362
0.381,0.426,0.369
0.349,0.425,0.366
0.349,0.43,0.355
0.346,0.437,0.354
0.353,0.423,0.351
0.361,0.423,0.362
0.353,0.426,0.346
0.353,0.429,0.346
0.337,0.44,0.345
0.333,0.447,0.342
0.336,0.451,0.344
0.338,0.452,0.345
0.342,0.455,0.349
0.342,0.472,0.345
0.34,0.473,0.343
0.347,0.465,0.349
0.344,0.469,0.346
0.342,0.469,0.344
0.35,0.466,0.357
0.356,0.469,0.347
0.367,0.469,0.352
0.348,0.471,0.348
0.342,0.48,0.345
0.342,0.452,0.353
0.344,0.467,0.36
0.336,0.487,0.35
0.335,0.494,0.347
0.331,0.485,0.355
0.353,0.488,0.359
0.349,0.483,0.371
0.365,0.48,0.371
0.356,0.471,0.372
0.341,0.479,0.365
0.345,0.471,0.362
0.349,0.47,0.344
0.349,0.47,0.343
0.336,0.477,0.343
0.34,0.471,0.339
0.347,0.473,0.334
0.34,0.483,0.33
0.337,0.494,0.339
0.351,0.495,0.368
0.363,0.481,0.368
0.358,0.498,0.359
0.354,0.505,0.363
0.358,0.489,0.374
0.358,0.468,0.386
0.362,0.46,0.383
0.346,0.458,0.377
0.353,0.456,0.379
0.354,0.458,0.372
0.344,0.468,0.347
0.342,0.456,0.342
0.336,0.462,0.354
0.344,0.457,0.35
0.343,0.465,0.349
0.332,0.474,0.349
0.333,0.465,0.344
0.333,0.477,0.348
0.342,0.459,0.342
0.332,0.451,0.36
0.335,0.457,0.351
0.331,0.452,0.355
0.329,0.459,0.35
0.328,0.451,0.35
0.323,0.453,0.353
0.328,0.455,0.35
0.339,0.458,0.347
0.344,0.446,0.344
0.33,0.451,0.361
0.348,0.457,0.352
0.346,0.452,0.35
0.355,0.452,0.353
0.348,0.46,0.353
0.346,0.468,0.359
0.344,0.458,0.354
0.352,0.447,0.342
0.346,0.445,0.343
0.354,0.446,0.342
0.354,0.455,0.345
0.359,0.461,0.354
0.352,0.454,0.35
0.348,0.475,0.359
0.345,0.47,0.36
0.333,0.467,0.354
0.339,0.489,0.348
0.351,0.489,0.352
0.345,0.49,0.357
0.348,0.496,0.361
0.356,0.496,0.356
0.36,0.492,0.351
0.358,0.496,0.359
0.349,0.486,0.352
0.351,0.501,0.354
0.365,0.505,0.36
0.378,0.489,0.349
0.375,0.511,0.342
0.355,0.514,0.348
0.355,0.514,0.34
0.361,0.523,0.341
0.348,0.528,0.343
0.349,0.518,0.34
0.358,0.5,0.349
0.351,0.51,0.348
0.349,0.514,0.347
0.339,0.503,0.345
0.342,0.478,0.348
0.347,0.482,0.346
0.352,0.495,0.343
0.351,0.502,0.341
0.356,0.481,0.338
0.344,0.481,0.342
0.349,0.502,0.362
0.345,0.496,0.36
0.343,0.487,0.356
0.351,0.495,0.36
0.351,0.515,0.358
0.351,0.514,0.368
0.36,0.518,0.377
0.346,0.527,0.374
0.36,0.52,0.376
0.358,0.529,0.37
0.361,0.514,0.353
0.356,0.517,0.352
0.36,0.516,0.347
0.346,0.53,0.354
0.362,0.513,0.363
0.373,0.506,0.361
0.372,0.486,0.344
0.379,0.472,0.346
0.367,0.486,0.348
0.377,0.487,0.353
0.375,0.479,0.353
0.37,0.467,0.359
0.364,0.474,0.355
0.362,0.465,0.367
0.353,0.469,0.362
0.35,0.469,0.361
0.349,0.479,0.35
0.341,0.478,0.345
0.339,0.448,0.341
0.339,0.455,0.343
0.334,0.46,0.329
0.343,0.47,0.332
0.34,0.462,0.329
0.349,0.469,0.326
0.349,0.461,0.332
0.348,0.464,0.334
0.351,0.461,0.348
0.347,0.452,0.346
0.343,0.453,0.341
0.367,0.448,0.341
0.365,0.437,0.358
0.36,0.437,0.372
0.353,0.441,0.365
0.34,0.431,0.36
0.34,0.427,0.351
0.346,0.43,0.369
0.345,0.446,0.374
0.344,0.472,0.365
0.348,0.48,0.368
0.347,0.486,0.355
0.338,0.488,0.363
0.334,0.491,0.335
0.347,0.482,0.339
0.335,0.491,0.344
0.341,0.488,0.349
0.34,0.491,0.346
0.348,0.472,0.348
0.336,0.443,0.335
0.357,0.453,0.337
0.35,0.457,0.347
0.365,0.466,0.348
0.366,0.472,0.364
0.368,0.484,0.36
0.352,0.475,0.352
0.36,0.476,0.334
0.355,0.475,0.333
0.353,0.482,0.334
0.369,0.479,0.335
0.361,0.473,0.343
0.362,0.465,0.339
0.354,0.462,0.343
0.341,0.45,0.331
0.349,0.453,0.344
0.349,0.448,0.335
0.357,0.445,0.334
0.351,0.447,0.328
0.354,0.447,0.328
0.349,0.45,0.337
0.335,0.462,0.333
0.324,0.45,0.336
0.331,0.456,0.337
0.34,0.448,0.342
0.33,0.451,0.356
0.336,0.449,0.357
0.355,0.459,0.345
0.359,0.454,0.35
0.363,0.452,0.351
0.352,0.445,0.34
0.36,0.439,0.339
0.361,0.432,0.347
0.364,0.436,0.35
0.357,0.434,0.354
0.355,0.435,0.345
0.36,0.44,0.352
0.354,0.438,0.347
0.359,0.45,0.348
0.355,0.485,0.352
0.361,0.498,0.363
0.359,0.502,0.379
0.361,0.516,0.377
0.357,0.516,0.377
0.363,0.518,0.375
0.36,0.514,0.374
0.36,0.516,0.385
0.351,0.516,0.361
0.36,0.499,0.361
0.361,0.51,0.36
0.36,0.479,0.358
0.361,0.493,0.35
0.358,0.476,0.346
0.375,0.474,0.339
0.376,0.482,0.361
0.371,0.496,0.345
0.361,0.479,0.353
0.373,0.483,0.356
0.362,0.488,0.363
0.37,0.476,0.359
0.377,0.496,0.358
0.365,0.498,0.35
0.36,0.49,0.359
0.364,0.501,0.353
0.363,0.495,0.345
0.373,0.473,0.354
0.378,0.517,0.35
0.373,0.517,0.35
0.356,0.515,0.353
0.345,0.507,0.349
0.336,0.485,0.351
0.34,0.486,0.345
0.331,0.477,0.344
0.339,0.469,0.345
0.342,0.468,0.345
0.338,0.475,0.331
0.344,0.441,0.333
0.337,0.448,0.33
0.332,0.453,0.341
0.332,0.467,0.337
0.331,0.47,0.348
0.327,0.46,0.357
0.329,0.465,0.346
0.334,0.47,0.349
0.325,0.463,0.351
0.328,0.468,0.349
0.33,0.476,0.338
0.33,0.46,0.338
0.338,0.472,0.329
0.325,0.483,0.327
0.331,0.475,0.321
0.331,0.494,0.329
0.337,0.496,0.319
0.328,0.5,0.329
0.33,0.499,0.332
0.335,0.504,0.319
0.353,0.503,0.324
0.349,0.494,0.322
0.353,0.482,0.331
0.356,0.468,0.324
0.356,0.475,0.329
0.33,0.484,0.331
0.319,0.475,0.333
0.32,0.477,0.339
0.344,0.503,0.338
0.33,0.495,0.329
0.329,0.492,0.337
0.333,0.505,0.341
0.349,0.494,0.357
0.35,0.489,0.351
0.354,0.488,0.346
0.344,0.47,0.347
0.359,0.467,0.343
0.361,0.464,0.343
0.353,0.451,0.348
0.355,0.448,0.342
0.343,0.445,0.338
0.357,0.452,0.356
0.346,0.446,0.353
0.346,0.451,0.354
0.336,0.458,0.349
0.343,0.461,0.342
0.336,0.466,0.348
0.342,0.471,0.349
0.339,0.462,0.35
0.336,0.464,0.352
0.329,0.474,0.347
0.324,0.466,0.341
0.334,0.484,0.334
0.347,0.504,0.344
0.344,0.506,0.327
0.348,0.504,0.333
0.356,0.513,0.357
0.349,0.514,0.348
0.354,0.52,0.352
0.35,0.501,0.347
0.341,0.512,0.339
0.332,0.499,0.346
0.321,0.486,0.334
0.327,0.458,0.324
0.335,0.467,0.324
0.339,0.458,0.328
0.334,0.46,0.336
0.339,0.456,0.328
0.344,0.467,0.333
0.343,0.475,0.341
0.342,0.474,0.372
0.335,0.492,0.385
0.344,0.511,0.387
0.338,0.515,0.389
0.341,0.51,0.383
0.336,0.514,0.385
0.341,0.508,0.392
0.346,0.501,0.376
0.355,0.494,0.367
0.364,0.476,0.384
0.359,0.479,0.378
0.357,0.48,0.359
0.349,0.463,0.354
0.357,0.466,0.34
0.353,0.453,0.338
0.351,0.454,0.342
0.344,0.463,0.341
0.354,0.475,0.337
0.347,0.488,0.335
0.343,0.496,0.336
0.335,0.478,0.324
0.337,0.482,0.325
0.349,0.471,0.333
0.337,0.471,0.327
0.349,0.476,0.334
0.358,0.474,0.333
0.349,0.461,0.338
0.337,0.457,0.338
0.333,0.462,0.354
0.336,0.455,0.353
0.339,0.485,0.352
0.341,0.484,0.359
0.346,0.474,0.353
0.353,0.485,0.35
0.355,0.495,0.366
0.337,0.512,0.357
0.341,0.508,0.336
0.345,0.496,0.331
0.337,0.472,0.333
0.329,0.469,0.338
0.334,0.439,0.333
0.346,0.454,0.332
0.339,0.453,0.333
0.344,0.449,0.35
0.334,0.437,0.345
0.344,0.408,0.345
0.349,0.414,0.346
0.351,0.419,0.354
0.348,0.435,0.352
0.345,0.449,0.352
0.35,0.458,0.342
0.349,0.457,0.34
0.346,0.451,0.34
0.341,0.454,0.341
0.341,0.47,0.347
0.326,0.481,0.331
0.334,0.495,0.332
0.331,0.491,0.329
0.323,0.483,0.331
0.324,0.479,0.329
0.325,0.487,0.331
0.337,0.477,0.329
0.333,0.488,0.333
0.329,0.487,0.331
0.33,0.468,0.341
0.339,0.455,0.34
0.327,0.439,0.34
0.326,0.432,0.32
0.326,0.441,0.322
0.333,0.439,0.332
0.325,0.459,0.342
0.328,0.454,0.345
0.335,0.444,0.334
0.342,0.442,0.333
0.335,0.452,0.336
0.331,0.445,0.329
0.32,0.474,0.333
0.324,0.48,0.333
0.32,0.484,0.324
0.322,0.487,0.325
0.316,0.479,0.328
0.333,0.483,0.329
0.349,0.483,0.337
0.354,0.48,0.346
0.347,0.463,0.344
0.353,0.468,0.34
0.349,0.469,0.337
0.349,0.466,0.333
0.343,0.449,0.328
0.346,0.451,0.334
0.349,0.442,0.325
0.346,0.448,0.331
0.346,0.445,0.338
0.348,0.454,0.337
0.342,0.455,0.349
0.336,0.462,0.348
0.331,0.456,0.343
0.334,0.448,0.339
0.344,0.45,0.335
0.338,0.446,0.346
0.337,0.44,0.347
0.332,0.454,0.338
0.338,0.452,0.337
0.348,0.448,0.323
0.344,0.468,0.326
0.328,0.471,0.334
0.334,0.468,0.341
0.339,0.475,0.343
0.355,0.499,0.338
0.353,0.497,0.339
0.367,0.502,0.342
0.34,0.497,0.341
0.335,0.493,0.353
0.324,0.496,0.348
0.331,0.489,0.338
0.343,0.49,0.33
0.336,0.494,0.329
0.34,0.488,0.34
0.34,0.484,0.345
0.34,0.481,0.342
0.337,0.471,0.347
0.335,0.464,0.344
0.338,0.465,0.348
0.336,0.457,0.338
0.332,0.455,0.339
0.34,0.448,0.337
0.349,0.44,0.327
0.335,0.438,0.316
0.327,0.442,0.323
0.335,0.434,0.333
0.338,0.433,0.321
0.335,0.432,0.327
0.338,0.429,0.328
0.329,0.447,0.319
0.323,0.447,0.322
0.32,0.441,0.324
0.309,0.435,0.332
0.309,0.438,0.332
0.307,0.431,0.322
0.314,0.433,0.318
0.307,0.452,0.31
0.312,0.45,0.306
0.307,0.455,0.305
0.3,0.456,0.306
0.316,0.451,0.299
0.309,0.446,0.299
0.309,0.445,0.313
0.322,0.451,0.31
0.31,0.442,0.305
0.316,0.435,0.312
0.318,0.434,0.322
0.309,0.414,0.316
0.308,0.414,0.317
0.315,0.411,0.315
0.301,0.414,0.313
0.299,0.407,0.312
0.297,0.418,0.318
0.295,0.417,0.315
0.299,0.424,0.31
0.307,0.444,0.318
0.321,0.453,0.326
0.328,0.464,0.344
0.337,0.474,0.365
0.34,0.479,0.37
0.352,0.485,0.38
0.354,0.494,0.369
0.358,0.506,0.376
0.346,0.496,0.365
0.345,0.504,0.353
0.355,0.496,0.355
0.356,0.488,0.343
0.35,0.477,0.341
0.348,0.459,0.333
0.344,0.439,0.317
0.326,0.422,0.319
0.314,0.41,0.328
0.313,0.411,0.32
0.317,0.396,0.315
0.313,0.398,0.307
0.319,0.395,0.303
0.298,0.397,0.288
0.295,0.394,0.294
0.293,0.394,0.294
0.295,0.399,0.297
0.285,0.409,0.301
0.281,0.415,0.307
0.292,0.416,0.305
0.288,0.429,0.302
0.285,0.423,0.306
0.281,0.427,0.321
0.29,0.438,0.325
0.287,0.432,0.326
0.291,0.444,0.313
0.303,0.455,0.292
0.306,0.451,0.296
0.31,0.452,0.299
0.299,0.445,0.302
0.314,0.446,0.31
0.325,0.454,0.318
0.316,0.457,0.314
0.317,0.444,0.342
0.327,0.445,0.341
0.331,0.445,0.313
0.337,0.444,0.316
0.324,0.435,0.311
