group_history_insertion,collector_monitoring_information_bolt,metric_extraction
0.197,0.261,0.199
0.184,0.251,0.206
0.196,0.26,0.202
0.195,0.246,0.201
0.197,0.262,0.206
0.197,0.248,0.201
0.193,0.28,0.218
0.2,0.258,0.213
0.186,0.285,0.205
0.201,0.274,0.209
0.197,0.256,0.198
0.186,0.248,0.21
0.186,0.287,0.203
0.197,0.272,0.205
0.194,0.28,0.198
0.193,0.271,0.215
0.2,0.268,0.198
0.189,0.272,0.211
0.192,0.285,0.2
0.196,0.277,0.199
0.196,0.255,0.2
0.186,0.271,0.202
0.188,0.264,0.207
0.205,0.267,0.212
0.197,0.264,0.205
0.186,0.245,0.203
0.191,0.241,0.2
0.185,0.26,0.205
0.194,0.26,0.206
0.18,0.284,0.217
0.18,0.242,0.21
0.175,0.262,0.192
0.184,0.263,0.199
0.176,0.291,0.186
0.176,0.258,0.202
0.175,0.257,0.196
0.185,0.254,0.185
0.178,0.254,0.201
0.176,0.255,0.195
0.18,0.267,0.202
0.184,0.272,0.188
0.181,0.243,0.194
0.176,0.269,0.189
0.169,0.273,0.19
0.173,0.258,0.192
0.178,0.258,0.184
0.182,0.264,0.212
0.183,0.255,0.198
0.174,0.256,0.191
0.172,0.258,0.183
0.173,0.242,0.198
0.179,0.242,0.203
0.179,0.25,0.19
0.187,0.26,0.2
0.176,0.259,0.2
0.176,0.273,0.191
0.178,0.251,0.196
0.179,0.239,0.192
0.18,0.269,0.194
0.188,0.258,0.192
0.179,0.273,0.194
0.179,0.261,0.201
0.181,0.254,0.199
0.172,0.257,0.207
0.182,0.277,0.19
0.175,0.273,0.189
0.181,0.253,0.199
0.187,0.244,0.186
0.18,0.262,0.191
0.2,0.259,0.194
0.186,0.26,0.195
0.181,0.248,0.198
0.187,0.261,0.194
0.184,0.249,0.192
0.177,0.226,0.189
0.191,0.238,0.19
0.184,0.26,0.205
0.198,0.252,0.196
0.182,0.242,0.202
0.184,0.275,0.205
0.198,0.253,0.221
0.201,0.269,0.228
0.207,0.237,0.208
0.193,0.256,0.208
0.2,0.272,0.21
0.288,0.369,0.291
0.202,0.259,0.202
0.196,0.263,0.207
0.198,0.275,0.204
0.198,0.258,0.212
0.213,0.255,0.219
0.212,0.26,0.22
0.206,0.27,0.217
0.187,0.282,0.204
0.21,0.29,0.24
0.206,0.288,0.245
0.204,0.251,0.213
0.187,0.266,0.219
0.173,0.254,0.182
0.169,0.236,0.189
0.192,0.249,0.202
0.209,0.258,0.206
0.198,0.257,0.206
0.196,0.265,0.219
0.189,0.256,0.204
0.201,0.248,0.217
0.195,0.252,0.204
0.191,0.276,0.221
0.201,0.253,0.21
0.199,0.256,0.212
0.193,0.282,0.206
0.207,0.269,0.216
0.194,0.27,0.214
0.208,0.26,0.202
0.188,0.257,0.208
0.198,0.273,0.205
0.19,0.263,0.214
0.194,0.267,0.219
0.201,0.25,0.213
0.187,0.251,0.2
0.191,0.27,0.208
0.21,0.265,0.205
0.191,0.266,0.21
0.2,0.258,0.199
0.196,0.254,0.21
0.195,0.255,0.2
0.181,0.256,0.2
0.166,0.247,0.184
0.171,0.247,0.187
0.179,0.247,0.19
0.197,0.265,0.199
0.199,0.3,0.195
0.178,0.261,0.194
0.169,0.246,0.191
0.187,0.235,0.191
0.177,0.254,0.193
0.193,0.281,0.202
0.181,0.264,0.191
0.176,0.248,0.196
0.175,0.26,0.185
0.174,0.274,0.192
0.189,0.261,0.202
0.183,0.255,0.187
0.176,0.265,0.189
0.174,0.254,0.194
0.182,0.275,0.196
0.17,0.262,0.191
0.191,0.256,0.188
0.172,0.24,0.184
0.181,0.259,0.191
0.177,0.26,0.179
0.172,0.276,0.2
0.182,0.254,0.191
0.192,0.249,0.193
0.178,0.247,0.191
0.171,0.245,0.188
0.174,0.242,0.184
0.176,0.251,0.181
0.171,0.252,0.186
0.177,0.269,0.192
0.181,0.264,0.19
0.181,0.255,0.189
0.189,0.258,0.195
0.181,0.269,0.19
0.172,0.229,0.191
0.175,0.227,0.195
0.182,0.265,0.19
0.174,0.264,0.191
0.176,0.252,0.203
0.175,0.256,0.188
0.182,0.258,0.194
0.178,0.259,0.188
0.188,0.235,0.198
0.182,0.239,0.195
0.192,0.239,0.199
0.188,0.267,0.197
0.197,0.247,0.205
0.189,0.23,0.216
0.219,0.291,0.236
0.195,0.284,0.215
0.198,0.261,0.207
0.192,0.285,0.215
0.191,0.249,0.202
0.22,0.256,0.206
0.198,0.255,0.208
0.196,0.277,0.206
0.194,0.245,0.212
0.2,0.266,0.212
0.204,0.275,0.223
0.195,0.273,0.206
0.217,0.267,0.216
0.198,0.266,0.218
0.203,0.249,0.205
0.2,0.277,0.208
0.215,0.255,0.208
0.225,0.255,0.213
0.195,0.251,0.214
0.188,0.245,0.207
0.2,0.27,0.21
0.195,0.268,0.218
0.189,0.249,0.208
0.197,0.252,0.217
0.209,0.265,0.21
0.191,0.266,0.203
0.199,0.27,0.213
0.196,0.267,0.212
0.198,0.244,0.212
0.199,0.235,0.227
0.187,0.262,0.223
0.2,0.254,0.213
0.188,0.268,0.223
0.191,0.241,0.223
0.195,0.267,0.226
0.2,0.25,0.201
0.197,0.255,0.208
0.194,0.26,0.205
0.196,0.269,0.211
0.197,0.245,0.2
0.202,0.271,0.218
0.21,0.271,0.203
0.183,0.251,0.205
0.2,0.254,0.196
0.211,0.258,0.193
0.17,0.246,0.189
0.187,0.254,0.192
0.174,0.244,0.182
0.185,0.243,0.2
0.178,0.258,0.185
0.177,0.247,0.185
0.178,0.238,0.197
0.178,0.255,0.193
0.181,0.277,0.192
0.181,0.253,0.204
0.192,0.224,0.181
0.177,0.264,0.194
0.173,0.252,0.186
0.17,0.244,0.197
0.172,0.256,0.181
0.181,0.256,0.188
0.175,0.233,0.193
0.171,0.261,0.189
0.174,0.27,0.19
0.179,0.279,0.208
0.179,0.257,0.196
0.176,0.229,0.194
0.175,0.268,0.183
0.176,0.267,0.196
0.179,0.248,0.184
0.201,0.236,0.182
0.171,0.248,0.198
0.175,0.262,0.193
0.179,0.252,0.189
0.183,0.234,0.204
0.19,0.248,0.19
0.182,0.249,0.182
0.185,0.274,0.209
0.174,0.242,0.193
0.172,0.241,0.184
0.176,0.251,0.184
0.183,0.265,0.196
0.182,0.248,0.206
0.192,0.264,0.19
0.175,0.239,0.197
0.176,0.25,0.186
0.186,0.264,0.204
0.168,0.25,0.184
0.197,0.262,0.183
0.169,0.242,0.191
0.177,0.277,0.191
0.184,0.256,0.194
0.195,0.251,0.207
0.187,0.24,0.19
0.201,0.263,0.211
0.213,0.253,0.212
0.214,0.254,0.225
0.189,0.274,0.212
0.202,0.255,0.204
0.2,0.255,0.208
0.196,0.256,0.209
0.191,0.247,0.213
0.213,0.288,0.211
0.193,0.273,0.205
0.197,0.268,0.209
0.197,0.24,0.212
0.188,0.269,0.203
0.183,0.249,0.205
0.201,0.268,0.211
0.195,0.257,0.22
0.191,0.241,0.208
0.191,0.263,0.209
0.197,0.248,0.226
0.2,0.245,0.211
0.192,0.246,0.207
0.19,0.25,0.21
0.197,0.248,0.214
0.194,0.247,0.22
0.198,0.25,0.212
0.205,0.254,0.216
0.196,0.258,0.227
0.214,0.26,0.227
0.199,0.247,0.215
0.198,0.263,0.217
0.212,0.243,0.206
0.208,0.263,0.2
0.215,0.262,0.221
0.196,0.263,0.215
0.199,0.253,0.214
0.278,0.387,0.296
0.279,0.374,0.306
0.276,0.387,0.297
0.268,0.393,0.288
0.28,0.376,0.308
0.272,0.398,0.299
0.269,0.392,0.289
0.396,0.41,0.425
0.289,0.396,0.307
0.268,0.401,0.29
0.277,0.376,0.285
0.258,0.386,0.268
0.342,0.378,0.323
0.262,0.383,0.263
0.261,0.373,0.269
0.253,0.37,0.281
0.258,0.383,0.264
0.256,0.361,0.268
0.251,0.374,0.279
0.252,0.373,0.274
0.259,0.374,0.269
0.358,0.416,0.367
0.272,0.397,0.298
0.276,0.394,0.296
0.295,0.404,0.298
0.278,0.394,0.3
0.285,0.377,0.3
0.295,0.392,0.315
0.3,0.389,0.302
0.273,0.409,0.32
0.282,0.382,0.292
0.319,0.392,0.326
0.265,0.383,0.294
0.27,0.396,0.304
0.284,0.376,0.294
0.283,0.382,0.299
0.276,0.378,0.3
0.292,0.392,0.296
0.278,0.372,0.295
0.272,0.411,0.294
0.282,0.378,0.307
0.274,0.381,0.298
0.286,0.385,0.298
0.284,0.402,0.301
0.275,0.389,0.299
0.357,0.454,0.377
0.283,0.389,0.296
0.339,0.388,0.36
0.278,0.389,0.319
0.271,0.393,0.296
0.282,0.37,0.288
0.28,0.38,0.297
0.295,0.409,0.308
0.286,0.379,0.308
0.282,0.419,0.311
0.274,0.381,0.303
0.286,0.391,0.301
0.276,0.38,0.31
0.275,0.391,0.312
0.275,0.374,0.301
0.282,0.394,0.285
0.27,0.387,0.281
0.288,0.367,0.283
0.288,0.373,0.292
0.28,0.38,0.283
0.268,0.371,0.29
0.277,0.378,0.3
0.263,0.379,0.283
0.255,0.377,0.295
0.262,0.353,0.265
0.263,0.36,0.27
0.253,0.371,0.275
0.271,0.367,0.27
0.263,0.365,0.271
0.253,0.353,0.264
0.254,0.378,0.259
0.269,0.363,0.28
0.247,0.361,0.277
0.259,0.36,0.269
0.254,0.368,0.266
0.255,0.384,0.263
0.266,0.374,0.264
0.246,0.354,0.261
0.248,0.358,0.258
0.247,0.381,0.263
0.247,0.376,0.266
0.258,0.396,0.268
0.242,0.382,0.268
0.266,0.38,0.29
0.263,0.404,0.285
0.25,0.364,0.271
0.248,0.372,0.277
0.24,0.38,0.272
0.256,0.403,0.282
0.273,0.391,0.276
0.256,0.372,0.264
0.261,0.361,0.268
0.259,0.381,0.272
0.284,0.375,0.265
0.246,0.372,0.265
0.254,0.373,0.283
0.264,0.392,0.278
0.244,0.369,0.26
0.261,0.38,0.267
0.254,0.387,0.268
0.274,0.383,0.281
0.251,0.374,0.275
0.273,0.37,0.271
0.266,0.38,0.272
0.262,0.371,0.271
0.261,0.373,0.267
0.249,0.392,0.275
0.257,0.394,0.266
0.266,0.382,0.264
0.267,0.39,0.263
0.251,0.366,0.274
0.266,0.391,0.269
0.282,0.398,0.276
0.29,0.375,0.3
0.277,0.365,0.298
0.374,0.393,0.397
0.284,0.381,0.298
0.272,0.373,0.299
0.291,0.399,0.302
0.276,0.376,0.29
0.282,0.393,0.293
0.289,0.379,0.306
0.28,0.38,0.295
0.292,0.408,0.299
0.292,0.381,0.302
0.286,0.398,0.281
0.29,0.397,0.308
0.282,0.382,0.298
0.276,0.399,0.297
0.292,0.399,0.338
0.281,0.386,0.292
0.284,0.389,0.296
0.281,0.374,0.319
0.275,0.385,0.295
0.284,0.388,0.301
0.284,0.383,0.29
0.283,0.399,0.328
0.281,0.393,0.31
0.283,0.363,0.296
0.279,0.383,0.309
0.285,0.384,0.288
0.275,0.372,0.293
0.284,0.386,0.292
0.201,0.253,0.208
0.198,0.263,0.204
0.193,0.28,0.213
0.199,0.261,0.214
0.196,0.268,0.203
0.199,0.248,0.202
0.193,0.256,0.204
0.196,0.284,0.207
0.195,0.271,0.219
0.184,0.295,0.199
0.186,0.258,0.209
0.189,0.27,0.204
0.204,0.268,0.209
0.191,0.26,0.196
0.197,0.25,0.214
0.201,0.267,0.213
0.187,0.255,0.215
0.184,0.263,0.206
0.185,0.268,0.199
0.183,0.238,0.197
0.189,0.247,0.21
0.18,0.243,0.186
0.184,0.26,0.188
0.197,0.254,0.198
0.178,0.26,0.187
0.168,0.249,0.188
0.182,0.265,0.191
0.176,0.254,0.19
0.177,0.25,0.191
0.175,0.256,0.186
0.174,0.28,0.195
0.184,0.256,0.196
0.189,0.252,0.195
0.195,0.269,0.195
0.179,0.242,0.184
0.185,0.252,0.184
0.185,0.272,0.187
0.178,0.261,0.196
0.183,0.263,0.198
0.184,0.264,0.192
0.194,0.277,0.207
0.178,0.263,0.198
0.185,0.274,0.185
0.184,0.261,0.199
0.182,0.274,0.192
0.181,0.242,0.196
0.181,0.258,0.182
0.177,0.253,0.188
0.187,0.263,0.19
0.176,0.241,0.187
0.175,0.276,0.189
0.191,0.256,0.209
0.191,0.266,0.199
0.184,0.276,0.195
0.183,0.246,0.19
0.2,0.266,0.187
0.173,0.255,0.2
0.177,0.246,0.187
0.171,0.284,0.194
0.18,0.228,0.205
0.174,0.269,0.19
0.172,0.256,0.19
0.178,0.234,0.184
0.188,0.244,0.2
0.174,0.257,0.19
0.184,0.269,0.184
0.197,0.257,0.183
0.181,0.268,0.191
0.185,0.274,0.19
0.188,0.272,0.206
0.177,0.277,0.207
0.186,0.252,0.202
0.19,0.267,0.197
0.191,0.253,0.204
0.189,0.251,0.208
0.183,0.267,0.21
0.183,0.257,0.198
0.183,0.258,0.198
0.186,0.244,0.205
0.194,0.262,0.22
0.176,0.258,0.215
0.188,0.258,0.197
0.187,0.272,0.202
0.181,0.256,0.206
0.179,0.26,0.207
0.191,0.251,0.202
0.18,0.249,0.202
0.188,0.251,0.217
0.184,0.245,0.203
0.188,0.268,0.2
0.184,0.255,0.215
0.194,0.256,0.206
0.193,0.259,0.206
0.2,0.255,0.203
0.203,0.26,0.211
0.183,0.275,0.193
0.204,0.253,0.204
0.181,0.254,0.196
0.189,0.266,0.2
0.2,0.286,0.206
0.199,0.272,0.201
0.184,0.247,0.202
0.183,0.255,0.216
0.203,0.277,0.2
0.183,0.26,0.206
0.203,0.274,0.202
0.187,0.253,0.196
0.2,0.266,0.211
0.179,0.266,0.204
0.179,0.237,0.22
0.188,0.263,0.2
0.199,0.244,0.194
0.182,0.264,0.199
0.189,0.26,0.202
0.182,0.279,0.194
0.166,0.255,0.196
0.179,0.259,0.201
0.171,0.269,0.192
0.173,0.275,0.192
0.175,0.268,0.193
0.176,0.26,0.189
0.171,0.254,0.184
0.173,0.244,0.184
0.17,0.249,0.188
0.163,0.251,0.191
0.173,0.233,0.182
0.187,0.258,0.196
0.178,0.268,0.186
0.184,0.261,0.199
0.183,0.248,0.178
0.192,0.255,0.195
0.191,0.268,0.19
0.18,0.277,0.197
0.165,0.258,0.185
0.177,0.255,0.193
0.174,0.28,0.185
0.165,0.257,0.187
0.174,0.271,0.196
0.172,0.251,0.184
0.184,0.261,0.181
0.172,0.259,0.196
0.173,0.264,0.178
0.18,0.272,0.189
0.181,0.275,0.194
0.185,0.261,0.202
0.173,0.294,0.198
0.182,0.255,0.179
0.175,0.26,0.191
0.183,0.247,0.184
0.199,0.253,0.189
0.172,0.283,0.196
0.179,0.268,0.207
0.177,0.253,0.192
0.175,0.255,0.189
0.175,0.263,0.179
0.178,0.261,0.193
0.174,0.264,0.185
0.183,0.25,0.192
0.172,0.253,0.179
0.176,0.24,0.197
0.178,0.247,0.19
0.179,0.256,0.197
0.176,0.267,0.184
0.173,0.255,0.195
0.191,0.28,0.199
0.198,0.256,0.203
0.192,0.249,0.206
0.188,0.251,0.208
0.19,0.276,0.215
0.192,0.259,0.207
0.19,0.259,0.21
0.217,0.266,0.211
0.194,0.276,0.223
0.187,0.26,0.203
0.204,0.258,0.21
0.201,0.274,0.207
0.193,0.252,0.2
0.185,0.259,0.202
0.189,0.275,0.206
0.195,0.248,0.208
0.188,0.249,0.207
0.185,0.247,0.209
0.189,0.265,0.201
0.197,0.249,0.199
0.198,0.27,0.2
0.19,0.273,0.193
0.193,0.283,0.196
0.198,0.273,0.21
0.197,0.275,0.209
0.199,0.275,0.2
0.197,0.257,0.198
0.197,0.243,0.207
0.189,0.279,0.199
0.193,0.274,0.199
0.191,0.26,0.207
0.189,0.272,0.221
0.188,0.286,0.205
0.193,0.281,0.202
0.198,0.26,0.201
0.211,0.272,0.202
0.213,0.256,0.208
0.192,0.253,0.198
0.193,0.281,0.204
0.185,0.219,0.199
0.174,0.25,0.195
0.182,0.247,0.193
0.174,0.241,0.206
0.184,0.261,0.197
0.167,0.225,0.18
0.184,0.275,0.203
0.174,0.252,0.191
0.16,0.235,0.18
0.165,0.218,0.179
0.176,0.225,0.176
0.179,0.248,0.175
0.17,0.229,0.184
0.167,0.225,0.183
0.175,0.262,0.182
0.175,0.225,0.185
0.173,0.268,0.178
0.167,0.223,0.174
0.168,0.217,0.184
0.179,0.257,0.184
0.172,0.211,0.178
0.169,0.237,0.176
0.155,0.199,0.18
0.153,0.229,0.176
0.174,0.242,0.173
0.169,0.242,0.172
0.157,0.237,0.178
0.172,0.241,0.171
0.156,0.24,0.172
0.16,0.227,0.173
0.162,0.209,0.173
0.165,0.218,0.164
0.163,0.257,0.17
0.156,0.211,0.165
0.159,0.243,0.167
0.169,0.256,0.163
0.162,0.243,0.171
0.164,0.19,0.167
0.154,0.202,0.167
0.163,0.259,0.174
0.17,0.252,0.18
0.16,0.24,0.171
0.165,0.237,0.172
0.158,0.247,0.176
0.168,0.245,0.184
0.158,0.238,0.174
0.156,0.233,0.179
0.16,0.19,0.167
0.152,0.231,0.17
0.155,0.225,0.17
