group_history_insertion,collector_monitoring_information_bolt,metric_extraction
0.301,0.411,0.3
0.297,0.403,0.297
0.294,0.414,0.282
0.302,0.42,0.294
0.285,0.443,0.292
0.274,0.449,0.294
0.283,0.445,0.301
0.28,0.451,0.302
0.283,0.445,0.288
0.283,0.452,0.292
0.289,0.459,0.294
0.284,0.453,0.291
0.288,0.471,0.297
0.285,0.467,0.284
0.299,0.454,0.293
0.293,0.444,0.292
0.289,0.456,0.295
0.29,0.459,0.292
0.284,0.454,0.3
0.285,0.45,0.313
0.29,0.461,0.306
0.285,0.459,0.303
0.294,0.457,0.297
0.287,0.459,0.291
0.278,0.445,0.29
0.297,0.442,0.287
0.299,0.437,0.284
0.296,0.438,0.288
0.315,0.458,0.293
0.298,0.461,0.292
0.322,0.467,0.289
0.317,0.467,0.285
0.318,0.465,0.29
0.303,0.46,0.282
0.309,0.469,0.279
0.287,0.465,0.287
0.278,0.466,0.282
0.28,0.454,0.284
0.288,0.457,0.283
0.288,0.447,0.29
0.285,0.437,0.293
0.283,0.441,0.298
0.283,0.428,0.289
0.286,0.44,0.279
0.291,0.435,0.279
0.289,0.441,0.283
0.288,0.435,0.292
0.283,0.429,0.289
0.275,0.428,0.298
0.283,0.437,0.297
0.287,0.443,0.287
0.286,0.449,0.297
0.274,0.441,0.297
0.285,0.437,0.277
0.279,0.446,0.282
0.281,0.446,0.278
0.269,0.46,0.273
0.278,0.473,0.282
0.284,0.473,0.276
0.273,0.466,0.271
0.278,0.445,0.27
0.279,0.445,0.279
0.263,0.453,0.281
0.261,0.452,0.273
0.262,0.45,0.268
0.261,0.448,0.271
0.264,0.444,0.275
0.299,0.447,0.267
0.297,0.44,0.279
0.304,0.454,0.274
0.296,0.47,0.276
0.305,0.471,0.285
0.296,0.466,0.273
0.295,0.479,0.274
0.288,0.473,0.28
0.284,0.469,0.276
0.289,0.467,0.278
0.27,0.467,0.277
0.27,0.471,0.278
0.279,0.468,0.283
0.283,0.456,0.292
0.28,0.445,0.287
0.286,0.451,0.293
0.287,0.436,0.282
0.287,0.433,0.282
0.286,0.441,0.27
0.284,0.457,0.278
0.285,0.459,0.278
0.282,0.447,0.277
0.272,0.448,0.27
0.281,0.446,0.281
0.279,0.442,0.268
0.27,0.437,0.267
0.278,0.432,0.276
0.272,0.432,0.272
0.278,0.412,0.274
0.289,0.406,0.276
0.282,0.399,0.271
0.278,0.406,0.276
0.285,0.424,0.29
0.284,0.415,0.288
0.28,0.431,0.278
0.282,0.453,0.28
0.282,0.452,0.279
0.291,0.46,0.274
0.289,0.457,0.276
0.305,0.463,0.278
0.305,0.465,0.283
0.306,0.461,0.286
0.3,0.442,0.282
0.294,0.444,0.281
0.296,0.445,0.292
0.303,0.441,0.281
0.306,0.436,0.294
0.307,0.423,0.29
0.275,0.433,0.286
0.27,0.451,0.282
0.274,0.448,0.275
0.271,0.443,0.282
0.279,0.441,0.287
0.279,0.443,0.282
0.273,0.453,0.274
0.268,0.454,0.276
0.274,0.442,0.275
0.278,0.445,0.276
0.285,0.445,0.274
0.275,0.428,0.269
0.273,0.431,0.275
0.27,0.429,0.278
0.27,0.438,0.28
0.276,0.433,0.284
0.28,0.428,0.28
0.276,0.421,0.276
0.276,0.442,0.277
0.284,0.449,0.278
0.275,0.467,0.274
0.27,0.458,0.292
0.271,0.458,0.285
0.268,0.456,0.282
0.264,0.461,0.287
0.267,0.463,0.283
0.269,0.477,0.28
0.274,0.474,0.288
0.279,0.446,0.297
0.277,0.438,0.304
0.272,0.438,0.3
0.273,0.427,0.31
0.259,0.452,0.293
0.266,0.453,0.304
0.27,0.444,0.313
0.267,0.439,0.296
0.273,0.419,0.268
0.269,0.418,0.277
0.271,0.417,0.276
0.283,0.411,0.275
0.277,0.408,0.281
0.283,0.413,0.282
0.277,0.407,0.282
0.273,0.385,0.294
0.28,0.406,0.271
0.28,0.408,0.282
0.273,0.405,0.278
0.276,0.411,0.277
0.281,0.418,0.284
0.28,0.427,0.288
0.27,0.42,0.289
0.267,0.425,0.281
0.27,0.429,0.292
0.266,0.429,0.286
0.268,0.433,0.276
0.272,0.411,0.267
0.276,0.418,0.295
0.266,0.42,0.275
0.272,0.424,0.275
0.277,0.423,0.279
0.274,0.416,0.288
0.268,0.419,0.286
0.262,0.399,0.291
0.267,0.409,0.287
0.265,0.406,0.291
0.261,0.422,0.289
0.263,0.416,0.292
0.269,0.412,0.288
0.274,0.415,0.285
0.273,0.429,0.297
0.269,0.429,0.303
0.273,0.442,0.316
0.282,0.442,0.305
0.283,0.453,0.313
0.28,0.453,0.315
0.285,0.444,0.293
0.284,0.432,0.291
0.284,0.436,0.287
0.293,0.435,0.274
0.285,0.426,0.272
0.283,0.419,0.272
0.29,0.424,0.272
0.293,0.422,0.279
0.294,0.425,0.278
0.3,0.424,0.28
0.283,0.436,0.271
0.282,0.447,0.27
0.279,0.46,0.275
0.282,0.463,0.288
0.283,0.453,0.293
0.279,0.459,0.297
0.289,0.47,0.289
0.284,0.479,0.273
0.285,0.481,0.272
0.283,0.475,0.286
0.272,0.474,0.273
0.266,0.472,0.273
0.261,0.477,0.275
0.266,0.49,0.276
0.275,0.487,0.273
0.261,0.488,0.275
0.267,0.486,0.281
0.266,0.468,0.285
0.271,0.467,0.283
0.273,0.456,0.291
0.294,0.458,0.286
0.292,0.468,0.29
0.302,0.45,0.283
0.29,0.45,0.287
0.283,0.444,0.284
0.274,0.449,0.289
0.281,0.445,0.284
0.266,0.444,0.284
0.27,0.451,0.281
0.266,0.468,0.273
0.268,0.482,0.273
0.266,0.479,0.276
0.269,0.466,0.28
0.271,0.465,0.288
0.284,0.462,0.293
0.303,0.47,0.286
0.303,0.478,0.277
0.306,0.466,0.278
0.29,0.462,0.276
0.275,0.452,0.272
0.269,0.445,0.264
0.273,0.444,0.26
0.265,0.444,0.263
0.268,0.449,0.266
0.273,0.457,0.281
0.277,0.444,0.285
0.265,0.427,0.281
0.268,0.448,0.289
0.274,0.441,0.284
0.284,0.467,0.295
0.283,0.454,0.289
0.297,0.465,0.303
0.289,0.462,0.29
0.278,0.468,0.31
0.281,0.461,0.299
0.276,0.461,0.304
0.274,0.453,0.295
0.272,0.436,0.279
0.277,0.442,0.289
0.289,0.431,0.291
0.294,0.423,0.295
0.276,0.437,0.29
0.29,0.435,0.296
0.282,0.431,0.307
0.277,0.418,0.3
0.269,0.419,0.291
0.269,0.422,0.282
0.279,0.426,0.284
0.281,0.427,0.274
0.285,0.424,0.276
0.274,0.426,0.28
0.277,0.424,0.289
0.276,0.418,0.293
0.279,0.429,0.286
0.28,0.434,0.281
0.277,0.432,0.282
0.282,0.435,0.282
0.271,0.427,0.284
0.268,0.424,0.288
0.28,0.433,0.29
0.274,0.438,0.279
0.274,0.435,0.284
0.273,0.435,0.306
0.278,0.42,0.293
0.282,0.417,0.292
0.283,0.416,0.285
0.285,0.414,0.287
0.281,0.416,0.291
0.286,0.415,0.292
0.296,0.406,0.282
0.289,0.399,0.283
0.274,0.399,0.282
0.272,0.398,0.284
0.283,0.408,0.28
0.287,0.408,0.281
0.28,0.42,0.284
0.27,0.422,0.277
0.277,0.425,0.28
0.284,0.436,0.284
0.279,0.431,0.306
0.292,0.449,0.313
0.292,0.434,0.303
0.285,0.432,0.294
0.285,0.429,0.291
0.279,0.44,0.287
0.275,0.43,0.284
0.277,0.437,0.286
0.275,0.427,0.279
0.283,0.424,0.274
0.286,0.426,0.27
0.29,0.413,0.277
0.286,0.42,0.287
0.287,0.426,0.305
0.277,0.419,0.285
0.279,0.413,0.289
0.268,0.419,0.285
0.264,0.422,0.289
0.274,0.413,0.288
0.275,0.415,0.291
0.273,0.417,0.294
0.268,0.425,0.292
0.274,0.432,0.28
0.279,0.44,0.289
0.281,0.443,0.289
0.292,0.438,0.276
0.289,0.429,0.282
0.294,0.418,0.281
0.29,0.416,0.282
0.282,0.416,0.283
0.28,0.409,0.274
0.27,0.406,0.287
0.275,0.397,0.302
0.275,0.392,0.304
0.271,0.396,0.304
0.273,0.395,0.296
0.28,0.4,0.295
0.284,0.419,0.283
0.265,0.428,0.284
0.262,0.437,0.282
0.261,0.448,0.281
0.261,0.452,0.267
0.278,0.45,0.275
0.269,0.451,0.269
0.28,0.463,0.271
0.276,0.458,0.275
0.281,0.459,0.28
0.276,0.464,0.279
0.275,0.45,0.27
0.268,0.442,0.274
0.272,0.445,0.275
0.271,0.437,0.278
0.275,0.434,0.28
0.265,0.439,0.277
0.27,0.457,0.274
0.277,0.452,0.277
0.271,0.437,0.273
0.27,0.45,0.268
0.273,0.455,0.27
0.285,0.476,0.289
0.281,0.463,0.296
0.278,0.455,0.305
0.273,0.46,0.305
0.273,0.471,0.301
0.274,0.451,0.288
0.275,0.454,0.29
0.28,0.462,0.288
0.274,0.46,0.286
0.288,0.446,0.292
0.286,0.426,0.281
0.297,0.428,0.281
0.286,0.431,0.284
0.282,0.431,0.285
0.28,0.417,0.289
0.283,0.417,0.294
0.275,0.421,0.286
0.282,0.412,0.295
0.279,0.407,0.278
0.273,0.414,0.282
0.277,0.406,0.277
0.277,0.402,0.28
0.273,0.398,0.286
0.265,0.387,0.278
0.268,0.392,0.279
0.268,0.388,0.287
0.265,0.385,0.277
0.27,0.396,0.278
0.276,0.4,0.279
0.281,0.404,0.288
0.287,0.404,0.295
0.276,0.409,0.302
0.279,0.416,0.303
0.281,0.432,0.309
0.286,0.431,0.3
0.285,0.444,0.305
0.273,0.448,0.3
0.273,0.44,0.29
0.275,0.437,0.285
0.274,0.445,0.271
0.276,0.436,0.272
0.269,0.421,0.273
0.268,0.427,0.274
0.269,0.438,0.283
0.266,0.436,0.279
0.276,0.434,0.278
0.275,0.44,0.282
0.272,0.444,0.289
0.27,0.444,0.293
0.285,0.459,0.297
0.288,0.457,0.304
0.29,0.466,0.303
0.282,0.47,0.301
0.288,0.463,0.31
0.299,0.459,0.309
0.294,0.457,0.299
0.294,0.455,0.303
0.285,0.453,0.318
0.294,0.456,0.31
0.291,0.437,0.332
0.288,0.427,0.293
0.286,0.424,0.281
0.29,0.42,0.286
0.293,0.417,0.282
0.297,0.405,0.284
0.285,0.436,0.281
0.289,0.434,0.283
0.3,0.433,0.285
0.294,0.427,0.285
0.297,0.434,0.296
0.305,0.449,0.305
0.315,0.44,0.312
0.293,0.444,0.307
0.296,0.44,0.289
0.288,0.443,0.297
0.293,0.416,0.306
0.284,0.421,0.296
0.289,0.425,0.297
0.287,0.43,0.304
0.281,0.418,0.295
0.272,0.412,0.304
0.291,0.418,0.291
0.281,0.432,0.298
0.284,0.433,0.292
0.288,0.442,0.298
0.281,0.436,0.293
0.282,0.442,0.287
0.293,0.444,0.287
0.288,0.438,0.296
0.293,0.433,0.311
0.317,0.455,0.321
0.336,0.452,0.342
0.344,0.441,0.358
0.336,0.457,0.358
0.339,0.477,0.351
0.343,0.483,0.345
0.349,0.48,0.342
0.365,0.488,0.349
0.364,0.489,0.365
0.364,0.495,0.358
0.353,0.507,0.358
0.329,0.482,0.329
0.315,0.473,0.313
0.335,0.46,0.305
0.327,0.463,0.303
0.305,0.472,0.305
0.312,0.472,0.31
0.312,0.465,0.322
0.296,0.458,0.307
0.292,0.464,0.317
0.296,0.451,0.314
0.289,0.478,0.301
0.292,0.481,0.296
0.288,0.496,0.298
0.286,0.475,0.306
0.285,0.463,0.305
0.288,0.456,0.313
0.299,0.471,0.31
0.311,0.473,0.316
0.318,0.462,0.295
0.304,0.453,0.299
0.306,0.44,0.299
0.308,0.428,0.304
0.303,0.425,0.299
0.301,0.417,0.293
0.294,0.423,0.298
0.306,0.423,0.298
0.297,0.425,0.315
0.31,0.441,0.314
0.307,0.459,0.314
0.3,0.46,0.321
0.299,0.462,0.32
0.302,0.474,0.324
0.298,0.48,0.321
0.298,0.484,0.32
0.294,0.487,0.324
0.293,0.484,0.317
0.297,0.476,0.318
0.293,0.481,0.307
0.291,0.486,0.308
0.298,0.479,0.313
0.295,0.479,0.317
0.289,0.481,0.314
0.286,0.475,0.305
0.288,0.449,0.295
0.284,0.444,0.302
0.285,0.44,0.308
0.293,0.439,0.31
0.301,0.413,0.314
0.301,0.411,0.332
0.31,0.419,0.301
0.31,0.414,0.298
0.305,0.413,0.308
0.307,0.436,0.304
0.308,0.428,0.3
0.304,0.42,0.296
0.304,0.429,0.293
0.312,0.427,0.295
0.31,0.419,0.301
0.309,0.425,0.306
0.321,0.425,0.298
0.327,0.427,0.298
0.305,0.439,0.298
0.311,0.468,0.302
0.306,0.471,0.301
0.3,0.468,0.302
0.302,0.478,0.295
0.297,0.473,0.298
0.291,0.487,0.305
0.3,0.484,0.297
0.307,0.48,0.312
0.306,0.468,0.301
0.309,0.467,0.308
0.295,0.488,0.314
0.296,0.464,0.297
0.293,0.475,0.304
0.297,0.464,0.307
0.296,0.456,0.324
0.305,0.468,0.328
0.313,0.456,0.328
0.317,0.468,0.324
0.32,0.474,0.319
0.331,0.493,0.315
0.333,0.497,0.322
0.326,0.496,0.332
0.323,0.506,0.33
0.331,0.499,0.322
0.335,0.506,0.328
0.332,0.496,0.319
0.337,0.499,0.316
0.318,0.511,0.311
0.317,0.498,0.312
0.317,0.489,0.301
0.326,0.475,0.303
0.323,0.473,0.307
0.331,0.456,0.303
0.326,0.45,0.296
0.336,0.433,0.294
0.33,0.431,0.292
0.333,0.437,0.304
0.322,0.421,0.303
0.315,0.428,0.297
0.303,0.436,0.301
0.307,0.433,0.311
0.306,0.449,0.33
0.297,0.451,0.333
0.29,0.451,0.315
0.289,0.449,0.312
0.29,0.455,0.307
0.299,0.451,0.311
0.309,0.456,0.312
0.304,0.449,0.299
