group_history_insertion,collector_monitoring_information_bolt,metric_extraction
0.296,0.441,0.309
0.306,0.448,0.326
0.322,0.422,0.317
0.305,0.482,0.317
0.305,0.427,0.298
0.299,0.437,0.286
0.318,0.478,0.305
0.308,0.483,0.349
0.363,0.531,0.334
0.314,0.469,0.308
0.319,0.493,0.327
0.321,0.535,0.313
0.331,0.456,0.313
0.348,0.493,0.304
0.33,0.457,0.335
0.309,0.47,0.322
0.299,0.479,0.305
0.313,0.478,0.293
0.303,0.469,0.31
0.302,0.467,0.319
0.312,0.462,0.306
0.32,0.445,0.332
0.296,0.466,0.31
0.348,0.458,0.314
0.374,0.541,0.367
0.381,0.532,0.352
0.403,0.532,0.357
0.414,0.521,0.358
0.419,0.516,0.367
0.425,0.527,0.359
0.413,0.536,0.37
0.407,0.528,0.369
0.393,0.532,0.373
0.384,0.548,0.38
0.376,0.569,0.377
0.379,0.591,0.381
0.388,0.603,0.373
0.376,0.601,0.365
0.375,0.587,0.362
0.365,0.591,0.363
0.326,0.509,0.325
0.328,0.454,0.318
0.303,0.51,0.308
0.295,0.461,0.306
0.314,0.463,0.301
0.292,0.482,0.309
0.317,0.487,0.33
0.318,0.443,0.303
0.33,0.538,0.326
0.354,0.546,0.343
0.353,0.473,0.356
0.33,0.544,0.344
0.345,0.529,0.329
0.336,0.537,0.342
0.349,0.535,0.354
0.343,0.521,0.352
0.369,0.597,0.327
0.346,0.52,0.331
0.356,0.488,0.347
0.318,0.522,0.366
0.324,0.547,0.33
0.34,0.544,0.361
0.347,0.552,0.361
0.36,0.562,0.35
0.357,0.573,0.343
0.332,0.578,0.343
0.337,0.574,0.347
0.334,0.567,0.339
0.33,0.564,0.341
0.334,0.576,0.33
0.343,0.595,0.349
0.352,0.529,0.357
0.33,0.498,0.327
0.322,0.533,0.334
0.343,0.542,0.327
0.33,0.55,0.33
0.356,0.608,0.358
0.374,0.612,0.353
0.378,0.606,0.364
0.383,0.618,0.372
0.402,0.599,0.395
0.4,0.599,0.382
0.417,0.6,0.387
0.408,0.573,0.378
0.414,0.575,0.378
0.408,0.581,0.388
0.416,0.567,0.382
0.389,0.575,0.376
0.386,0.58,0.377
0.386,0.58,0.376
0.385,0.571,0.376
0.38,0.569,0.373
0.359,0.595,0.357
0.359,0.519,0.346
0.358,0.514,0.356
0.355,0.52,0.364
0.351,0.522,0.369
0.344,0.526,0.362
0.357,0.522,0.375
0.348,0.53,0.361
0.349,0.557,0.345
0.354,0.541,0.359
0.347,0.541,0.354
0.342,0.539,0.345
0.354,0.522,0.345
0.339,0.524,0.33
0.359,0.491,0.344
0.353,0.508,0.361
0.35,0.527,0.361
0.353,0.519,0.353
0.343,0.523,0.351
0.376,0.58,0.36
0.374,0.575,0.357
0.361,0.589,0.349
0.345,0.583,0.356
0.418,0.533,0.437
0.404,0.533,0.411
0.384,0.534,0.397
0.358,0.516,0.367
0.35,0.513,0.346
0.354,0.551,0.343
0.356,0.547,0.351
0.349,0.506,0.378
0.353,0.581,0.356
0.354,0.566,0.349
0.365,0.561,0.35
0.357,0.571,0.354
0.36,0.584,0.367
0.363,0.578,0.369
0.375,0.556,0.352
0.368,0.545,0.368
0.35,0.547,0.376
0.349,0.553,0.37
0.347,0.565,0.38
0.351,0.533,0.372
0.36,0.539,0.343
0.362,0.58,0.346
0.353,0.534,0.34
0.36,0.545,0.349
0.349,0.556,0.349
0.342,0.556,0.347
0.35,0.571,0.343
0.354,0.549,0.346
0.359,0.559,0.346
0.364,0.558,0.348
0.353,0.563,0.338
0.343,0.565,0.342
0.358,0.553,0.358
0.359,0.55,0.352
0.343,0.531,0.362
0.339,0.514,0.352
0.324,0.501,0.319
0.324,0.504,0.325
0.328,0.499,0.329
0.338,0.492,0.317
0.357,0.535,0.35
0.372,0.53,0.354
0.361,0.524,0.36
0.358,0.521,0.36
0.369,0.521,0.358
0.375,0.497,0.374
0.356,0.486,0.354
0.367,0.51,0.363
0.351,0.521,0.354
0.354,0.522,0.351
0.352,0.533,0.355
0.357,0.545,0.361
0.35,0.544,0.361
0.357,0.546,0.374
0.355,0.551,0.377
0.359,0.548,0.382
0.346,0.518,0.325
0.355,0.498,0.348
0.318,0.465,0.321
0.329,0.521,0.321
0.349,0.493,0.338
0.342,0.436,0.344
0.347,0.466,0.33
0.307,0.482,0.32
0.317,0.49,0.333
0.32,0.488,0.305
0.32,0.486,0.318
0.356,0.514,0.363
0.327,0.507,0.347
0.326,0.494,0.326
0.338,0.481,0.308
0.336,0.475,0.315
0.342,0.466,0.326
0.311,0.483,0.32
0.331,0.509,0.337
0.345,0.503,0.342
0.345,0.503,0.318
0.31,0.47,0.308
0.355,0.499,0.338
0.343,0.567,0.36
0.338,0.555,0.356
0.327,0.493,0.346
0.329,0.465,0.324
0.297,0.446,0.314
0.32,0.471,0.304
0.315,0.429,0.303
0.305,0.48,0.323
0.317,0.481,0.316
0.325,0.523,0.31
0.315,0.522,0.319
0.31,0.541,0.311
0.322,0.517,0.338
0.324,0.514,0.315
0.36,0.506,0.351
0.328,0.513,0.331
0.315,0.493,0.306
0.332,0.497,0.306
0.336,0.564,0.325
0.338,0.566,0.325
0.346,0.495,0.33
0.345,0.56,0.33
0.31,0.498,0.348
0.314,0.483,0.34
0.343,0.483,0.337
0.34,0.503,0.362
0.378,0.539,0.368
0.382,0.542,0.371
0.392,0.548,0.396
0.403,0.547,0.402
0.409,0.546,0.401
0.422,0.564,0.413
0.44,0.552,0.42
0.449,0.578,0.439
0.456,0.584,0.466
0.485,0.588,0.468
0.485,0.575,0.48
0.497,0.577,0.488
0.532,0.557,0.488
0.525,0.554,0.493
0.531,0.569,0.512
0.536,0.555,0.515
0.564,0.589,0.57
0.338,0.53,0.344
0.379,0.533,0.342
0.352,0.591,0.355
0.351,0.6,0.359
0.358,0.603,0.368
0.348,0.577,0.377
0.353,0.565,0.375
0.373,0.575,0.351
0.375,0.562,0.342
0.371,0.558,0.359
0.336,0.575,0.369
0.353,0.504,0.35
0.328,0.514,0.328
0.36,0.605,0.346
0.359,0.593,0.345
0.364,0.59,0.347
0.369,0.587,0.355
0.374,0.596,0.348
0.375,0.593,0.359
0.375,0.597,0.374
0.365,0.611,0.365
0.37,0.586,0.356
0.38,0.586,0.361
0.357,0.573,0.361
0.354,0.578,0.363
0.339,0.532,0.346
0.348,0.519,0.342
0.344,0.524,0.349
0.345,0.548,0.36
0.354,0.55,0.363
0.36,0.551,0.356
0.368,0.551,0.347
0.373,0.563,0.354
0.353,0.559,0.342
0.361,0.533,0.344
0.347,0.542,0.345
0.344,0.541,0.344
0.365,0.522,0.347
0.34,0.519,0.334
0.331,0.542,0.335
0.343,0.549,0.354
0.341,0.516,0.332
0.344,0.568,0.348
0.338,0.519,0.355
0.324,0.499,0.348
0.325,0.492,0.335
0.319,0.512,0.323
0.332,0.518,0.352
0.342,0.545,0.345
0.353,0.522,0.34
0.332,0.508,0.331
0.343,0.598,0.349
0.356,0.529,0.341
0.345,0.52,0.361
0.381,0.537,0.355
0.331,0.598,0.379
0.364,0.531,0.355
0.338,0.571,0.342
0.335,0.519,0.34
0.336,0.546,0.334
0.337,0.536,0.348
0.343,0.483,0.338
0.345,0.484,0.366
0.34,0.485,0.359
0.339,0.483,0.361
0.353,0.522,0.357
0.348,0.527,0.347
0.344,0.54,0.336
0.356,0.532,0.333
0.36,0.531,0.339
0.359,0.526,0.334
0.352,0.532,0.329
0.344,0.577,0.348
0.344,0.511,0.33
0.345,0.548,0.368
0.35,0.569,0.368
0.36,0.558,0.371
0.368,0.597,0.372
0.368,0.602,0.373
0.378,0.616,0.386
0.384,0.633,0.39
0.378,0.605,0.385
0.379,0.597,0.379
0.382,0.596,0.38
0.377,0.585,0.371
0.38,0.569,0.376
0.381,0.583,0.392
0.382,0.588,0.392
0.395,0.601,0.384
0.39,0.6,0.382
0.402,0.554,0.371
0.374,0.6,0.383
0.396,0.553,0.371
0.378,0.558,0.372
0.379,0.549,0.376
0.357,0.5,0.38
0.366,0.553,0.376
0.355,0.551,0.361
0.355,0.575,0.365
0.352,0.572,0.365
0.349,0.575,0.35
0.351,0.588,0.344
0.347,0.579,0.344
0.35,0.515,0.35
0.358,0.517,0.359
0.35,0.536,0.367
0.359,0.584,0.36
0.355,0.581,0.354
0.36,0.591,0.362
0.35,0.589,0.355
0.36,0.587,0.361
0.355,0.577,0.363
0.372,0.573,0.36
0.388,0.564,0.357
0.384,0.564,0.355
0.37,0.56,0.357
0.368,0.538,0.35
0.363,0.536,0.35
0.358,0.53,0.344
0.36,0.517,0.344
0.342,0.51,0.347
0.351,0.533,0.349
0.369,0.523,0.363
0.334,0.545,0.352
0.345,0.553,0.356
0.336,0.506,0.348
0.334,0.5,0.33
0.328,0.522,0.344
0.332,0.451,0.342
0.312,0.44,0.304
0.322,0.48,0.301
0.311,0.486,0.309
0.336,0.457,0.325
0.334,0.53,0.343
0.336,0.491,0.345
0.309,0.49,0.34
0.325,0.477,0.317
0.28,0.489,0.286
0.29,0.452,0.29
0.291,0.463,0.297
0.314,0.457,0.297
0.305,0.43,0.321
0.319,0.54,0.324
0.337,0.499,0.32
0.337,0.515,0.335
0.322,0.509,0.337
0.308,0.487,0.314
0.303,0.445,0.305
0.304,0.491,0.304
0.305,0.504,0.336
0.358,0.504,0.341
0.331,0.54,0.297
0.346,0.546,0.36
0.323,0.501,0.347
0.299,0.436,0.329
0.331,0.452,0.303
0.319,0.466,0.318
0.302,0.436,0.311
0.341,0.432,0.32
0.315,0.483,0.336
0.328,0.506,0.322
0.323,0.53,0.337
0.341,0.531,0.336
0.337,0.514,0.353
0.334,0.462,0.324
0.339,0.514,0.353
0.356,0.557,0.362
0.358,0.585,0.374
0.356,0.552,0.392
0.35,0.548,0.389
0.345,0.567,0.359
0.343,0.502,0.343
0.337,0.505,0.335
0.348,0.49,0.347
0.362,0.5,0.333
0.345,0.5,0.322
0.318,0.564,0.321
0.333,0.518,0.334
0.341,0.49,0.337
0.354,0.52,0.346
0.352,0.56,0.343
0.347,0.486,0.348
0.36,0.551,0.348
0.327,0.518,0.325
0.323,0.491,0.324
0.329,0.523,0.348
0.327,0.566,0.324
0.335,0.535,0.313
0.405,0.59,0.403
0.417,0.594,0.394
0.416,0.612,0.395
0.407,0.607,0.4
0.419,0.616,0.413
0.424,0.628,0.399
0.411,0.621,0.392
0.405,0.615,0.404
0.397,0.602,0.416
0.386,0.613,0.414
0.394,0.61,0.397
0.395,0.61,0.395
0.397,0.609,0.396
0.395,0.621,0.398
0.404,0.625,0.393
0.411,0.648,0.402
0.403,0.631,0.406
0.42,0.606,0.409
0.36,0.662,0.372
0.385,0.568,0.364
0.377,0.561,0.365
0.373,0.61,0.368
0.401,0.571,0.381
0.372,0.621,0.377
0.362,0.587,0.363
0.361,0.532,0.363
0.361,0.542,0.35
0.343,0.616,0.345
0.349,0.527,0.349
0.377,0.54,0.349
0.382,0.548,0.348
0.379,0.566,0.355
0.348,0.638,0.347
0.374,0.591,0.327
0.315,0.575,0.328
0.359,0.621,0.328
0.32,0.5,0.342
0.358,0.565,0.342
0.348,0.572,0.345
0.345,0.58,0.348
0.351,0.575,0.344
0.35,0.567,0.351
0.36,0.555,0.363
0.356,0.54,0.376
0.357,0.553,0.368
0.331,0.515,0.331
0.347,0.521,0.344
0.323,0.506,0.313
0.338,0.543,0.331
0.307,0.435,0.319
0.321,0.483,0.321
0.308,0.526,0.327
0.297,0.497,0.335
0.304,0.487,0.307
0.315,0.474,0.313
0.322,0.485,0.332
0.321,0.453,0.33
0.336,0.467,0.338
0.319,0.478,0.327
0.312,0.476,0.314
0.322,0.511,0.323
0.315,0.507,0.319
0.324,0.488,0.319
0.295,0.468,0.294
0.304,0.473,0.316
0.317,0.474,0.313
0.297,0.464,0.314
0.329,0.508,0.333
0.335,0.505,0.327
0.349,0.489,0.343
0.325,0.533,0.32
0.301,0.517,0.305
0.332,0.473,0.323
0.308,0.521,0.312
0.31,0.505,0.314
0.327,0.451,0.322
0.326,0.482,0.319
0.355,0.523,0.355
0.374,0.553,0.365
0.382,0.571,0.374
0.38,0.571,0.364
0.378,0.557,0.347
0.383,0.56,0.366
0.386,0.54,0.376
0.387,0.544,0.375
0.378,0.559,0.359
0.371,0.548,0.359
0.361,0.567,0.362
0.358,0.562,0.354
0.354,0.544,0.362
0.354,0.54,0.361
0.354,0.555,0.371
0.36,0.557,0.367
0.363,0.556,0.362
0.355,0.559,0.395
0.4,0.565,0.356
0.344,0.491,0.342
0.351,0.536,0.352
0.351,0.542,0.357
0.374,0.536,0.354
0.365,0.519,0.345
0.352,0.512,0.339
0.35,0.543,0.338
0.356,0.51,0.322
0.313,0.474,0.331
0.314,0.486,0.349
0.32,0.437,0.305
0.337,0.483,0.32
0.343,0.552,0.347
0.321,0.461,0.313
0.323,0.523,0.324
0.326,0.508,0.313
0.316,0.575,0.31
0.298,0.516,0.301
0.297,0.491,0.307
0.331,0.49,0.34
0.328,0.531,0.327
0.328,0.585,0.342
0.337,0.585,0.329
0.348,0.525,0.35
0.341,0.541,0.319
0.317,0.515,0.316
0.341,0.533,0.353
0.344,0.55,0.357
0.339,0.542,0.357
0.336,0.549,0.356
0.328,0.525,0.337
0.328,0.541,0.348
0.34,0.551,0.369
0.336,0.554,0.364
0.344,0.558,0.355
0.33,0.557,0.348
0.345,0.544,0.339
0.352,0.483,0.331
0.317,0.517,0.317
0.308,0.546,0.335
0.296,0.559,0.319
0.308,0.521,0.328
0.321,0.52,0.316
0.315,0.518,0.334
0.321,0.515,0.317
0.328,0.553,0.342
0.334,0.536,0.351
0.328,0.587,0.349
0.337,0.527,0.338
0.351,0.556,0.363
0.354,0.574,0.349
0.376,0.541,0.348
0.337,0.552,0.327
0.328,0.574,0.345
0.362,0.564,0.339
0.335,0.521,0.335
0.333,0.533,0.373
0.363,0.529,0.347
0.327,0.53,0.342
0.337,0.56,0.372
0.321,0.604,0.323
0.322,0.525,0.319
0.326,0.534,0.327
0.337,0.544,0.354
0.343,0.572,0.346
0.352,0.551,0.362
0.342,0.569,0.347
0.379,0.638,0.376
0.374,0.635,0.389
0.371,0.63,0.389
0.377,0.615,0.38
0.383,0.622,0.396
0.378,0.615,0.395
0.377,0.632,0.405
0.385,0.623,0.406
0.379,0.626,0.401
0.38,0.627,0.4
0.379,0.616,0.403
0.377,0.624,0.394
0.382,0.621,0.381
0.375,0.618,0.386
0.378,0.606,0.409
0.381,0.591,0.404
0.371,0.595,0.378
0.361,0.609,0.362
0.358,0.579,0.379
0.361,0.519,0.363
0.383,0.483,0.378
0.331,0.554,0.343
0.343,0.504,0.366
0.355,0.559,0.333
0.322,0.495,0.324
0.314,0.464,0.318
0.293,0.457,0.312
0.318,0.51,0.324
0.319,0.538,0.317
0.313,0.444,0.326
0.323,0.524,0.322
0.318,0.482,0.326
0.323,0.479,0.303
0.316,0.51,0.344
0.324,0.485,0.316
0.326,0.482,0.318
0.327,0.489,0.337
0.292,0.461,0.305
0.32,0.487,0.295
0.31,0.472,0.322
0.318,0.468,0.322
0.35,0.564,0.352
0.324,0.533,0.33
0.329,0.533,0.309
0.3,0.511,0.303
0.341,0.495,0.332
0.325,0.485,0.325
0.322,0.484,0.322
0.325,0.529,0.322
0.321,0.492,0.335
0.309,0.448,0.33
0.3,0.485,0.299
0.311,0.452,0.295
0.316,0.499,0.303
0.315,0.459,0.318
0.31,0.452,0.297
0.306,0.447,0.315
0.318,0.52,0.325
0.324,0.524,0.327
0.325,0.492,0.337
0.313,0.479,0.3
0.298,0.474,0.312
0.307,0.472,0.316
0.314,0.461,0.32
0.309,0.488,0.311
0.3,0.454,0.306
0.302,0.476,0.295
0.318,0.471,0.321
0.353,0.559,0.358
0.354,0.564,0.357
0.372,0.562,0.358
0.37,0.559,0.367
0.35,0.531,0.386
0.354,0.548,0.404
0.357,0.576,0.39
0.351,0.595,0.38
0.366,0.607,0.376
0.387,0.613,0.378
0.396,0.605,0.377
0.375,0.588,0.373
0.375,0.602,0.362
0.37,0.625,0.368
0.397,0.637,0.38
0.399,0.635,0.38
0.388,0.663,0.378
0.375,0.659,0.372
0.374,0.635,0.378
0.372,0.637,0.381
0.373,0.573,0.375
0.365,0.577,0.35
0.358,0.619,0.382
0.36,0.606,0.367
0.396,0.637,0.364
0.382,0.641,0.375
0.384,0.635,0.392
0.38,0.629,0.393
0.375,0.616,0.391
0.376,0.626,0.394
0.375,0.609,0.382
0.365,0.593,0.376
0.359,0.584,0.392
0.386,0.573,0.392
0.38,0.556,0.386
0.377,0.56,0.374
0.372,0.556,0.372
0.367,0.55,0.371
0.361,0.557,0.363
0.364,0.543,0.362
0.343,0.576,0.381
0.347,0.582,0.348
0.338,0.522,0.352
0.352,0.586,0.326
0.33,0.529,0.358
0.383,0.576,0.336
0.329,0.494,0.326
0.363,0.564,0.363
0.321,0.506,0.337
0.322,0.524,0.355
0.325,0.526,0.34
0.356,0.567,0.343
0.356,0.565,0.348
0.346,0.555,0.344
0.336,0.576,0.344
0.353,0.549,0.346
0.33,0.543,0.335
0.344,0.565,0.347
0.324,0.558,0.332
0.336,0.538,0.32
0.325,0.533,0.327
0.339,0.516,0.326
0.357,0.576,0.352
0.36,0.586,0.364
0.356,0.617,0.35
0.354,0.617,0.363
0.359,0.632,0.347
0.356,0.64,0.344
0.358,0.657,0.347
0.356,0.644,0.341
0.356,0.628,0.348
0.358,0.606,0.339
0.337,0.557,0.339
0.345,0.537,0.329
0.33,0.529,0.329
0.319,0.548,0.323
0.301,0.477,0.302
0.322,0.578,0.334
0.33,0.483,0.334
0.336,0.549,0.315
0.342,0.526,0.32
0.34,0.512,0.358
0.349,0.512,0.355
0.341,0.541,0.348
0.343,0.537,0.353
0.339,0.536,0.352
0.335,0.551,0.324
0.332,0.53,0.346
0.327,0.502,0.32
0.298,0.462,0.338
0.374,0.551,0.382
0.368,0.557,0.394
0.391,0.564,0.386
0.393,0.569,0.386
0.383,0.575,0.379
0.37,0.589,0.37
0.366,0.575,0.37
0.371,0.557,0.36
0.376,0.567,0.358
0.391,0.587,0.362
0.373,0.585,0.365
0.365,0.577,0.363
0.357,0.58,0.361
0.357,0.586,0.367
0.361,0.585,0.367
0.372,0.59,0.369
0.394,0.664,0.373
0.395,0.588,0.375
0.355,0.486,0.359
0.345,0.478,0.357
0.332,0.533,0.351
0.341,0.51,0.355
0.318,0.478,0.328
0.325,0.514,0.332
0.314,0.482,0.326
0.307,0.492,0.317
0.333,0.462,0.323
0.332,0.47,0.304
0.323,0.492,0.313
0.337,0.473,0.337
0.31,0.506,0.311
0.32,0.495,0.314
0.297,0.478,0.327
0.319,0.479,0.331
0.317,0.482,0.324
0.328,0.521,0.338
0.323,0.461,0.316
0.303,0.456,0.313
0.314,0.464,0.318
0.342,0.502,0.327
0.325,0.512,0.329
0.324,0.506,0.32
0.313,0.465,0.309
0.312,0.523,0.301
0.318,0.476,0.322
0.311,0.489,0.343
0.324,0.497,0.325
0.321,0.482,0.322
0.319,0.489,0.32
0.347,0.495,0.313
0.352,0.535,0.364
0.327,0.509,0.341
0.322,0.512,0.329
0.303,0.484,0.323
0.303,0.466,0.307
0.343,0.579,0.372
0.346,0.562,0.396
0.352,0.555,0.392
0.365,0.556,0.386
0.38,0.55,0.396
0.359,0.543,0.375
0.365,0.528,0.389
0.375,0.536,0.402
