group_history_insertion,collector_monitoring_information_bolt,metric_extraction
0.261,0.462,0.276
0.266,0.455,0.279
0.259,0.459,0.277
0.263,0.461,0.283
0.256,0.46,0.288
0.264,0.491,0.302
0.273,0.484,0.297
0.262,0.446,0.29
0.266,0.478,0.271
0.252,0.441,0.273
0.252,0.459,0.295
0.26,0.436,0.28
0.252,0.459,0.272
0.264,0.471,0.278
0.271,0.458,0.28
0.341,0.454,0.353
0.266,0.469,0.279
0.269,0.452,0.27
0.264,0.444,0.29
0.259,0.446,0.28
0.271,0.459,0.288
0.263,0.46,0.28
0.276,0.471,0.291
0.266,0.46,0.275
0.273,0.463,0.279
0.263,0.448,0.268
0.257,0.446,0.289
0.257,0.459,0.285
0.259,0.439,0.35
0.26,0.443,0.276
0.274,0.455,0.282
0.263,0.466,0.28
0.27,0.472,0.278
0.27,0.439,0.275
0.3,0.528,0.302
0.288,0.499,0.315
0.304,0.469,0.316
0.287,0.488,0.3
0.296,0.504,0.311
0.306,0.483,0.316
0.361,0.5,0.402
0.281,0.494,0.299
0.286,0.485,0.317
0.287,0.485,0.3
0.291,0.509,0.31
0.285,0.494,0.299
0.285,0.485,0.315
0.292,0.547,0.301
0.294,0.537,0.311
0.309,0.516,0.325
0.29,0.514,0.303
0.284,0.502,0.305
0.288,0.532,0.302
0.291,0.516,0.31
0.358,0.524,0.386
0.302,0.534,0.308
0.284,0.53,0.305
0.29,0.526,0.314
0.383,0.517,0.382
0.292,0.535,0.327
0.284,0.51,0.31
0.305,0.489,0.333
0.29,0.51,0.317
0.313,0.298,0.352
0.385,0.527,0.422
0.394,0.544,0.428
0.275,0.511,0.297
0.284,0.494,0.303
0.301,0.519,0.315
0.291,0.524,0.306
0.279,0.505,0.3
0.309,0.507,0.31
0.287,0.526,0.294
0.342,0.497,0.384
0.274,0.497,0.297
0.285,0.51,0.296
0.292,0.497,0.298
0.287,0.504,0.306
0.277,0.489,0.291
0.285,0.504,0.296
0.269,0.458,0.277
0.256,0.431,0.288
0.264,0.453,0.277
0.277,0.428,0.259
0.263,0.442,0.272
0.258,0.472,0.278
0.277,0.45,0.278
0.278,0.466,0.311
0.285,0.441,0.276
0.253,0.447,0.277
0.251,0.474,0.27
0.258,0.454,0.27
0.267,0.451,0.28
0.252,0.431,0.265
0.255,0.479,0.278
0.253,0.445,0.264
0.247,0.446,0.266
0.256,0.451,0.267
0.248,0.428,0.264
0.268,0.45,0.272
0.268,0.453,0.281
0.265,0.454,0.279
0.265,0.464,0.28
0.26,0.46,0.269
0.25,0.46,0.29
0.261,0.425,0.272
0.329,0.472,0.345
0.256,0.461,0.293
0.262,0.492,0.283
0.249,0.45,0.278
0.246,0.46,0.267
0.267,0.467,0.275
0.262,0.463,0.284
0.262,0.459,0.27
0.333,0.446,0.353
0.267,0.45,0.273
0.26,0.469,0.275
0.264,0.453,0.272
0.267,0.439,0.286
0.263,0.452,0.278
0.268,0.443,0.279
0.26,0.457,0.283
0.274,0.451,0.271
0.276,0.436,0.278
0.257,0.435,0.266
0.34,0.442,0.349
0.327,0.459,0.283
0.275,0.432,0.283
0.273,0.466,0.287
0.266,0.446,0.271
0.288,0.541,0.306
0.281,0.514,0.301
0.288,0.503,0.301
0.281,0.515,0.304
0.285,0.515,0.307
0.285,0.521,0.295
0.292,0.511,0.312
0.288,0.52,0.32
0.287,0.507,0.303
0.291,0.515,0.3
0.294,0.519,0.327
0.282,0.537,0.308
0.288,0.525,0.313
0.295,0.515,0.297
0.289,0.516,0.306
0.294,0.519,0.312
0.281,0.514,0.295
0.288,0.514,0.298
0.292,0.538,0.321
0.281,0.535,0.32
0.285,0.507,0.295
0.29,0.555,0.303
0.296,0.541,0.295
0.295,0.509,0.304
0.287,0.509,0.308
0.279,0.516,0.307
0.293,0.545,0.299
0.298,0.541,0.309
0.283,0.51,0.299
0.299,0.497,0.325
0.295,0.522,0.303
0.294,0.52,0.308
0.299,0.515,0.305
0.288,0.506,0.327
0.279,0.504,0.309
0.282,0.524,0.323
0.279,0.494,0.3
0.299,0.507,0.293
0.277,0.546,0.297
0.297,0.511,0.292
0.297,0.512,0.308
0.287,0.502,0.298
0.278,0.554,0.289
0.287,0.48,0.293
0.273,0.518,0.286
0.285,0.508,0.299
0.276,0.457,0.273
0.272,0.458,0.276
0.254,0.449,0.275
0.258,0.427,0.261
0.25,0.453,0.273
0.263,0.469,0.267
0.251,0.452,0.26
0.249,0.435,0.28
0.253,0.422,0.269
0.319,0.447,0.346
0.249,0.425,0.272
0.258,0.438,0.268
0.247,0.461,0.366
0.266,0.435,0.27
0.251,0.453,0.282
0.262,0.457,0.27
0.244,0.467,0.267
0.334,0.422,0.351
0.258,0.447,0.286
0.26,0.437,0.27
0.255,0.449,0.287
0.272,0.479,0.291
0.261,0.452,0.27
0.268,0.479,0.273
0.249,0.454,0.274
0.271,0.449,0.263
0.258,0.477,0.276
0.265,0.461,0.265
0.251,0.436,0.27
0.257,0.447,0.266
0.256,0.439,0.273
0.256,0.449,0.276
0.253,0.446,0.274
0.28,0.462,0.277
0.243,0.443,0.274
0.271,0.435,0.27
0.259,0.471,0.269
0.266,0.493,0.273
0.264,0.455,0.285
0.267,0.449,0.284
0.249,0.447,0.261
0.262,0.449,0.279
0.268,0.437,0.275
0.257,0.472,0.263
0.26,0.453,0.285
0.27,0.432,0.266
0.266,0.449,0.276
0.27,0.445,0.275
0.257,0.429,0.289
0.263,0.438,0.28
0.287,0.505,0.295
0.27,0.53,0.298
0.345,0.507,0.368
0.277,0.509,0.307
0.286,0.535,0.295
0.289,0.461,0.302
0.273,0.488,0.287
0.286,0.511,0.305
0.457,0.503,0.374
0.281,0.487,0.291
0.282,0.475,0.302
0.273,0.497,0.286
0.287,0.482,0.307
0.292,0.476,0.298
0.294,0.507,0.305
0.303,0.463,0.296
0.272,0.457,0.302
0.284,0.471,0.299
0.315,0.481,0.296
0.276,0.474,0.291
0.293,0.47,0.295
0.284,0.436,0.308
0.289,0.46,0.293
0.281,0.488,0.323
0.286,0.451,0.29
0.282,0.499,0.318
0.271,0.489,0.293
0.339,0.472,0.354
0.348,0.486,0.393
0.28,0.457,0.29
0.297,0.462,0.324
0.289,0.46,0.291
0.272,0.456,0.316
0.276,0.461,0.293
0.293,0.479,0.297
0.275,0.445,0.294
0.359,0.477,0.352
0.282,0.465,0.294
0.273,0.463,0.282
0.287,0.463,0.307
0.29,0.485,0.289
0.266,0.45,0.293
0.279,0.439,0.306
0.276,0.47,0.288
0.274,0.488,0.301
0.293,0.477,0.3
0.245,0.433,0.257
0.323,0.52,0.36
0.253,0.439,0.267
0.266,0.453,0.259
0.252,0.423,0.258
0.252,0.446,0.266
0.257,0.423,0.271
0.258,0.438,0.283
0.258,0.436,0.283
0.256,0.425,0.261
0.253,0.446,0.271
0.251,0.449,0.275
0.25,0.46,0.267
0.267,0.45,0.273
0.247,0.413,0.258
0.249,0.411,0.268
0.253,0.422,0.279
0.251,0.423,0.269
0.249,0.411,0.26
0.245,0.42,0.267
0.248,0.426,0.259
0.257,0.433,0.293
0.339,0.431,0.352
0.318,0.419,0.338
0.249,0.448,0.27
0.259,0.443,0.265
0.257,0.42,0.274
0.245,0.409,0.274
0.263,0.437,0.272
0.244,0.434,0.282
0.253,0.433,0.268
0.249,0.433,0.264
0.259,0.428,0.262
0.252,0.446,0.279
0.278,0.445,0.289
0.267,0.424,0.27
0.26,0.429,0.276
0.237,0.431,0.258
0.259,0.453,0.263
0.253,0.457,0.257
0.264,0.446,0.279
0.248,0.456,0.271
0.251,0.438,0.267
0.253,0.41,0.279
0.264,0.426,0.283
0.246,0.478,0.276
0.257,0.432,0.268
0.252,0.417,0.267
0.251,0.45,0.276
0.257,0.43,0.261
0.314,0.468,0.35
0.266,0.495,0.282
0.271,0.489,0.288
0.296,0.487,0.277
0.264,0.487,0.289
0.273,0.491,0.301
0.266,0.485,0.288
0.272,0.472,0.279
0.361,0.504,0.361
0.263,0.48,0.288
0.268,0.47,0.283
0.274,0.462,0.284
0.355,0.465,0.35
0.258,0.466,0.279
0.266,0.451,0.279
0.27,0.482,0.283
0.276,0.507,0.298
0.279,0.487,0.284
0.28,0.495,0.294
0.273,0.516,0.288
0.331,0.482,0.373
0.271,0.479,0.277
0.268,0.488,0.299
0.276,0.468,0.284
0.27,0.482,0.28
0.269,0.503,0.28
0.271,0.49,0.293
0.275,0.467,0.277
0.276,0.508,0.293
0.276,0.475,0.283
0.275,0.459,0.279
0.267,0.496,0.29
0.276,0.461,0.286
0.269,0.473,0.299
0.271,0.458,0.279
0.275,0.446,0.288
0.272,0.475,0.302
0.273,0.455,0.3
0.279,0.459,0.292
0.269,0.472,0.285
0.287,0.477,0.29
0.289,0.476,0.285
0.268,0.491,0.289
0.283,0.498,0.292
0.276,0.462,0.285
0.292,0.47,0.295
0.248,0.424,0.338
0.27,0.411,0.268
0.254,0.448,0.275
0.256,0.425,0.265
0.267,0.449,0.273
0.333,0.418,0.346
0.271,0.444,0.263
0.261,0.445,0.269
0.267,0.452,0.262
0.257,0.446,0.259
0.257,0.429,0.267
0.244,0.421,0.264
0.261,0.427,0.276
0.27,0.445,0.267
0.25,0.42,0.285
0.311,0.439,0.348
0.263,0.437,0.272
0.25,0.426,0.267
0.244,0.409,0.277
0.243,0.43,0.266
0.265,0.428,0.26
0.279,0.46,0.304
0.25,0.458,0.287
0.272,0.455,0.258
0.254,0.421,0.276
0.256,0.421,0.268
0.34,0.411,0.329
0.257,0.445,0.258
0.247,0.43,0.269
0.246,0.429,0.271
0.271,0.423,0.266
0.261,0.448,0.283
0.264,0.423,0.26
0.252,0.427,0.26
0.251,0.414,0.279
0.262,0.44,0.271
0.248,0.418,0.26
0.269,0.416,0.272
0.259,0.422,0.282
0.243,0.417,0.275
0.272,0.409,0.261
0.251,0.428,0.337
0.251,0.425,0.265
0.259,0.435,0.267
0.261,0.424,0.262
0.247,0.421,0.255
0.25,0.419,0.264
0.316,0.42,0.348
0.257,0.426,0.266
0.249,0.455,0.258
0.275,0.469,0.281
0.265,0.46,0.279
0.264,0.47,0.285
0.272,0.496,0.282
0.279,0.455,0.271
0.268,0.479,0.305
0.27,0.465,0.276
0.278,0.483,0.282
0.259,0.483,0.285
0.263,0.462,0.278
0.285,0.463,0.29
0.266,0.466,0.28
0.265,0.473,0.284
0.283,0.484,0.294
0.27,0.458,0.296
0.27,0.476,0.297
0.256,0.457,0.266
0.275,0.481,0.274
0.265,0.477,0.276
0.265,0.482,0.274
0.275,0.475,0.305
0.27,0.48,0.274
0.268,0.466,0.28
0.273,0.489,0.284
0.277,0.472,0.28
0.273,0.479,0.282
0.277,0.47,0.3
0.27,0.457,0.27
0.27,0.465,0.286
0.265,0.457,0.278
0.267,0.445,0.289
0.26,0.49,0.283
0.269,0.462,0.282
0.272,0.457,0.284
0.285,0.461,0.283
0.266,0.449,0.278
0.269,0.448,0.274
0.264,0.452,0.293
0.281,0.453,0.273
0.259,0.437,0.279
0.325,0.442,0.347
0.272,0.474,0.283
0.27,0.441,0.28
0.25,0.462,0.284
0.267,0.457,0.268
0.261,0.461,0.271
0.25,0.43,0.258
0.253,0.426,0.261
0.314,0.412,0.317
0.257,0.43,0.276
0.252,0.463,0.26
0.249,0.413,0.262
0.253,0.429,0.269
0.248,0.444,0.251
0.255,0.425,0.265
0.322,0.431,0.319
0.247,0.414,0.264
0.257,0.426,0.279
0.32,0.433,0.342
0.242,0.416,0.253
0.245,0.426,0.255
0.243,0.408,0.265
0.242,0.426,0.272
0.312,0.414,0.326
0.242,0.418,0.269
0.257,0.403,0.249
0.309,0.423,0.338
0.245,0.431,0.284
0.243,0.443,0.261
0.245,0.412,0.264
0.244,0.394,0.259
0.243,0.415,0.258
0.241,0.432,0.263
0.262,0.423,0.267
0.247,0.424,0.263
0.255,0.416,0.277
0.257,0.421,0.256
0.244,0.436,0.267
0.241,0.417,0.264
0.24,0.434,0.255
0.254,0.433,0.264
0.25,0.438,0.25
0.251,0.427,0.26
0.262,0.413,0.274
0.252,0.421,0.264
0.254,0.39,0.278
0.252,0.404,0.283
0.254,0.414,0.269
0.254,0.417,0.257
0.244,0.388,0.26
0.252,0.422,0.256
0.251,0.4,0.257
0.245,0.432,0.271
0.255,0.399,0.275
0.259,0.381,0.279
0.249,0.407,0.276
0.333,0.472,0.34
0.275,0.477,0.285
0.27,0.475,0.302
0.336,0.473,0.378
0.273,0.503,0.297
0.337,0.466,0.382
0.277,0.461,0.287
0.262,0.443,0.282
0.275,0.465,0.278
0.277,0.453,0.293
0.274,0.454,0.279
0.274,0.479,0.294
0.284,0.489,0.291
0.269,0.468,0.311
0.274,0.476,0.299
0.272,0.488,0.291
0.282,0.469,0.287
0.275,0.472,0.299
0.283,0.468,0.29
0.284,0.465,0.285
0.282,0.46,0.278
0.281,0.457,0.293
0.262,0.468,0.275
0.26,0.447,0.267
0.262,0.44,0.283
0.337,0.453,0.366
0.269,0.484,0.3
0.292,0.462,0.298
0.271,0.439,0.292
0.265,0.425,0.273
0.274,0.452,0.277
0.268,0.422,0.287
0.271,0.432,0.283
0.271,0.447,0.29
0.268,0.458,0.282
0.283,0.477,0.282
0.274,0.444,0.299
0.295,0.449,0.298
0.277,0.448,0.278
0.257,0.452,0.278
0.271,0.483,0.283
0.282,0.449,0.287
0.264,0.473,0.277
0.269,0.445,0.285
0.261,0.439,0.292
0.273,0.439,0.274
0.247,0.383,0.264
0.251,0.413,0.276
0.245,0.385,0.254
0.252,0.404,0.261
0.247,0.395,0.264
0.256,0.4,0.252
0.24,0.405,0.249
0.259,0.436,0.269
0.247,0.405,0.263
0.253,0.427,0.26
0.259,0.411,0.255
0.257,0.413,0.26
0.248,0.404,0.258
0.308,0.417,0.313
0.233,0.414,0.261
0.236,0.389,0.263
0.346,0.377,0.344
0.236,0.412,0.259
0.252,0.448,0.252
0.246,0.412,0.251
0.257,0.391,0.258
0.27,0.431,0.282
0.314,0.405,0.32
0.238,0.416,0.273
0.23,0.402,0.256
0.241,0.415,0.259
0.245,0.414,0.25
0.244,0.402,0.253
0.233,0.427,0.254
0.245,0.432,0.255
0.236,0.397,0.251
0.234,0.398,0.272
0.242,0.422,0.263
0.248,0.39,0.262
0.233,0.396,0.255
0.238,0.393,0.253
0.319,0.406,0.322
0.251,0.42,0.261
0.243,0.418,0.28
0.309,0.505,0.333
0.256,0.431,0.266
0.306,0.402,0.346
0.251,0.427,0.25
0.245,0.416,0.258
0.312,0.387,0.342
0.237,0.4,0.242
0.242,0.389,0.254
0.261,0.413,0.262
0.253,0.421,0.272
0.255,0.412,0.273
0.274,0.472,0.289
0.286,0.47,0.295
0.275,0.475,0.281
0.282,0.465,0.281
0.356,0.429,0.432
0.267,0.467,0.279
0.259,0.459,0.284
0.26,0.459,0.282
0.267,0.484,0.299
0.272,0.465,0.273
0.27,0.497,0.274
0.27,0.486,0.282
0.351,0.496,0.376
0.263,0.454,0.28
0.271,0.446,0.281
0.265,0.462,0.295
0.272,0.455,0.275
0.281,0.458,0.282
0.269,0.48,0.276
0.339,0.461,0.327
0.264,0.454,0.285
0.309,0.491,0.283
0.266,0.459,0.279
0.342,0.419,0.372
0.254,0.419,0.276
0.257,0.431,0.287
0.263,0.445,0.284
0.332,0.501,0.34
0.373,0.461,0.357
0.258,0.446,0.288
0.277,0.499,0.284
0.27,0.484,0.299
0.275,0.44,0.279
0.264,0.448,0.272
0.253,0.448,0.273
0.267,0.433,0.287
0.261,0.437,0.275
0.328,0.453,0.349
0.252,0.449,0.268
0.252,0.434,0.27
0.251,0.46,0.27
0.273,0.461,0.27
0.257,0.425,0.261
0.276,0.434,0.275
0.253,0.474,0.271
0.256,0.478,0.285
0.253,0.395,0.271
0.235,0.404,0.264
0.24,0.411,0.249
0.244,0.415,0.257
0.238,0.421,0.251
0.234,0.411,0.252
0.252,0.395,0.244
0.25,0.409,0.258
0.261,0.397,0.258
0.248,0.407,0.264
0.239,0.42,0.262
0.235,0.415,0.27
0.245,0.435,0.26
0.293,0.404,0.324
0.255,0.383,0.276
0.253,0.395,0.245
0.245,0.413,0.255
0.241,0.412,0.247
0.241,0.403,0.244
0.255,0.401,0.255
0.322,0.404,0.342
0.251,0.403,0.274
0.239,0.413,0.267
0.325,0.4,0.324
0.251,0.407,0.26
0.24,0.408,0.249
0.237,0.403,0.248
0.32,0.407,0.305
0.25,0.389,0.253
0.247,0.381,0.255
0.243,0.434,0.267
0.248,0.443,0.254
0.253,0.403,0.272
0.236,0.414,0.259
0.246,0.408,0.264
0.245,0.394,0.262
0.245,0.407,0.258
0.25,0.4,0.254
0.275,0.436,0.264
0.237,0.367,0.263
0.326,0.402,0.344
0.322,0.381,0.343
0.24,0.405,0.263
0.251,0.407,0.266
0.242,0.421,0.257
0.235,0.399,0.257
0.318,0.386,0.343
0.308,0.386,0.325
0.319,0.417,0.318
0.331,0.405,0.347
0.259,0.462,0.29
0.332,0.469,0.351
0.335,0.443,0.358
0.259,0.442,0.274
0.339,0.447,0.29
0.271,0.465,0.291
0.342,0.456,0.349
0.276,0.471,0.291
0.271,0.443,0.279
0.329,0.445,0.453
0.276,0.458,0.282
0.257,0.464,0.273
0.258,0.438,0.284
0.279,0.424,0.273
0.255,0.441,0.336
0.255,0.459,0.266
0.263,0.435,0.274
0.274,0.452,0.285
0.257,0.456,0.263
0.283,0.461,0.3
0.334,0.458,0.366
0.277,0.452,0.301
0.263,0.452,0.28
0.253,0.482,0.277
0.26,0.446,0.271
0.333,0.542,0.33
0.396,0.392,0.415
0.409,0.392,0.425
0.43,0.37,0.453
0.434,0.363,0.472
0.443,0.375,0.482
0.456,0.384,0.483
0.498,0.384,0.516
0.504,0.407,0.519
0.495,0.418,0.513
0.487,0.428,0.509
0.479,0.44,0.498
0.472,0.457,0.499
0.475,0.476,0.486
0.469,0.472,0.484
0.457,0.463,0.464
0.446,0.448,0.458
